farm_id,warehouse,harvest_tons
Farm_00932,WH01,50.65
Farm_00933,WH09,64.5
Farm_00934,WH18,1.55
Farm_00935,WH13,45.54
Farm_00936,WH04,19.14
Farm_00937,WH04,47.43
Farm_00938,WH14,71.73
Farm_00939,WH07,9.55
Farm_00940,WH05,57.82
Farm_00941,WH14,51.62
Farm_00942,WH08,43.37
Farm_00943,WH05,11.88
Farm_00944,WH19,56.19
Farm_00945,WH16,1.41
Farm_00946,WH11,39.85
Farm_00947,WH07,71.88
Farm_00948,WH17,64.22
Farm_00949,WH13,22.67
Farm_00950,WH18,4.4
Farm_00951,WH14,70.38
Farm_00952,WH03,7.78
Farm_00953,WH06,36.2
Farm_00954,WH09,31.13
Farm_00955,WH12,72.79
Farm_00956,WH13,56.73
Farm_00957,WH19,14.35
Farm_00958,WH20,44.27
Farm_00959,WH07,20.41
Farm_00960,WH12,44.53
Farm_00961,WH01,39.48
Farm_00962,WH09,42.41
Farm_00963,WH09,49.35
Farm_00964,WH08,62.75
Farm_00965,WH11,14.65
Farm_00966,WH03,10.88
Farm_00967,WH05,55.37
Farm_00968,WH05,26.69
Farm_00969,WH08,44.64
Farm_00970,WH05,64.44
Farm_00971,WH18,20.29
Farm_00972,WH10,68.86
Farm_00973,WH05,13.78
Farm_00974,WH18,41.66
Farm_00975,WH13,64.32
Farm_00976,WH03,29.77
Farm_00977,WH18,56.95
Farm_00978,WH20,16.4
Farm_00979,WH17,4.81
Farm_00980,WH18,73.19
Farm_00981,WH06,63.68
Farm_00982,WH06,11.3
Farm_00983,WH09,75.0
Farm_00984,WH18,14.6
Farm_00985,WH04,55.34
Farm_00986,WH18,14.34
Farm_00987,WH20,46.58
Farm_00988,WH16,10.35
Farm_00989,WH15,49.02
Farm_00990,WH15,9.61
Farm_00991,WH16,16.14
Farm_00992,WH04,41.14
Farm_00993,WH10,51.57
Farm_00994,WH14,39.64
Farm_00995,WH11,33.24
Farm_00996,WH10,8.26
Farm_00997,WH18,13.06
Farm_00998,WH14,73.38
Farm_00999,WH20,3.33
Farm_01000,WH08,52.62
Farm_01001,WH02,61.45
Farm_01002,WH18,54.46
Farm_01003,WH13,28.28
Farm_01004,WH18,5.49
Farm_01005,WH05,48.95
Farm_01006,WH03,24.39
Farm_01007,WH09,13.17
Farm_01008,WH16,69.53
Farm_01009,WH16,27.74
Farm_01010,WH11,16.08
Farm_01011,WH06,23.72
Farm_01012,WH03,6.12
Farm_01013,WH12,5.04
Farm_01014,WH07,38.94
Farm_01015,WH03,40.05
Farm_01016,WH19,7.11
Farm_01017,WH12,39.17
Farm_01018,WH17,55.75
Farm_01019,WH06,44.34
Farm_01020,WH09,65.94
Farm_01021,WH13,13.3
Farm_01022,WH16,72.72
Farm_01023,WH03,19.25
Farm_01024,WH02,42.76
Farm_01025,WH15,71.96
Farm_01026,WH15,55.0
Farm_01027,WH08,12.56
Farm_01028,WH11,30.49
Farm_01029,WH12,14.82
Farm_01030,WH10,65.49
Farm_01031,WH11,1.3
Farm_01032,WH15,35.9
Farm_01033,WH03,25.86
Farm_01034,WH20,45.04
Farm_01035,WH16,68.87
Farm_01036,WH06,11.56
Farm_01037,WH20,23.66
Farm_01038,WH04,35.18
Farm_01039,WH12,6.78
Farm_01040,WH01,74.07
Farm_01041,WH07,49.75
Farm_01042,WH10,25.18
Farm_01043,WH08,4.42
Farm_01044,WH13,1.32
Farm_01045,WH17,14.09
Farm_01046,WH04,33.96
Farm_01047,WH16,8.73
Farm_01048,WH08,56.59
Farm_01049,WH02,19.03
Farm_01050,WH05,28.39
Farm_01051,WH01,34.43
Farm_01052,WH02,8.4
Farm_01053,WH13,68.96
Farm_01054,WH05,25.07
Farm_01055,WH01,2.57
Farm_01056,WH01,43.16
Farm_01057,WH10,61.79
Farm_01058,WH06,9.66
Farm_01059,WH01,36.84
Farm_01060,WH06,0.95
Farm_01061,WH11,30.96
Farm_01062,WH17,43.83
Farm_01063,WH09,67.62
Farm_01064,WH03,38.79
Farm_01065,WH01,57.64
Farm_01066,WH06,52.94
Farm_01067,WH03,62.27
Farm_01068,WH11,36.43
Farm_01069,WH17,26.54
Farm_01070,WH12,36.98
Farm_01071,WH07,5.99
Farm_01072,WH08,19.75
Farm_01073,WH15,47.98
Farm_01074,WH09,31.12
Farm_01075,WH10,2.63
Farm_01076,WH05,40.42
Farm_01077,WH17,59.37
Farm_01078,WH06,65.76
Farm_01079,WH15,24.21
Farm_01080,WH18,14.32
Farm_01081,WH18,4.44
Farm_01082,WH02,14.5
Farm_01083,WH15,25.67
Farm_01084,WH19,33.16
Farm_01085,WH19,14.44
Farm_01086,WH07,58.51
Farm_01087,WH03,74.27
Farm_01088,WH08,40.04
Farm_01089,WH18,39.95
Farm_01090,WH11,20.82
Farm_01091,WH20,26.55
Farm_01092,WH17,33.93
Farm_01093,WH10,64.96
Farm_01094,WH05,13.37
Farm_01095,WH12,74.89
Farm_01096,WH03,8.66
Farm_01097,WH18,29.67
Farm_01098,WH12,57.41
Farm_01099,WH16,60.7
Farm_01100,WH11,39.6
Farm_01101,WH07,66.13
Farm_01102,WH07,50.33
Farm_01103,WH05,43.67
Farm_01104,WH10,42.42
Farm_01105,WH12,59.68
Farm_01106,WH09,66.79
Farm_01107,WH02,11.64
Farm_01108,WH02,19.89
Farm_01109,WH06,22.33
Farm_01110,WH11,32.18
Farm_01111,WH19,34.31
Farm_01112,WH19,29.67
Farm_01113,WH18,69.91
Farm_01114,WH04,69.78
Farm_01115,WH07,60.21
Farm_01116,WH07,37.42
Farm_01117,WH02,24.6
Farm_01118,WH03,29.85
Farm_01119,WH03,45.61
Farm_01120,WH07,9.61
Farm_01121,WH16,70.05
Farm_01122,WH06,38.41
Farm_01123,WH06,37.26
Farm_01124,WH17,53.95
Farm_01125,WH03,65.2
Farm_01126,WH10,20.73
Farm_01127,WH13,22.51
Farm_01128,WH06,10.2
Farm_01129,WH16,25.86
Farm_01130,WH05,32.88
Farm_01131,WH14,62.14
Farm_01132,WH17,63.09
Farm_01133,WH10,68.58
Farm_01134,WH12,70.35
Farm_01135,WH16,10.34
Farm_01136,WH10,71.6
Farm_01137,WH11,44.1
Farm_01138,WH14,64.19
Farm_01139,WH15,41.69
Farm_01140,WH12,69.79
Farm_01141,WH08,26.97
Farm_01142,WH12,33.49
Farm_01143,WH19,39.95
Farm_01144,WH02,56.19
Farm_01145,WH11,46.22
Farm_01146,WH09,36.42
Farm_01147,WH09,27.56
Farm_01148,WH18,64.84
Farm_01149,WH09,14.88
Farm_01150,WH18,38.28
Farm_01151,WH07,2.58
Farm_01152,WH19,37.32
Farm_01153,WH02,55.52
Farm_01154,WH12,43.49
Farm_01155,WH20,66.82
Farm_01156,WH17,45.35
Farm_01157,WH16,7.42
Farm_01158,WH05,60.26
Farm_01159,WH12,12.6
Farm_01160,WH07,49.16
Farm_01161,WH13,65.1
Farm_01162,WH07,62.5
Farm_01163,WH07,4.18
Farm_01164,WH01,5.02
Farm_01165,WH11,22.84
Farm_01166,WH11,4.49
Farm_01167,WH15,58.65
Farm_01168,WH17,15.65
Farm_01169,WH04,20.05
Farm_01170,WH20,40.66
Farm_01171,WH10,71.87
Farm_01172,WH19,60.62
Farm_01173,WH07,1.4
Farm_01174,WH02,63.41
Farm_01175,WH04,61.08
Farm_01176,WH16,8.01
Farm_01177,WH18,14.83
Farm_01178,WH10,50.21
Farm_01179,WH01,35.23
Farm_01180,WH02,45.01
Farm_01181,WH01,54.84
Farm_01182,WH14,34.56
Farm_01183,WH02,44.77
Farm_01184,WH06,4.27
Farm_01185,WH15,5.11
Farm_01186,WH10,6.15
Farm_01187,WH07,68.37
Farm_01188,WH09,27.29
Farm_01189,WH03,45.45
Farm_01190,WH06,73.46
Farm_01191,WH11,13.47
Farm_01192,WH14,65.16
Farm_01193,WH06,9.14
Farm_01194,WH01,43.79
Farm_01195,WH10,40.94
Farm_01196,WH02,58.58
Farm_01197,WH05,24.59
Farm_01198,WH05,71.37
Farm_01199,WH11,24.56
Farm_01200,WH08,10.67
Farm_01201,WH07,41.02
Farm_01202,WH15,54.13
Farm_01203,WH20,1.74
Farm_01204,WH10,64.61
Farm_01205,WH10,29.76
Farm_01206,WH05,11.74
Farm_01207,WH14,7.5
Farm_01208,WH07,37.51
Farm_01209,WH08,34.5
Farm_01210,WH13,20.86
Farm_01211,WH06,39.1
Farm_01212,WH07,10.45
Farm_01213,WH14,38.21
Farm_01214,WH06,2.87
Farm_01215,WH07,42.07
Farm_01216,WH11,55.7
Farm_01217,WH05,57.3
Farm_01218,WH04,24.58
Farm_01219,WH02,73.95
Farm_01220,WH18,57.07
Farm_01221,WH01,6.95
Farm_01222,WH04,61.73
Farm_01223,WH01,62.69
Farm_01224,WH20,5.85
Farm_01225,WH17,66.65
Farm_01226,WH09,10.21
Farm_01227,WH08,56.69
Farm_01228,WH14,72.34
Farm_01229,WH02,70.61
Farm_01230,WH17,42.42
Farm_01231,WH08,50.8
Farm_01232,WH14,36.52
Farm_01233,WH07,57.37
Farm_01234,WH11,40.83
Farm_01235,WH16,68.99
Farm_01236,WH19,23.28
Farm_01237,WH11,19.79
Farm_01238,WH05,8.6
Farm_01239,WH03,7.1
Farm_01240,WH15,13.46
Farm_01241,WH12,19.56
Farm_01242,WH03,1.46
Farm_01243,WH16,25.26
Farm_01244,WH13,21.55
Farm_01245,WH20,25.07
Farm_01246,WH19,3.75
Farm_01247,WH14,54.15
Farm_01248,WH08,13.14
Farm_01249,WH09,25.22
Farm_01250,WH07,9.73
Farm_01251,WH04,7.83
Farm_01252,WH01,20.89
Farm_01253,WH18,31.34
Farm_01254,WH06,69.46
Farm_01255,WH12,69.59
Farm_01256,WH09,49.88
Farm_01257,WH11,58.62
Farm_01258,WH05,20.69
Farm_01259,WH15,42.52
Farm_01260,WH08,65.09
Farm_01261,WH07,37.02
Farm_01262,WH14,6.46
Farm_01263,WH04,18.87
Farm_01264,WH19,30.05
Farm_01265,WH18,69.81
Farm_01266,WH08,24.47
Farm_01267,WH17,8.98
Farm_01268,WH13,19.52
Farm_01269,WH07,12.33
Farm_01270,WH15,55.9
Farm_01271,WH19,12.95
Farm_01272,WH05,5.7
Farm_01273,WH16,68.91
Farm_01274,WH20,49.7
Farm_01275,WH19,65.76
Farm_01276,WH20,39.91
Farm_01277,WH13,36.89
Farm_01278,WH02,12.35
Farm_01279,WH20,56.76
Farm_01280,WH16,50.37
Farm_01281,WH19,64.15
Farm_01282,WH07,11.18
Farm_01283,WH08,54.16
Farm_01284,WH04,20.58
Farm_01285,WH01,72.1
Farm_01286,WH11,58.37
Farm_01287,WH01,42.15
Farm_01288,WH13,52.06
Farm_01289,WH18,70.12
Farm_01290,WH14,73.49
Farm_01291,WH20,4.98
Farm_01292,WH13,29.87
Farm_01293,WH18,72.89
Farm_01294,WH11,19.32
Farm_01295,WH12,38.99
Farm_01296,WH16,46.5
Farm_01297,WH12,20.71
Farm_01298,WH07,14.98
Farm_01299,WH03,48.66
Farm_01300,WH03,38.82
Farm_01301,WH01,67.2
Farm_01302,WH12,10.96
Farm_01303,WH01,66.88
Farm_01304,WH11,30.11
Farm_01305,WH20,11.18
Farm_01306,WH19,54.78
Farm_01307,WH10,47.83
Farm_01308,WH06,49.27
Farm_01309,WH14,72.04
Farm_01310,WH19,4.92
Farm_01311,WH16,35.14
Farm_01312,WH12,35.07
Farm_01313,WH02,61.62
Farm_01314,WH16,13.89
Farm_01315,WH01,29.76
Farm_01316,WH04,23.28
Farm_01317,WH15,43.14
Farm_01318,WH06,31.47
Farm_01319,WH19,14.06
Farm_01320,WH08,73.53
Farm_01321,WH13,46.56
Farm_01322,WH05,23.53
Farm_01323,WH01,49.05
Farm_01324,WH18,37.64
Farm_01325,WH05,58.33
Farm_01326,WH16,1.17
Farm_01327,WH08,38.86
Farm_01328,WH13,57.78
Farm_01329,WH01,1.71
Farm_01330,WH10,58.5
Farm_01331,WH08,25.41
Farm_01332,WH02,39.92
Farm_01333,WH03,68.78
Farm_01334,WH05,11.12
Farm_01335,WH09,53.51
Farm_01336,WH09,39.4
Farm_01337,WH16,16.37
Farm_01338,WH05,60.68
Farm_01339,WH07,73.34
Farm_01340,WH20,37.82
Farm_01341,WH01,15.76
Farm_01342,WH08,21.46
Farm_01343,WH18,20.69
Farm_01344,WH14,24.28
Farm_01345,WH16,57.68
Farm_01346,WH13,56.41
Farm_01347,WH01,14.25
Farm_01348,WH01,34.12
Farm_01349,WH19,2.64
Farm_01350,WH02,30.79
Farm_01351,WH13,56.59
Farm_01352,WH08,13.98
Farm_01353,WH04,29.36
Farm_01354,WH08,56.07
Farm_01355,WH04,49.98
Farm_01356,WH01,29.08
Farm_01357,WH10,1.44
Farm_01358,WH13,22.58
Farm_01359,WH03,19.96
Farm_01360,WH20,72.62
Farm_01361,WH18,54.2
Farm_01362,WH09,33.68
Farm_01363,WH14,13.69
Farm_01364,WH18,73.75
Farm_01365,WH16,46.83
Farm_01366,WH07,3.34
Farm_01367,WH20,12.39
Farm_01368,WH06,22.3
Farm_01369,WH19,16.86
Farm_01370,WH08,59.75
Farm_01371,WH15,74.22
Farm_01372,WH18,14.1
Farm_01373,WH06,1.2
Farm_01374,WH20,67.46
Farm_01375,WH02,32.82
Farm_01376,WH14,39.41
Farm_01377,WH03,34.55
Farm_01378,WH02,68.35
Farm_01379,WH15,29.37
Farm_01380,WH10,55.15
Farm_01381,WH13,21.18
Farm_01382,WH20,27.27
Farm_01383,WH11,26.69
Farm_01384,WH19,65.24
Farm_01385,WH18,62.55
Farm_01386,WH12,47.76
Farm_01387,WH14,4.75
Farm_01388,WH12,65.38
Farm_01389,WH16,73.04
Farm_01390,WH01,26.54
Farm_01391,WH17,73.36
Farm_01392,WH15,23.98
Farm_01393,WH10,43.93
Farm_01394,WH12,70.73
Farm_01395,WH10,15.59
Farm_01396,WH12,6.59
Farm_01397,WH10,52.96
Farm_01398,WH11,30.65
Farm_01399,WH20,73.42
Farm_01400,WH02,18.91
Farm_01401,WH05,39.95
Farm_01402,WH02,45.88
Farm_01403,WH14,31.63
Farm_01404,WH18,10.98
Farm_01405,WH04,22.31
Farm_01406,WH06,24.3
Farm_01407,WH06,36.65
Farm_01408,WH18,9.19
Farm_01409,WH09,27.05
Farm_01410,WH04,1.03
Farm_01411,WH12,12.67
Farm_01412,WH15,2.44
Farm_01413,WH06,3.43
Farm_01414,WH11,13.75
Farm_01415,WH16,63.79
Farm_01416,WH02,4.4
Farm_01417,WH08,33.32
Farm_01418,WH08,18.29
Farm_01419,WH11,58.02
Farm_01420,WH17,33.08
Farm_01421,WH02,69.64
Farm_01422,WH12,20.31
Farm_01423,WH13,72.37
Farm_01424,WH13,57.72
Farm_01425,WH20,16.07
Farm_01426,WH10,39.79
Farm_01427,WH10,68.75
Farm_01428,WH06,47.38
Farm_01429,WH14,38.68
Farm_01430,WH09,59.61
Farm_01431,WH19,17.36
Farm_01432,WH20,31.55
Farm_01433,WH07,7.44
Farm_01434,WH09,69.3
Farm_01435,WH11,4.48
Farm_01436,WH01,58.98
Farm_01437,WH10,47.41
Farm_01438,WH02,1.66
Farm_01439,WH13,4.92
Farm_01440,WH09,3.61
Farm_01441,WH12,19.15
Farm_01442,WH09,61.76
Farm_01443,WH08,28.4
Farm_01444,WH07,19.85
Farm_01445,WH09,50.59
Farm_01446,WH15,50.94
Farm_01447,WH07,8.2
Farm_01448,WH14,61.01
Farm_01449,WH05,24.33
Farm_01450,WH02,58.6
Farm_01451,WH11,41.23
Farm_01452,WH15,57.54
Farm_01453,WH01,55.93
Farm_01454,WH01,22.82
Farm_01455,WH13,16.39
Farm_01456,WH07,60.2
Farm_01457,WH18,46.05
Farm_01458,WH20,68.77
Farm_01459,WH06,22.96
Farm_01460,WH01,64.06
Farm_01461,WH05,25.75
Farm_01462,WH17,56.24
Farm_01463,WH05,24.76
Farm_01464,WH12,13.01
Farm_01465,WH06,48.82
Farm_01466,WH04,30.33
Farm_01467,WH09,54.4
Farm_01468,WH18,29.14
Farm_01469,WH08,57.01
Farm_01470,WH07,15.13
Farm_01471,WH09,60.12
Farm_01472,WH18,29.83
Farm_01473,WH13,15.1
Farm_01474,WH03,68.52
Farm_01475,WH18,19.28
Farm_01476,WH20,64.22
Farm_01477,WH07,21.91
Farm_01478,WH07,74.58
Farm_01479,WH13,74.63
Farm_01480,WH06,51.41
Farm_01481,WH15,51.23
Farm_01482,WH01,24.37
Farm_01483,WH02,74.57
Farm_01484,WH05,73.7
Farm_01485,WH19,47.4
Farm_01486,WH19,48.54
Farm_01487,WH09,50.26
Farm_01488,WH13,27.27
Farm_01489,WH04,6.83
Farm_01490,WH16,3.86
Farm_01491,WH12,13.12
Farm_01492,WH04,18.81
Farm_01493,WH02,49.91
Farm_01494,WH09,44.38
Farm_01495,WH11,13.08
Farm_01496,WH17,22.29
Farm_01497,WH01,48.1
Farm_01498,WH08,2.39
Farm_01499,WH18,13.62
Farm_01500,WH12,44.3
Farm_01501,WH03,60.86
Farm_01502,WH17,45.9
Farm_01503,WH11,10.58
Farm_01504,WH19,52.18
Farm_01505,WH03,71.66
Farm_01506,WH09,54.45
Farm_01507,WH14,3.19
Farm_01508,WH04,7.07
Farm_01509,WH07,6.02
Farm_01510,WH02,10.89
Farm_01511,WH12,63.59
Farm_01512,WH15,4.66
Farm_01513,WH14,70.71
Farm_01514,WH18,32.86
Farm_01515,WH05,25.75
Farm_01516,WH20,23.71
Farm_01517,WH15,59.07
Farm_01518,WH10,4.27
Farm_01519,WH06,11.21
Farm_01520,WH07,60.75
Farm_01521,WH19,30.14
Farm_01522,WH15,56.8
Farm_01523,WH18,68.05
Farm_01524,WH03,44.38
Farm_01525,WH14,49.81
Farm_01526,WH10,50.63
Farm_01527,WH09,37.44
Farm_01528,WH15,30.4
Farm_01529,WH04,13.24
Farm_01530,WH14,54.2
Farm_01531,WH05,62.96
Farm_01532,WH19,38.96
Farm_01533,WH20,63.79
Farm_01534,WH12,62.77
Farm_01535,WH15,25.7
Farm_01536,WH18,57.97
Farm_01537,WH19,9.5
Farm_01538,WH14,3.49
Farm_01539,WH08,57.85
Farm_01540,WH10,72.61
Farm_01541,WH13,74.25
Farm_01542,WH12,21.32
Farm_01543,WH16,65.72
Farm_01544,WH07,30.13
Farm_01545,WH02,19.53
Farm_01546,WH06,7.33
Farm_01547,WH17,59.81
Farm_01548,WH05,39.45
Farm_01549,WH09,7.07
Farm_01550,WH12,37.06
Farm_01551,WH16,17.94
Farm_01552,WH10,3.79
Farm_01553,WH20,20.07
Farm_01554,WH07,72.24
Farm_01555,WH11,33.39
Farm_01556,WH17,50.75
Farm_01557,WH04,33.26
Farm_01558,WH14,0.78
Farm_01559,WH05,4.56
Farm_01560,WH13,24.68
Farm_01561,WH01,15.82
Farm_01562,WH14,74.95
Farm_01563,WH06,14.65
Farm_01564,WH12,47.42
Farm_01565,WH13,65.96
Farm_01566,WH12,19.32
Farm_01567,WH18,21.49
Farm_01568,WH07,39.9
Farm_01569,WH13,21.69
Farm_01570,WH15,60.68
Farm_01571,WH04,23.86
Farm_01572,WH01,18.38
Farm_01573,WH03,19.87
Farm_01574,WH14,15.58
Farm_01575,WH11,3.29
Farm_01576,WH01,26.16
Farm_01577,WH05,51.18
Farm_01578,WH14,29.15
Farm_01579,WH12,10.5
Farm_01580,WH10,31.45
Farm_01581,WH07,56.49
Farm_01582,WH04,19.46
Farm_01583,WH08,45.64
Farm_01584,WH20,31.76
Farm_01585,WH19,71.49
Farm_01586,WH19,13.22
Farm_01587,WH11,63.22
Farm_01588,WH06,45.43
Farm_01589,WH18,24.39
Farm_01590,WH12,15.17
Farm_01591,WH15,9.22
Farm_01592,WH08,16.55
Farm_01593,WH05,39.13
Farm_01594,WH19,39.84
Farm_01595,WH07,62.11
Farm_01596,WH19,32.6
Farm_01597,WH12,26.79
Farm_01598,WH20,37.82
Farm_01599,WH20,40.71
Farm_01600,WH09,64.55
Farm_01601,WH12,19.08
Farm_01602,WH16,43.15
Farm_01603,WH14,7.04
Farm_01604,WH12,0.57
Farm_01605,WH07,52.1
Farm_01606,WH12,5.17
Farm_01607,WH02,8.19
Farm_01608,WH04,4.03
Farm_01609,WH09,58.06
Farm_01610,WH02,20.05
Farm_01611,WH10,66.66
Farm_01612,WH18,16.98
Farm_01613,WH15,36.73
Farm_01614,WH18,11.65
Farm_01615,WH18,9.27
Farm_01616,WH19,42.11
Farm_01617,WH04,58.42
Farm_01618,WH03,2.39
Farm_01619,WH07,69.67
Farm_01620,WH14,64.39
Farm_01621,WH09,49.39
Farm_01622,WH18,40.0
Farm_01623,WH10,40.14
Farm_01624,WH03,32.43
Farm_01625,WH17,0.84
Farm_01626,WH18,13.56
Farm_01627,WH03,57.69
Farm_01628,WH01,7.71
Farm_01629,WH18,66.75
Farm_01630,WH11,50.77
Farm_01631,WH07,38.6
Farm_01632,WH19,0.65
Farm_01633,WH02,5.17
Farm_01634,WH20,8.46
Farm_01635,WH01,11.32
Farm_01636,WH05,13.8
Farm_01637,WH07,62.56
Farm_01638,WH08,11.07
Farm_01639,WH16,64.7
Farm_01640,WH09,44.11
Farm_01641,WH12,30.63
Farm_01642,WH15,8.16
Farm_01643,WH18,55.19
Farm_01644,WH17,51.9
Farm_01645,WH02,2.2
Farm_01646,WH06,34.08
Farm_01647,WH17,11.08
Farm_01648,WH12,30.32
Farm_01649,WH17,23.78
Farm_01650,WH05,39.65
Farm_01651,WH07,21.89
Farm_01652,WH12,22.11
Farm_01653,WH16,39.09
Farm_01654,WH04,61.97
Farm_01655,WH15,26.69
Farm_01656,WH11,40.72
Farm_01657,WH18,57.72
Farm_01658,WH09,38.54
Farm_01659,WH05,37.22
Farm_01660,WH03,25.55
Farm_01661,WH20,66.0
Farm_01662,WH15,12.34
Farm_01663,WH20,44.72
Farm_01664,WH01,62.03
Farm_01665,WH10,74.26
Farm_01666,WH07,54.22
Farm_01667,WH06,53.29
Farm_01668,WH01,25.99
Farm_01669,WH11,26.83
Farm_01670,WH03,64.69
Farm_01671,WH18,3.02
Farm_01672,WH11,4.39
Farm_01673,WH05,12.25
Farm_01674,WH16,36.17
Farm_01675,WH05,6.02
Farm_01676,WH16,27.6
Farm_01677,WH19,44.93
Farm_01678,WH07,44.06
Farm_01679,WH01,64.51
Farm_01680,WH06,48.08
Farm_01681,WH13,46.04
Farm_01682,WH13,0.5
Farm_01683,WH01,53.21
Farm_01684,WH01,50.59
Farm_01685,WH10,54.16
Farm_01686,WH20,25.53
Farm_01687,WH08,23.17
Farm_01688,WH11,0.77
Farm_01689,WH04,56.46
Farm_01690,WH10,32.09
Farm_01691,WH09,63.2
Farm_01692,WH16,72.57
Farm_01693,WH09,9.99
Farm_01694,WH09,50.28
Farm_01695,WH09,50.4
Farm_01696,WH10,6.27
Farm_01697,WH10,41.51
Farm_01698,WH06,58.97
Farm_01699,WH12,27.28
Farm_01700,WH04,34.38
Farm_01701,WH18,52.12
Farm_01702,WH09,11.85
Farm_01703,WH18,27.83
Farm_01704,WH13,5.84
Farm_01705,WH06,57.38
Farm_01706,WH18,62.52
Farm_01707,WH14,46.24
Farm_01708,WH13,73.89
Farm_01709,WH16,72.72
Farm_01710,WH12,65.3
Farm_01711,WH08,62.83
Farm_01712,WH18,58.03
Farm_01713,WH06,64.59
Farm_01714,WH11,1.42
Farm_01715,WH01,49.95
Farm_01716,WH16,59.74
Farm_01717,WH14,20.75
Farm_01718,WH07,60.18
Farm_01719,WH01,18.69
Farm_01720,WH20,69.62
Farm_01721,WH18,50.0
Farm_01722,WH13,33.8
Farm_01723,WH18,19.39
Farm_01724,WH20,74.79
Farm_01725,WH05,43.05
Farm_01726,WH17,64.7
Farm_01727,WH20,5.03
Farm_01728,WH13,29.94
Farm_01729,WH02,35.21
Farm_01730,WH10,74.89
Farm_01731,WH13,39.88
Farm_01732,WH14,60.24
Farm_01733,WH07,42.6
Farm_01734,WH17,24.6
Farm_01735,WH11,71.76
Farm_01736,WH15,71.09
Farm_01737,WH09,67.06
Farm_01738,WH11,26.51
Farm_01739,WH10,70.39
Farm_01740,WH05,69.5
Farm_01741,WH04,30.0
Farm_01742,WH11,23.53
Farm_01743,WH12,22.92
Farm_01744,WH03,68.57
Farm_01745,WH04,63.24
Farm_01746,WH19,7.35
Farm_01747,WH05,11.8
Farm_01748,WH12,15.23
Farm_01749,WH18,16.81
Farm_01750,WH08,52.49
Farm_01751,WH13,6.75
Farm_01752,WH15,12.31
Farm_01753,WH06,29.31
Farm_01754,WH01,7.27
Farm_01755,WH03,3.12
Farm_01756,WH19,23.63
Farm_01757,WH09,40.46
Farm_01758,WH03,59.08
Farm_01759,WH15,71.47
Farm_01760,WH13,23.17
Farm_01761,WH09,48.77
Farm_01762,WH11,26.44
Farm_01763,WH01,46.52
Farm_01764,WH07,5.28
Farm_01765,WH16,43.61
Farm_01766,WH09,21.45
Farm_01767,WH07,8.39
Farm_01768,WH04,30.56
Farm_01769,WH19,26.66
Farm_01770,WH11,7.58
Farm_01771,WH09,53.32
Farm_01772,WH20,29.3
Farm_01773,WH04,37.98
Farm_01774,WH09,19.94
Farm_01775,WH13,34.03
Farm_01776,WH04,44.81
Farm_01777,WH16,1.5
Farm_01778,WH01,72.77
Farm_01779,WH13,56.03
Farm_01780,WH14,9.74
Farm_01781,WH08,73.55
Farm_01782,WH06,40.0
Farm_01783,WH01,39.32
Farm_01784,WH03,65.5
Farm_01785,WH09,60.37
Farm_01786,WH07,32.56
Farm_01787,WH06,61.5
Farm_01788,WH11,2.59
Farm_01789,WH10,12.67
Farm_01790,WH02,39.55
Farm_01791,WH11,7.88
Farm_01792,WH05,40.82
Farm_01793,WH15,14.99
Farm_01794,WH08,28.51
Farm_01795,WH17,57.74
Farm_01796,WH08,65.17
Farm_01797,WH05,25.76
Farm_01798,WH18,22.05
Farm_01799,WH05,12.8
Farm_01800,WH16,3.92
Farm_01801,WH16,41.45
Farm_01802,WH18,9.09
Farm_01803,WH04,51.55
Farm_01804,WH03,17.84
Farm_01805,WH05,30.66
Farm_01806,WH10,23.56
Farm_01807,WH01,26.44
Farm_01808,WH12,22.53
Farm_01809,WH20,64.13
Farm_01810,WH09,58.25
Farm_01811,WH15,7.02
Farm_01812,WH01,31.34
Farm_01813,WH11,8.6
Farm_01814,WH18,43.61
Farm_01815,WH02,49.4
Farm_01816,WH10,59.55
Farm_01817,WH01,29.24
Farm_01818,WH12,27.26
Farm_01819,WH02,2.45
Farm_01820,WH06,18.03
Farm_01821,WH03,56.74
Farm_01822,WH17,46.35
Farm_01823,WH03,29.54
Farm_01824,WH02,57.59
Farm_01825,WH14,40.66
Farm_01826,WH15,9.15
Farm_01827,WH12,61.62
Farm_01828,WH02,50.21
Farm_01829,WH09,27.56
Farm_01830,WH04,67.35
Farm_01831,WH02,44.89
Farm_01832,WH02,46.54
Farm_01833,WH14,44.92
Farm_01834,WH18,60.22
Farm_01835,WH14,58.66
Farm_01836,WH20,55.9
Farm_01837,WH11,15.74
Farm_01838,WH09,67.34
Farm_01839,WH13,64.47
Farm_01840,WH18,56.06
Farm_01841,WH02,3.02
Farm_01842,WH07,38.01
Farm_01843,WH06,43.18
Farm_01844,WH17,44.63
Farm_01845,WH03,30.92
Farm_01846,WH04,14.15
Farm_01847,WH11,11.68
Farm_01848,WH20,59.89
Farm_01849,WH03,8.1
Farm_01850,WH03,73.59
Farm_01851,WH16,12.92
Farm_01852,WH19,63.1
Farm_01853,WH05,3.33
Farm_01854,WH01,7.19
Farm_01855,WH15,72.11
Farm_01856,WH15,54.67
Farm_01857,WH16,26.95
Farm_01858,WH02,46.09
Farm_01859,WH05,53.44
Farm_01860,WH03,27.92
Farm_01861,WH04,20.55
Farm_01862,WH17,34.07
Farm_01863,WH06,9.72
