farm_id,disease,severity
Farm_00852,Rust,Medium
Farm_00853,Root Rot,High
Farm_00854,Root Rot,Low
Farm_00855,Rust,Low
Farm_00856,Rust,Low
Farm_00857,Root Rot,Medium
Farm_00858,Root Rot,Low
Farm_00859,Leaf Blight,High
Farm_00860,Root Rot,Low
Farm_00861,Root Rot,Low
Farm_00862,Root Rot,High
Farm_00863,Healthy,Medium
Farm_00864,Healthy,High
Farm_00865,Root Rot,Medium
Farm_00866,Leaf Blight,Medium
Farm_00867,Fall Armyworm,High
Farm_00868,Root Rot,Medium
Farm_00869,Root Rot,High
Farm_00870,Root Rot,High
Farm_00871,Root Rot,Low
Farm_00872,Leaf Blight,High
Farm_00873,Leaf Blight,High
Farm_00874,Leaf Blight,High
Farm_00875,Leaf Blight,Low
Farm_00876,Root Rot,Medium
Farm_00877,Rust,Medium
Farm_00878,Healthy,Medium
Farm_00879,Fall Armyworm,Low
Farm_00880,Fall Armyworm,Low
Farm_00881,Rust,Low
Farm_00882,Rust,High
Farm_00883,Healthy,High
Farm_00884,Healthy,Medium
Farm_00885,Leaf Blight,Medium
Farm_00886,Healthy,High
Farm_00887,Fall Armyworm,High
Farm_00888,Rust,High
Farm_00889,Root Rot,Low
Farm_00890,Rust,Low
Farm_00891,Rust,High
Farm_00892,Healthy,Medium
Farm_00893,Rust,Low
Farm_00894,Fall Armyworm,Medium
Farm_00895,Fall Armyworm,Medium
Farm_00896,Healthy,Low
Farm_00897,Healthy,Medium
Farm_00898,Healthy,Low
Farm_00899,Fall Armyworm,High
Farm_00900,Root Rot,Medium
Farm_00901,Healthy,High
Farm_00902,Root Rot,Medium
Farm_00903,Rust,High
Farm_00904,Rust,High
Farm_00905,Fall Armyworm,Low
Farm_00906,Healthy,Medium
Farm_00907,Healthy,Medium
Farm_00908,Rust,Medium
Farm_00909,Healthy,Medium
Farm_00910,Fall Armyworm,Medium
Farm_00911,Rust,High
Farm_00912,Rust,High
Farm_00913,Leaf Blight,Medium
Farm_00914,Leaf Blight,High
Farm_00915,Leaf Blight,High
Farm_00916,Rust,Medium
Farm_00917,Root Rot,Medium
Farm_00918,Healthy,Low
Farm_00919,Root Rot,Low
Farm_00920,Rust,High
Farm_00921,Leaf Blight,Low
Farm_00922,Fall Armyworm,High
Farm_00923,Fall Armyworm,High
Farm_00924,Healthy,High
Farm_00925,Rust,Medium
Farm_00926,Root Rot,Low
Farm_00927,Leaf Blight,High
Farm_00928,Healthy,Medium
Farm_00929,Healthy,High
Farm_00930,Leaf Blight,High
Farm_00931,Leaf Blight,Low
Farm_00932,Fall Armyworm,Medium
Farm_00933,Healthy,Low
Farm_00934,Healthy,Medium
Farm_00935,Healthy,High
Farm_00936,Root Rot,High
Farm_00937,Healthy,Low
Farm_00938,Healthy,High
Farm_00939,Leaf Blight,Medium
Farm_00940,Rust,Medium
Farm_00941,Leaf Blight,Medium
Farm_00942,Leaf Blight,Medium
Farm_00943,Root Rot,Low
Farm_00944,Fall Armyworm,Low
Farm_00945,Rust,High
Farm_00946,Root Rot,High
Farm_00947,Leaf Blight,High
Farm_00948,Leaf Blight,Medium
Farm_00949,Leaf Blight,Low
Farm_00950,Rust,High
Farm_00951,Fall Armyworm,Medium
Farm_00952,Leaf Blight,Low
Farm_00953,Healthy,High
Farm_00954,Fall Armyworm,High
Farm_00955,Rust,Medium
Farm_00956,Root Rot,High
Farm_00957,Leaf Blight,High
Farm_00958,Healthy,High
Farm_00959,Healthy,Medium
Farm_00960,Root Rot,Low
Farm_00961,Root Rot,Medium
Farm_00962,Healthy,High
Farm_00963,Healthy,Low
Farm_00964,Root Rot,High
Farm_00965,Fall Armyworm,Medium
Farm_00966,Leaf Blight,Medium
Farm_00967,Rust,Low
Farm_00968,Root Rot,High
Farm_00969,Root Rot,High
Farm_00970,Leaf Blight,Low
Farm_00971,Fall Armyworm,Medium
Farm_00972,Leaf Blight,High
Farm_00973,Leaf Blight,Low
Farm_00974,Healthy,Medium
Farm_00975,Fall Armyworm,High
Farm_00976,Healthy,High
Farm_00977,Fall Armyworm,Low
Farm_00978,Healthy,Low
Farm_00979,Rust,Medium
Farm_00980,Fall Armyworm,Low
Farm_00981,Healthy,High
Farm_00982,Fall Armyworm,Low
Farm_00983,Leaf Blight,Low
Farm_00984,Rust,High
Farm_00985,Rust,High
Farm_00986,Root Rot,Medium
Farm_00987,Healthy,High
Farm_00988,Rust,Medium
Farm_00989,Rust,Medium
Farm_00990,Healthy,Medium
Farm_00991,Healthy,Low
Farm_00992,Root Rot,Medium
Farm_00993,Rust,High
Farm_00994,Rust,Low
Farm_00995,Rust,High
Farm_00996,Root Rot,High
Farm_00997,Healthy,Low
Farm_00998,Fall Armyworm,Low
Farm_00999,Root Rot,Medium
Farm_01000,Rust,High
Farm_01001,Rust,Low
Farm_01002,Root Rot,Medium
Farm_01003,Root Rot,Medium
Farm_01004,Fall Armyworm,Low
Farm_01005,Leaf Blight,High
Farm_01006,Leaf Blight,High
Farm_01007,Root Rot,Medium
Farm_01008,Rust,High
Farm_01009,Healthy,Low
Farm_01010,Leaf Blight,Medium
Farm_01011,Leaf Blight,High
Farm_01012,Healthy,Medium
Farm_01013,Leaf Blight,High
Farm_01014,Fall Armyworm,Low
Farm_01015,Rust,Low
Farm_01016,Leaf Blight,Low
Farm_01017,Leaf Blight,High
Farm_01018,Leaf Blight,High
Farm_01019,Root Rot,Low
Farm_01020,Leaf Blight,Medium
Farm_01021,Healthy,Medium
Farm_01022,Healthy,Low
Farm_01023,Leaf Blight,Low
Farm_01024,Root Rot,High
Farm_01025,Leaf Blight,Medium
Farm_01026,Root Rot,High
Farm_01027,Root Rot,Medium
Farm_01028,Fall Armyworm,Low
Farm_01029,Rust,Medium
Farm_01030,Fall Armyworm,Low
Farm_01031,Rust,Low
Farm_01032,Fall Armyworm,Medium
Farm_01033,Rust,High
Farm_01034,Healthy,High
Farm_01035,Leaf Blight,Medium
Farm_01036,Leaf Blight,Low
Farm_01037,Fall Armyworm,High
Farm_01038,Rust,Low
Farm_01039,Root Rot,Medium
Farm_01040,Leaf Blight,Low
Farm_01041,Root Rot,High
Farm_01042,Root Rot,Medium
Farm_01043,Root Rot,High
Farm_01044,Healthy,High
Farm_01045,Leaf Blight,Low
Farm_01046,Fall Armyworm,Low
Farm_01047,Healthy,High
Farm_01048,Healthy,Low
Farm_01049,Root Rot,Medium
Farm_01050,Fall Armyworm,Low
Farm_01051,Fall Armyworm,Medium
Farm_01052,Fall Armyworm,Medium
Farm_01053,Root Rot,Low
Farm_01054,Leaf Blight,Medium
Farm_01055,Healthy,Medium
Farm_01056,Rust,High
Farm_01057,Fall Armyworm,Medium
Farm_01058,Healthy,Low
Farm_01059,Rust,Low
Farm_01060,Healthy,High
Farm_01061,Leaf Blight,Medium
Farm_01062,Rust,Medium
Farm_01063,Fall Armyworm,Medium
Farm_01064,Healthy,Medium
Farm_01065,Healthy,Medium
Farm_01066,Leaf Blight,Low
Farm_01067,Fall Armyworm,Low
Farm_01068,Root Rot,High
Farm_01069,Rust,High
Farm_01070,Fall Armyworm,Low
Farm_01071,Rust,Low
Farm_01072,Fall Armyworm,Low
Farm_01073,Leaf Blight,Low
Farm_01074,Rust,Medium
Farm_01075,Fall Armyworm,High
Farm_01076,Rust,High
Farm_01077,Rust,Low
Farm_01078,Rust,Medium
Farm_01079,Healthy,Medium
Farm_01080,Rust,Low
Farm_01081,Leaf Blight,Low
Farm_01082,Fall Armyworm,High
Farm_01083,Fall Armyworm,Low
Farm_01084,Rust,High
Farm_01085,Rust,High
Farm_01086,Root Rot,Medium
Farm_01087,Leaf Blight,Medium
Farm_01088,Healthy,Low
Farm_01089,Healthy,Medium
Farm_01090,Healthy,High
Farm_01091,Root Rot,High
Farm_01092,Root Rot,Medium
Farm_01093,Healthy,Medium
Farm_01094,Healthy,High
Farm_01095,Root Rot,Medium
Farm_01096,Rust,High
Farm_01097,Healthy,Medium
Farm_01098,Leaf Blight,Low
Farm_01099,Fall Armyworm,Low
Farm_01100,Healthy,High
Farm_01101,Rust,Low
Farm_01102,Root Rot,Low
Farm_01103,Root Rot,Medium
Farm_01104,Rust,High
Farm_01105,Healthy,Medium
Farm_01106,Fall Armyworm,Medium
Farm_01107,Healthy,Medium
Farm_01108,Rust,Medium
Farm_01109,Root Rot,High
Farm_01110,Leaf Blight,Medium
Farm_01111,Fall Armyworm,High
Farm_01112,Leaf Blight,High
Farm_01113,Root Rot,Low
Farm_01114,Rust,High
Farm_01115,Rust,High
Farm_01116,Rust,Low
Farm_01117,Rust,Medium
Farm_01118,Root Rot,High
Farm_01119,Root Rot,Medium
Farm_01120,Rust,Low
Farm_01121,Healthy,Low
Farm_01122,Root Rot,Low
Farm_01123,Fall Armyworm,High
Farm_01124,Fall Armyworm,High
Farm_01125,Fall Armyworm,Low
Farm_01126,Fall Armyworm,High
Farm_01127,Leaf Blight,High
Farm_01128,Healthy,Low
Farm_01129,Healthy,Medium
Farm_01130,Leaf Blight,High
Farm_01131,Leaf Blight,Medium
Farm_01132,Leaf Blight,Medium
Farm_01133,Leaf Blight,Medium
Farm_01134,Root Rot,Low
Farm_01135,Leaf Blight,Medium
Farm_01136,Fall Armyworm,High
Farm_01137,Rust,High
Farm_01138,Healthy,High
Farm_01139,Leaf Blight,Low
Farm_01140,Rust,Medium
Farm_01141,Healthy,Medium
Farm_01142,Fall Armyworm,High
Farm_01143,Root Rot,High
Farm_01144,Fall Armyworm,Medium
Farm_01145,Rust,High
Farm_01146,Fall Armyworm,High
Farm_01147,Rust,Medium
Farm_01148,Root Rot,Low
Farm_01149,Root Rot,Medium
Farm_01150,Healthy,Low
Farm_01151,Root Rot,High
Farm_01152,Rust,Low
Farm_01153,Leaf Blight,Low
Farm_01154,Fall Armyworm,Low
Farm_01155,Healthy,Low
Farm_01156,Fall Armyworm,High
Farm_01157,Healthy,Low
Farm_01158,Root Rot,Medium
Farm_01159,Root Rot,Medium
Farm_01160,Fall Armyworm,Low
Farm_01161,Healthy,Medium
Farm_01162,Fall Armyworm,High
Farm_01163,Leaf Blight,Low
Farm_01164,Leaf Blight,Medium
Farm_01165,Root Rot,Medium
Farm_01166,Root Rot,Low
Farm_01167,Leaf Blight,Low
Farm_01168,Leaf Blight,Medium
Farm_01169,Healthy,Medium
Farm_01170,Rust,Medium
Farm_01171,Fall Armyworm,Low
Farm_01172,Leaf Blight,Medium
Farm_01173,Fall Armyworm,Medium
Farm_01174,Fall Armyworm,High
Farm_01175,Healthy,High
Farm_01176,Leaf Blight,Medium
Farm_01177,Leaf Blight,Medium
Farm_01178,Root Rot,High
Farm_01179,Leaf Blight,High
Farm_01180,Fall Armyworm,Medium
Farm_01181,Leaf Blight,Low
Farm_01182,Root Rot,Low
Farm_01183,Rust,High
Farm_01184,Leaf Blight,Medium
Farm_01185,Leaf Blight,High
Farm_01186,Healthy,High
Farm_01187,Rust,Medium
Farm_01188,Fall Armyworm,Low
Farm_01189,Rust,High
Farm_01190,Rust,Medium
Farm_01191,Fall Armyworm,Low
Farm_01192,Fall Armyworm,Low
Farm_01193,Leaf Blight,Low
Farm_01194,Healthy,Low
Farm_01195,Fall Armyworm,High
Farm_01196,Rust,High
Farm_01197,Rust,Low
Farm_01198,Leaf Blight,Low
Farm_01199,Leaf Blight,High
Farm_01200,Fall Armyworm,Low
Farm_01201,Leaf Blight,Low
Farm_01202,Root Rot,High
Farm_01203,Root Rot,Low
Farm_01204,Rust,Low
Farm_01205,Healthy,High
Farm_01206,Root Rot,Medium
Farm_01207,Healthy,High
Farm_01208,Fall Armyworm,Low
Farm_01209,Rust,High
Farm_01210,Leaf Blight,Medium
Farm_01211,Rust,Low
Farm_01212,Fall Armyworm,High
Farm_01213,Leaf Blight,Medium
Farm_01214,Rust,High
Farm_01215,Fall Armyworm,Medium
Farm_01216,Root Rot,Low
Farm_01217,Root Rot,Low
Farm_01218,Leaf Blight,Medium
Farm_01219,Healthy,High
Farm_01220,Healthy,Low
Farm_01221,Fall Armyworm,Low
Farm_01222,Fall Armyworm,Low
Farm_01223,Healthy,High
Farm_01224,Leaf Blight,Low
Farm_01225,Rust,Medium
Farm_01226,Root Rot,High
Farm_01227,Root Rot,High
Farm_01228,Rust,Medium
Farm_01229,Root Rot,Medium
Farm_01230,Healthy,High
Farm_01231,Root Rot,Medium
Farm_01232,Rust,Low
Farm_01233,Rust,Medium
Farm_01234,Leaf Blight,Low
Farm_01235,Rust,High
Farm_01236,Fall Armyworm,Medium
Farm_01237,Root Rot,Low
Farm_01238,Root Rot,Low
Farm_01239,Healthy,High
Farm_01240,Healthy,Low
Farm_01241,Rust,Low
Farm_01242,Rust,Low
Farm_01243,Leaf Blight,Medium
Farm_01244,Healthy,High
Farm_01245,Healthy,Low
Farm_01246,Healthy,Medium
Farm_01247,Root Rot,High
Farm_01248,Root Rot,Low
Farm_01249,Leaf Blight,High
Farm_01250,Rust,Low
Farm_01251,Healthy,Medium
Farm_01252,Healthy,Medium
Farm_01253,Fall Armyworm,Medium
Farm_01254,Healthy,High
Farm_01255,Leaf Blight,Low
Farm_01256,Rust,Medium
Farm_01257,Rust,Medium
Farm_01258,Rust,Medium
Farm_01259,Rust,High
Farm_01260,Root Rot,Low
Farm_01261,Leaf Blight,Low
Farm_01262,Rust,High
Farm_01263,Fall Armyworm,Medium
Farm_01264,Root Rot,Low
Farm_01265,Leaf Blight,Low
Farm_01266,Rust,Low
Farm_01267,Leaf Blight,High
Farm_01268,Root Rot,High
Farm_01269,Root Rot,High
Farm_01270,Fall Armyworm,Low
Farm_01271,Leaf Blight,Low
Farm_01272,Rust,Medium
Farm_01273,Fall Armyworm,Low
Farm_01274,Rust,Low
Farm_01275,Leaf Blight,High
Farm_01276,Leaf Blight,Low
Farm_01277,Fall Armyworm,High
Farm_01278,Rust,Medium
Farm_01279,Fall Armyworm,Medium
Farm_01280,Healthy,Low
Farm_01281,Healthy,Low
Farm_01282,Fall Armyworm,Medium
Farm_01283,Leaf Blight,Low
Farm_01284,Leaf Blight,High
Farm_01285,Root Rot,Medium
Farm_01286,Healthy,Medium
Farm_01287,Root Rot,Low
Farm_01288,Leaf Blight,High
Farm_01289,Leaf Blight,Low
Farm_01290,Root Rot,Low
Farm_01291,Leaf Blight,Low
Farm_01292,Root Rot,High
Farm_01293,Rust,High
Farm_01294,Leaf Blight,High
Farm_01295,Fall Armyworm,Low
Farm_01296,Rust,High
Farm_01297,Rust,Medium
Farm_01298,Root Rot,High
Farm_01299,Healthy,Low
Farm_01300,Rust,High
Farm_01301,Leaf Blight,Medium
Farm_01302,Root Rot,Medium
Farm_01303,Root Rot,High
Farm_01304,Leaf Blight,Medium
Farm_01305,Root Rot,Low
Farm_01306,Rust,Low
Farm_01307,Healthy,High
Farm_01308,Leaf Blight,High
Farm_01309,Rust,Medium
Farm_01310,Root Rot,Low
Farm_01311,Rust,Low
Farm_01312,Rust,High
Farm_01313,Fall Armyworm,Low
Farm_01314,Rust,Medium
Farm_01315,Root Rot,High
Farm_01316,Rust,Medium
Farm_01317,Root Rot,High
Farm_01318,Fall Armyworm,Medium
Farm_01319,Root Rot,Low
Farm_01320,Leaf Blight,Medium
Farm_01321,Healthy,High
Farm_01322,Root Rot,High
Farm_01323,Rust,Low
Farm_01324,Fall Armyworm,Low
Farm_01325,Fall Armyworm,Medium
Farm_01326,Leaf Blight,Medium
Farm_01327,Root Rot,Medium
Farm_01328,Root Rot,Low
Farm_01329,Fall Armyworm,High
Farm_01330,Fall Armyworm,High
Farm_01331,Fall Armyworm,Low
Farm_01332,Root Rot,Medium
Farm_01333,Root Rot,High
Farm_01334,Fall Armyworm,Low
Farm_01335,Rust,Medium
Farm_01336,Leaf Blight,High
Farm_01337,Root Rot,Low
Farm_01338,Root Rot,Low
Farm_01339,Root Rot,Low
Farm_01340,Healthy,Medium
Farm_01341,Fall Armyworm,Low
Farm_01342,Fall Armyworm,Low
Farm_01343,Root Rot,High
Farm_01344,Healthy,Medium
Farm_01345,Root Rot,Medium
Farm_01346,Rust,High
Farm_01347,Fall Armyworm,Low
Farm_01348,Healthy,High
Farm_01349,Root Rot,High
Farm_01350,Healthy,Low
Farm_01351,Healthy,Low
Farm_01352,Fall Armyworm,Low
Farm_01353,Rust,High
Farm_01354,Leaf Blight,Medium
Farm_01355,Leaf Blight,Medium
Farm_01356,Healthy,Low
Farm_01357,Leaf Blight,High
Farm_01358,Healthy,High
Farm_01359,Healthy,Low
Farm_01360,Fall Armyworm,Low
Farm_01361,Root Rot,Medium
Farm_01362,Leaf Blight,High
Farm_01363,Fall Armyworm,Low
Farm_01364,Rust,High
Farm_01365,Root Rot,Medium
Farm_01366,Healthy,High
Farm_01367,Rust,Low
Farm_01368,Root Rot,Low
Farm_01369,Healthy,Medium
Farm_01370,Fall Armyworm,High
Farm_01371,Rust,Medium
Farm_01372,Root Rot,High
Farm_01373,Root Rot,High
Farm_01374,Fall Armyworm,Low
Farm_01375,Root Rot,Medium
Farm_01376,Root Rot,Low
Farm_01377,Root Rot,High
Farm_01378,Rust,Low
Farm_01379,Root Rot,Low
Farm_01380,Rust,High
Farm_01381,Fall Armyworm,Low
Farm_01382,Rust,Low
Farm_01383,Rust,Medium
Farm_01384,Healthy,Low
Farm_01385,Root Rot,Medium
Farm_01386,Rust,High
Farm_01387,Healthy,Low
Farm_01388,Rust,Low
Farm_01389,Rust,Low
Farm_01390,Healthy,Low
Farm_01391,Rust,Low
Farm_01392,Rust,High
Farm_01393,Leaf Blight,Low
Farm_01394,Healthy,High
Farm_01395,Root Rot,High
Farm_01396,Rust,High
Farm_01397,Fall Armyworm,High
Farm_01398,Leaf Blight,Medium
Farm_01399,Healthy,High
Farm_01400,Healthy,Low
Farm_01401,Leaf Blight,Low
Farm_01402,Healthy,Low
Farm_01403,Fall Armyworm,High
Farm_01404,Fall Armyworm,Low
Farm_01405,Rust,Medium
Farm_01406,Root Rot,High
Farm_01407,Fall Armyworm,Medium
Farm_01408,Leaf Blight,Low
Farm_01409,Healthy,High
Farm_01410,Root Rot,Medium
Farm_01411,Healthy,Medium
Farm_01412,Healthy,Medium
Farm_01413,Root Rot,Low
Farm_01414,Fall Armyworm,Low
Farm_01415,Root Rot,High
Farm_01416,Leaf Blight,Low
Farm_01417,Root Rot,Low
Farm_01418,Healthy,High
Farm_01419,Fall Armyworm,Low
Farm_01420,Fall Armyworm,Low
Farm_01421,Root Rot,Low
Farm_01422,Fall Armyworm,Medium
Farm_01423,Healthy,Low
Farm_01424,Leaf Blight,Low
Farm_01425,Fall Armyworm,High
Farm_01426,Healthy,Low
Farm_01427,Rust,High
Farm_01428,Healthy,High
Farm_01429,Leaf Blight,Medium
Farm_01430,Fall Armyworm,High
Farm_01431,Leaf Blight,Low
Farm_01432,Healthy,Low
Farm_01433,Root Rot,Medium
Farm_01434,Fall Armyworm,High
Farm_01435,Leaf Blight,Low
Farm_01436,Healthy,Medium
Farm_01437,Fall Armyworm,High
Farm_01438,Root Rot,Low
Farm_01439,Rust,Low
Farm_01440,Healthy,Low
Farm_01441,Healthy,High
Farm_01442,Fall Armyworm,Medium
Farm_01443,Root Rot,Low
Farm_01444,Leaf Blight,Medium
Farm_01445,Fall Armyworm,High
Farm_01446,Healthy,Medium
Farm_01447,Healthy,High
Farm_01448,Root Rot,Medium
Farm_01449,Rust,High
Farm_01450,Root Rot,Low
Farm_01451,Rust,Medium
Farm_01452,Leaf Blight,Medium
Farm_01453,Rust,Medium
Farm_01454,Root Rot,Low
Farm_01455,Leaf Blight,High
Farm_01456,Rust,Medium
Farm_01457,Fall Armyworm,Medium
Farm_01458,Rust,High
Farm_01459,Root Rot,Medium
Farm_01460,Leaf Blight,Medium
Farm_01461,Leaf Blight,Medium
Farm_01462,Healthy,Low
Farm_01463,Leaf Blight,Medium
Farm_01464,Fall Armyworm,Medium
Farm_01465,Leaf Blight,High
Farm_01466,Fall Armyworm,High
Farm_01467,Rust,High
Farm_01468,Fall Armyworm,Low
Farm_01469,Rust,High
Farm_01470,Fall Armyworm,Low
Farm_01471,Fall Armyworm,Low
Farm_01472,Leaf Blight,Low
Farm_01473,Fall Armyworm,Low
Farm_01474,Root Rot,Medium
Farm_01475,Healthy,High
Farm_01476,Rust,High
Farm_01477,Leaf Blight,High
Farm_01478,Root Rot,Low
Farm_01479,Fall Armyworm,Low
Farm_01480,Rust,Low
Farm_01481,Root Rot,Medium
Farm_01482,Leaf Blight,High
Farm_01483,Healthy,Medium
Farm_01484,Healthy,High
Farm_01485,Rust,High
Farm_01486,Leaf Blight,High
Farm_01487,Healthy,Low
Farm_01488,Leaf Blight,High
Farm_01489,Rust,Low
Farm_01490,Fall Armyworm,Low
Farm_01491,Root Rot,High
Farm_01492,Root Rot,Medium
Farm_01493,Fall Armyworm,Medium
Farm_01494,Leaf Blight,Medium
Farm_01495,Healthy,High
Farm_01496,Healthy,Low
Farm_01497,Rust,High
Farm_01498,Healthy,Medium
Farm_01499,Fall Armyworm,Medium
Farm_01500,Healthy,Medium
Farm_01501,Fall Armyworm,Low
Farm_01502,Root Rot,Low
Farm_01503,Leaf Blight,High
Farm_01504,Fall Armyworm,High
Farm_01505,Rust,Medium
Farm_01506,Healthy,High
Farm_01507,Leaf Blight,Medium
Farm_01508,Leaf Blight,Medium
Farm_01509,Rust,Low
Farm_01510,Fall Armyworm,High
Farm_01511,Fall Armyworm,High
Farm_01512,Rust,Medium
Farm_01513,Fall Armyworm,Low
Farm_01514,Rust,Low
Farm_01515,Healthy,High
Farm_01516,Healthy,Medium
Farm_01517,Healthy,Medium
Farm_01518,Leaf Blight,High
Farm_01519,Root Rot,Medium
Farm_01520,Fall Armyworm,Low
Farm_01521,Rust,Low
Farm_01522,Fall Armyworm,Medium
Farm_01523,Healthy,Low
Farm_01524,Leaf Blight,Low
Farm_01525,Rust,Medium
Farm_01526,Leaf Blight,High
Farm_01527,Healthy,Low
Farm_01528,Fall Armyworm,High
Farm_01529,Rust,Low
Farm_01530,Healthy,High
Farm_01531,Rust,High
Farm_01532,Leaf Blight,High
Farm_01533,Fall Armyworm,High
Farm_01534,Rust,Low
Farm_01535,Healthy,Medium
Farm_01536,Rust,Medium
Farm_01537,Leaf Blight,High
Farm_01538,Root Rot,Low
Farm_01539,Rust,Low
Farm_01540,Root Rot,Low
Farm_01541,Rust,Low
Farm_01542,Healthy,Medium
Farm_01543,Healthy,Medium
Farm_01544,Healthy,High
Farm_01545,Fall Armyworm,Medium
Farm_01546,Healthy,Medium
Farm_01547,Fall Armyworm,High
Farm_01548,Root Rot,Low
Farm_01549,Leaf Blight,Medium
Farm_01550,Fall Armyworm,Low
Farm_01551,Rust,Medium
Farm_01552,Fall Armyworm,High
Farm_01553,Healthy,High
Farm_01554,Healthy,High
Farm_01555,Leaf Blight,Low
Farm_01556,Leaf Blight,Low
Farm_01557,Fall Armyworm,Low
Farm_01558,Rust,Low
Farm_01559,Fall Armyworm,Medium
Farm_01560,Root Rot,Low
Farm_01561,Rust,High
Farm_01562,Fall Armyworm,Low
Farm_01563,Rust,Low
Farm_01564,Leaf Blight,Medium
Farm_01565,Root Rot,High
Farm_01566,Fall Armyworm,Medium
Farm_01567,Leaf Blight,Medium
Farm_01568,Fall Armyworm,Medium
Farm_01569,Rust,Medium
Farm_01570,Fall Armyworm,Medium
Farm_01571,Root Rot,High
Farm_01572,Root Rot,High
Farm_01573,Leaf Blight,High
Farm_01574,Leaf Blight,Medium
Farm_01575,Leaf Blight,Low
Farm_01576,Root Rot,High
Farm_01577,Fall Armyworm,Medium
Farm_01578,Leaf Blight,Medium
Farm_01579,Fall Armyworm,High
Farm_01580,Rust,Medium
Farm_01581,Healthy,Low
Farm_01582,Leaf Blight,Medium
Farm_01583,Healthy,High
Farm_01584,Healthy,Medium
Farm_01585,Fall Armyworm,High
Farm_01586,Root Rot,Medium
Farm_01587,Root Rot,Low
Farm_01588,Root Rot,Medium
Farm_01589,Fall Armyworm,High
Farm_01590,Leaf Blight,Medium
Farm_01591,Rust,Medium
Farm_01592,Healthy,Medium
Farm_01593,Healthy,Low
Farm_01594,Healthy,Low
Farm_01595,Root Rot,Low
Farm_01596,Healthy,Medium
Farm_01597,Healthy,Medium
Farm_01598,Healthy,Medium
Farm_01599,Leaf Blight,Medium
Farm_01600,Fall Armyworm,Low
Farm_01601,Root Rot,High
Farm_01602,Leaf Blight,High
Farm_01603,Rust,Low
Farm_01604,Rust,Low
Farm_01605,Fall Armyworm,Medium
Farm_01606,Leaf Blight,Medium
Farm_01607,Rust,High
Farm_01608,Rust,High
Farm_01609,Leaf Blight,Medium
Farm_01610,Healthy,High
Farm_01611,Healthy,High
Farm_01612,Rust,Medium
Farm_01613,Healthy,High
Farm_01614,Root Rot,High
Farm_01615,Healthy,Low
Farm_01616,Root Rot,Medium
Farm_01617,Root Rot,Medium
Farm_01618,Healthy,High
Farm_01619,Healthy,Medium
Farm_01620,Leaf Blight,Medium
Farm_01621,Leaf Blight,Low
Farm_01622,Fall Armyworm,Low
Farm_01623,Rust,High
Farm_01624,Healthy,Medium
Farm_01625,Rust,Medium
Farm_01626,Leaf Blight,High
Farm_01627,Fall Armyworm,High
Farm_01628,Root Rot,High
Farm_01629,Healthy,High
Farm_01630,Fall Armyworm,High
Farm_01631,Rust,Medium
Farm_01632,Leaf Blight,Medium
Farm_01633,Rust,High
Farm_01634,Root Rot,High
Farm_01635,Root Rot,High
Farm_01636,Rust,High
Farm_01637,Healthy,Medium
Farm_01638,Rust,Medium
Farm_01639,Rust,Low
Farm_01640,Fall Armyworm,Low
Farm_01641,Healthy,High
Farm_01642,Fall Armyworm,High
Farm_01643,Rust,Medium
Farm_01644,Root Rot,High
Farm_01645,Leaf Blight,High
Farm_01646,Leaf Blight,High
Farm_01647,Root Rot,Medium
Farm_01648,Fall Armyworm,Low
Farm_01649,Rust,Medium
Farm_01650,Healthy,Medium
Farm_01651,Leaf Blight,Medium
Farm_01652,Root Rot,High
Farm_01653,Fall Armyworm,Low
Farm_01654,Healthy,Medium
Farm_01655,Leaf Blight,High
Farm_01656,Healthy,Low
Farm_01657,Root Rot,Low
Farm_01658,Healthy,High
Farm_01659,Healthy,High
Farm_01660,Fall Armyworm,Low
Farm_01661,Leaf Blight,High
Farm_01662,Root Rot,Medium
Farm_01663,Leaf Blight,Medium
Farm_01664,Fall Armyworm,Medium
Farm_01665,Root Rot,Medium
Farm_01666,Root Rot,Medium
Farm_01667,Root Rot,Low
Farm_01668,Leaf Blight,Low
Farm_01669,Leaf Blight,High
Farm_01670,Rust,Medium
Farm_01671,Root Rot,High
Farm_01672,Rust,Medium
Farm_01673,Fall Armyworm,Low
Farm_01674,Fall Armyworm,Medium
Farm_01675,Healthy,Low
Farm_01676,Root Rot,Medium
Farm_01677,Rust,Medium
Farm_01678,Fall Armyworm,High
Farm_01679,Root Rot,High
Farm_01680,Leaf Blight,High
Farm_01681,Root Rot,Low
Farm_01682,Fall Armyworm,Medium
Farm_01683,Leaf Blight,High
Farm_01684,Healthy,Low
Farm_01685,Fall Armyworm,Low
Farm_01686,Rust,Low
Farm_01687,Leaf Blight,Medium
Farm_01688,Fall Armyworm,High
Farm_01689,Fall Armyworm,Medium
Farm_01690,Root Rot,High
Farm_01691,Rust,High
Farm_01692,Rust,High
Farm_01693,Rust,Medium
Farm_01694,Leaf Blight,High
Farm_01695,Leaf Blight,Low
Farm_01696,Root Rot,High
Farm_01697,Fall Armyworm,High
Farm_01698,Root Rot,Medium
Farm_01699,Rust,Low
Farm_01700,Leaf Blight,Medium
Farm_01701,Rust,Medium
Farm_01702,Rust,Medium
Farm_01703,Leaf Blight,Low
Farm_01704,Leaf Blight,High
Farm_01705,Leaf Blight,Medium
Farm_01706,Fall Armyworm,Low
