farmer_id,name,region,experience_years
FRM00696,Farmer 696,Enugu,31
FRM00697,Farmer 697,Plateau,33
FRM00698,Farmer 698,Ogun,38
FRM00699,Farmer 699,Kaduna,1
FRM00700,Farmer 700,Bauchi,22
FRM00701,Farmer 701,Nasarawa,36
FRM00702,Farmer 702,Nasarawa,35
FRM00703,Farmer 703,Bauchi,21
FRM00704,Farmer 704,Ogun,9
FRM00705,Farmer 705,Kaduna,14
FRM00706,Farmer 706,Niger,19
FRM00707,Farmer 707,Oyo,31
FRM00708,Farmer 708,Kaduna,17
FRM00709,Farmer 709,Ogun,35
FRM00710,Farmer 710,Kano,13
FRM00711,Farmer 711,Plateau,19
FRM00712,Farmer 712,Oyo,29
FRM00713,Farmer 713,Kaduna,10
FRM00714,Farmer 714,Nasarawa,23
FRM00715,Farmer 715,Ogun,30
FRM00716,Farmer 716,Niger,1
FRM00717,Farmer 717,Ogun,23
FRM00718,Farmer 718,Benue,5
FRM00719,Farmer 719,Oyo,31
FRM00720,Farmer 720,Nasarawa,13
FRM00721,Farmer 721,Oyo,26
FRM00722,Farmer 722,Niger,22
FRM00723,Farmer 723,Bauchi,23
FRM00724,Farmer 724,Kano,12
FRM00725,Farmer 725,Bauchi,3
FRM00726,Farmer 726,Oyo,20
FRM00727,Farmer 727,Ogun,16
FRM00728,Farmer 728,Bauchi,28
FRM00729,Farmer 729,Ogun,23
FRM00730,Farmer 730,Kaduna,30
FRM00731,Farmer 731,Nasarawa,38
FRM00732,Farmer 732,Kaduna,12
FRM00733,Farmer 733,Ogun,1
FRM00734,Farmer 734,Enugu,21
FRM00735,Farmer 735,Benue,6
FRM00736,Farmer 736,Kaduna,2
FRM00737,Farmer 737,Bauchi,25
FRM00738,Farmer 738,Ogun,3
FRM00739,Farmer 739,Ogun,2
FRM00740,Farmer 740,Ogun,10
FRM00741,Farmer 741,Oyo,23
FRM00742,Farmer 742,Enugu,26
FRM00743,Farmer 743,Niger,6
FRM00744,Farmer 744,Niger,29
FRM00745,Farmer 745,Niger,17
FRM00746,Farmer 746,Kano,4
FRM00747,Farmer 747,Ogun,23
FRM00748,Farmer 748,Niger,9
FRM00749,Farmer 749,Benue,35
FRM00750,Farmer 750,Enugu,29
FRM00751,Farmer 751,Bauchi,3
FRM00752,Farmer 752,Ogun,39
FRM00753,Farmer 753,Oyo,22
FRM00754,Farmer 754,Kano,39
FRM00755,Farmer 755,Kano,33
FRM00756,Farmer 756,Kaduna,8
FRM00757,Farmer 757,Oyo,17
FRM00758,Farmer 758,Benue,31
FRM00759,Farmer 759,Oyo,18
FRM00760,Farmer 760,Kaduna,10
FRM00761,Farmer 761,Kano,23
FRM00762,Farmer 762,Kano,6
FRM00763,Farmer 763,Nasarawa,28
FRM00764,Farmer 764,Bauchi,19
FRM00765,Farmer 765,Kano,26
FRM00766,Farmer 766,Kaduna,36
FRM00767,Farmer 767,Kano,27
FRM00768,Farmer 768,Kaduna,10
FRM00769,Farmer 769,Benue,15
FRM00770,Farmer 770,Plateau,23
FRM00771,Farmer 771,Kano,1
FRM00772,Farmer 772,Plateau,36
FRM00773,Farmer 773,Oyo,21
FRM00774,Farmer 774,Ogun,10
FRM00775,Farmer 775,Kano,5
FRM00776,Farmer 776,Plateau,11
FRM00777,Farmer 777,Kaduna,31
FRM00778,Farmer 778,Bauchi,40
FRM00779,Farmer 779,Bauchi,9
FRM00780,Farmer 780,Bauchi,35
FRM00781,Farmer 781,Enugu,25
FRM00782,Farmer 782,Kaduna,3
FRM00783,Farmer 783,Kaduna,18
FRM00784,Farmer 784,Ogun,11
FRM00785,Farmer 785,Kaduna,35
FRM00786,Farmer 786,Enugu,2
FRM00787,Farmer 787,Nasarawa,19
FRM00788,Farmer 788,Bauchi,33
FRM00789,Farmer 789,Nasarawa,22
FRM00790,Farmer 790,Kaduna,27
FRM00791,Farmer 791,Oyo,26
FRM00792,Farmer 792,Bauchi,30
FRM00793,Farmer 793,Kaduna,4
FRM00794,Farmer 794,Bauchi,8
FRM00795,Farmer 795,Nasarawa,12
FRM00796,Farmer 796,Plateau,40
FRM00797,Farmer 797,Nasarawa,18
FRM00798,Farmer 798,Enugu,33
FRM00799,Farmer 799,Plateau,2
FRM00800,Farmer 800,Kaduna,28
FRM00801,Farmer 801,Bauchi,6
FRM00802,Farmer 802,Bauchi,8
FRM00803,Farmer 803,Kaduna,5
FRM00804,Farmer 804,Kano,14
FRM00805,Farmer 805,Nasarawa,2
FRM00806,Farmer 806,Kano,10
FRM00807,Farmer 807,Oyo,26
FRM00808,Farmer 808,Ogun,24
FRM00809,Farmer 809,Kaduna,24
FRM00810,Farmer 810,Kano,8
FRM00811,Farmer 811,Kano,10
FRM00812,Farmer 812,Kaduna,32
FRM00813,Farmer 813,Niger,32
FRM00814,Farmer 814,Enugu,35
FRM00815,Farmer 815,Kano,24
FRM00816,Farmer 816,Kaduna,40
FRM00817,Farmer 817,Ogun,36
FRM00818,Farmer 818,Kaduna,16
FRM00819,Farmer 819,Ogun,6
FRM00820,Farmer 820,Kaduna,7
FRM00821,Farmer 821,Ogun,30
FRM00822,Farmer 822,Niger,4
FRM00823,Farmer 823,Kano,40
FRM00824,Farmer 824,Enugu,17
FRM00825,Farmer 825,Ogun,26
FRM00826,Farmer 826,Nasarawa,38
FRM00827,Farmer 827,Oyo,27
FRM00828,Farmer 828,Enugu,19
FRM00829,Farmer 829,Nasarawa,24
FRM00830,Farmer 830,Oyo,36
FRM00831,Farmer 831,Benue,17
FRM00832,Farmer 832,Benue,29
FRM00833,Farmer 833,Enugu,1
FRM00834,Farmer 834,Enugu,23
FRM00835,Farmer 835,Oyo,29
FRM00836,Farmer 836,Niger,40
FRM00837,Farmer 837,Benue,11
FRM00838,Farmer 838,Niger,31
FRM00839,Farmer 839,Ogun,4
FRM00840,Farmer 840,Ogun,8
FRM00841,Farmer 841,Plateau,29
FRM00842,Farmer 842,Kaduna,5
FRM00843,Farmer 843,Plateau,18
FRM00844,Farmer 844,Oyo,10
FRM00845,Farmer 845,Oyo,9
FRM00846,Farmer 846,Plateau,20
FRM00847,Farmer 847,Benue,11
FRM00848,Farmer 848,Plateau,4
FRM00849,Farmer 849,Nasarawa,3
FRM00850,Farmer 850,Benue,18
FRM00851,Farmer 851,Kano,20
FRM00852,Farmer 852,Kaduna,15
FRM00853,Farmer 853,Benue,34
FRM00854,Farmer 854,Benue,39
FRM00855,Farmer 855,Kaduna,34
FRM00856,Farmer 856,Kano,11
FRM00857,Farmer 857,Enugu,40
FRM00858,Farmer 858,Bauchi,2
FRM00859,Farmer 859,Kano,8
FRM00860,Farmer 860,Kaduna,27
FRM00861,Farmer 861,Kaduna,13
FRM00862,Farmer 862,Benue,40
FRM00863,Farmer 863,Kaduna,40
FRM00864,Farmer 864,Bauchi,11
FRM00865,Farmer 865,Kano,15
FRM00866,Farmer 866,Plateau,3
FRM00867,Farmer 867,Plateau,4
FRM00868,Farmer 868,Benue,31
FRM00869,Farmer 869,Bauchi,26
FRM00870,Farmer 870,Bauchi,3
FRM00871,Farmer 871,Kano,29
FRM00872,Farmer 872,Benue,29
FRM00873,Farmer 873,Benue,4
FRM00874,Farmer 874,Oyo,29
FRM00875,Farmer 875,Niger,4
FRM00876,Farmer 876,Ogun,13
FRM00877,Farmer 877,Kano,40
FRM00878,Farmer 878,Ogun,29
FRM00879,Farmer 879,Kaduna,15
FRM00880,Farmer 880,Nasarawa,2
FRM00881,Farmer 881,Niger,11
FRM00882,Farmer 882,Niger,37
FRM00883,Farmer 883,Kaduna,1
FRM00884,Farmer 884,Bauchi,34
FRM00885,Farmer 885,Kano,11
FRM00886,Farmer 886,Oyo,9
FRM00887,Farmer 887,Nasarawa,6
FRM00888,Farmer 888,Bauchi,36
FRM00889,Farmer 889,Niger,11
FRM00890,Farmer 890,Niger,27
FRM00891,Farmer 891,Kano,35
FRM00892,Farmer 892,Kano,4
FRM00893,Farmer 893,Oyo,34
FRM00894,Farmer 894,Benue,31
FRM00895,Farmer 895,Benue,23
FRM00896,Farmer 896,Plateau,14
FRM00897,Farmer 897,Kaduna,37
FRM00898,Farmer 898,Nasarawa,35
FRM00899,Farmer 899,Ogun,3
FRM00900,Farmer 900,Ogun,20
FRM00901,Farmer 901,Kano,2
FRM00902,Farmer 902,Plateau,33
FRM00903,Farmer 903,Kaduna,23
FRM00904,Farmer 904,Plateau,1
FRM00905,Farmer 905,Ogun,39
FRM00906,Farmer 906,Kaduna,16
FRM00907,Farmer 907,Bauchi,21
FRM00908,Farmer 908,Niger,10
FRM00909,Farmer 909,Niger,4
FRM00910,Farmer 910,Oyo,30
FRM00911,Farmer 911,Bauchi,31
FRM00912,Farmer 912,Kaduna,34
FRM00913,Farmer 913,Oyo,27
FRM00914,Farmer 914,Bauchi,22
FRM00915,Farmer 915,Ogun,21
FRM00916,Farmer 916,Oyo,32
FRM00917,Farmer 917,Ogun,16
FRM00918,Farmer 918,Benue,2
FRM00919,Farmer 919,Kaduna,39
FRM00920,Farmer 920,Bauchi,16
FRM00921,Farmer 921,Bauchi,12
FRM00922,Farmer 922,Kaduna,37
FRM00923,Farmer 923,Plateau,32
FRM00924,Farmer 924,Oyo,14
FRM00925,Farmer 925,Ogun,27
FRM00926,Farmer 926,Plateau,39
FRM00927,Farmer 927,Niger,31
FRM00928,Farmer 928,Nasarawa,7
FRM00929,Farmer 929,Kano,22
FRM00930,Farmer 930,Bauchi,37
FRM00931,Farmer 931,Ogun,8
FRM00932,Farmer 932,Benue,36
FRM00933,Farmer 933,Niger,30
FRM00934,Farmer 934,Enugu,10
FRM00935,Farmer 935,Kano,21
FRM00936,Farmer 936,Benue,1
FRM00937,Farmer 937,Benue,9
FRM00938,Farmer 938,Plateau,38
FRM00939,Farmer 939,Ogun,40
FRM00940,Farmer 940,Plateau,19
FRM00941,Farmer 941,Niger,18
FRM00942,Farmer 942,Enugu,29
FRM00943,Farmer 943,Nasarawa,29
FRM00944,Farmer 944,Niger,31
FRM00945,Farmer 945,Ogun,20
FRM00946,Farmer 946,Kaduna,13
FRM00947,Farmer 947,Niger,8
FRM00948,Farmer 948,Oyo,38
FRM00949,Farmer 949,Enugu,5
FRM00950,Farmer 950,Kano,22
FRM00951,Farmer 951,Oyo,10
FRM00952,Farmer 952,Niger,32
FRM00953,Farmer 953,Plateau,32
FRM00954,Farmer 954,Enugu,23
FRM00955,Farmer 955,Kano,2
FRM00956,Farmer 956,Kano,14
FRM00957,Farmer 957,Bauchi,23
FRM00958,Farmer 958,Nasarawa,27
FRM00959,Farmer 959,Enugu,32
FRM00960,Farmer 960,Niger,21
FRM00961,Farmer 961,Plateau,9
FRM00962,Farmer 962,Ogun,3
FRM00963,Farmer 963,Kano,15
FRM00964,Farmer 964,Bauchi,28
FRM00965,Farmer 965,Kano,36
FRM00966,Farmer 966,Oyo,22
FRM00967,Farmer 967,Kano,31
FRM00968,Farmer 968,Kaduna,17
FRM00969,Farmer 969,Kano,37
FRM00970,Farmer 970,Niger,4
FRM00971,Farmer 971,Enugu,36
FRM00972,Farmer 972,Niger,32
FRM00973,Farmer 973,Enugu,24
FRM00974,Farmer 974,Bauchi,14
FRM00975,Farmer 975,Enugu,8
FRM00976,Farmer 976,Ogun,1
FRM00977,Farmer 977,Oyo,29
FRM00978,Farmer 978,Kaduna,14
FRM00979,Farmer 979,Kano,28
FRM00980,Farmer 980,Ogun,15
FRM00981,Farmer 981,Niger,7
FRM00982,Farmer 982,Plateau,5
FRM00983,Farmer 983,Plateau,22
FRM00984,Farmer 984,Kano,39
FRM00985,Farmer 985,Niger,14
FRM00986,Farmer 986,Bauchi,27
FRM00987,Farmer 987,Plateau,25
FRM00988,Farmer 988,Benue,19
FRM00989,Farmer 989,Enugu,19
FRM00990,Farmer 990,Kano,25
FRM00991,Farmer 991,Niger,10
FRM00992,Farmer 992,Plateau,11
FRM00993,Farmer 993,Ogun,2
FRM00994,Farmer 994,Oyo,4
FRM00995,Farmer 995,Enugu,8
FRM00996,Farmer 996,Kaduna,15
FRM00997,Farmer 997,Kano,8
FRM00998,Farmer 998,Enugu,25
FRM00999,Farmer 999,Bauchi,26
FRM01000,Farmer 1000,Benue,17
FRM01001,Farmer 1001,Benue,3
FRM01002,Farmer 1002,Plateau,2
FRM01003,Farmer 1003,Nasarawa,40
FRM01004,Farmer 1004,Oyo,17
FRM01005,Farmer 1005,Benue,17
FRM01006,Farmer 1006,Enugu,1
FRM01007,Farmer 1007,Oyo,21
FRM01008,Farmer 1008,Nasarawa,21
FRM01009,Farmer 1009,Ogun,20
FRM01010,Farmer 1010,Ogun,22
FRM01011,Farmer 1011,Bauchi,9
FRM01012,Farmer 1012,Ogun,18
FRM01013,Farmer 1013,Plateau,2
FRM01014,Farmer 1014,Enugu,18
FRM01015,Farmer 1015,Plateau,15
FRM01016,Farmer 1016,Ogun,19
FRM01017,Farmer 1017,Oyo,13
FRM01018,Farmer 1018,Enugu,26
FRM01019,Farmer 1019,Bauchi,16
FRM01020,Farmer 1020,Bauchi,6
FRM01021,Farmer 1021,Ogun,18
FRM01022,Farmer 1022,Ogun,24
FRM01023,Farmer 1023,Bauchi,1
FRM01024,Farmer 1024,Plateau,4
FRM01025,Farmer 1025,Nasarawa,35
FRM01026,Farmer 1026,Niger,30
FRM01027,Farmer 1027,Ogun,10
FRM01028,Farmer 1028,Ogun,31
FRM01029,Farmer 1029,Benue,12
FRM01030,Farmer 1030,Bauchi,15
FRM01031,Farmer 1031,Oyo,26
FRM01032,Farmer 1032,Nasarawa,21
FRM01033,Farmer 1033,Benue,37
FRM01034,Farmer 1034,Nasarawa,12
FRM01035,Farmer 1035,Bauchi,22
FRM01036,Farmer 1036,Benue,19
FRM01037,Farmer 1037,Nasarawa,14
FRM01038,Farmer 1038,Kaduna,23
FRM01039,Farmer 1039,Kano,12
FRM01040,Farmer 1040,Benue,21
FRM01041,Farmer 1041,Plateau,34
FRM01042,Farmer 1042,Ogun,11
FRM01043,Farmer 1043,Nasarawa,3
FRM01044,Farmer 1044,Kaduna,6
FRM01045,Farmer 1045,Kaduna,3
FRM01046,Farmer 1046,Oyo,1
FRM01047,Farmer 1047,Niger,15
FRM01048,Farmer 1048,Bauchi,12
FRM01049,Farmer 1049,Plateau,6
FRM01050,Farmer 1050,Niger,8
FRM01051,Farmer 1051,Kaduna,22
FRM01052,Farmer 1052,Oyo,35
FRM01053,Farmer 1053,Nasarawa,40
FRM01054,Farmer 1054,Kano,5
FRM01055,Farmer 1055,Kano,35
FRM01056,Farmer 1056,Plateau,10
FRM01057,Farmer 1057,Bauchi,17
FRM01058,Farmer 1058,Ogun,5
FRM01059,Farmer 1059,Kaduna,38
FRM01060,Farmer 1060,Bauchi,30
FRM01061,Farmer 1061,Ogun,28
FRM01062,Farmer 1062,Oyo,5
FRM01063,Farmer 1063,Bauchi,40
FRM01064,Farmer 1064,Plateau,8
FRM01065,Farmer 1065,Kano,24
FRM01066,Farmer 1066,Oyo,22
FRM01067,Farmer 1067,Kano,29
FRM01068,Farmer 1068,Ogun,21
FRM01069,Farmer 1069,Kaduna,4
FRM01070,Farmer 1070,Kano,19
FRM01071,Farmer 1071,Kano,15
FRM01072,Farmer 1072,Oyo,19
FRM01073,Farmer 1073,Kano,35
FRM01074,Farmer 1074,Niger,16
FRM01075,Farmer 1075,Kano,19
FRM01076,Farmer 1076,Benue,13
FRM01077,Farmer 1077,Plateau,32
FRM01078,Farmer 1078,Bauchi,26
FRM01079,Farmer 1079,Enugu,4
FRM01080,Farmer 1080,Niger,19
FRM01081,Farmer 1081,Enugu,11
FRM01082,Farmer 1082,Ogun,1
FRM01083,Farmer 1083,Plateau,7
FRM01084,Farmer 1084,Oyo,31
FRM01085,Farmer 1085,Ogun,40
FRM01086,Farmer 1086,Kano,15
FRM01087,Farmer 1087,Kaduna,30
FRM01088,Farmer 1088,Benue,20
FRM01089,Farmer 1089,Ogun,32
FRM01090,Farmer 1090,Niger,13
FRM01091,Farmer 1091,Kaduna,4
FRM01092,Farmer 1092,Enugu,32
FRM01093,Farmer 1093,Benue,34
FRM01094,Farmer 1094,Nasarawa,24
FRM01095,Farmer 1095,Kaduna,29
FRM01096,Farmer 1096,Nasarawa,9
FRM01097,Farmer 1097,Enugu,39
FRM01098,Farmer 1098,Plateau,5
FRM01099,Farmer 1099,Benue,27
FRM01100,Farmer 1100,Nasarawa,31
FRM01101,Farmer 1101,Kano,35
FRM01102,Farmer 1102,Nasarawa,7
FRM01103,Farmer 1103,Plateau,15
FRM01104,Farmer 1104,Kaduna,32
FRM01105,Farmer 1105,Kaduna,19
FRM01106,Farmer 1106,Ogun,4
FRM01107,Farmer 1107,Benue,21
FRM01108,Farmer 1108,Bauchi,12
FRM01109,Farmer 1109,Benue,25
FRM01110,Farmer 1110,Nasarawa,9
FRM01111,Farmer 1111,Enugu,15
FRM01112,Farmer 1112,Oyo,13
FRM01113,Farmer 1113,Niger,12
FRM01114,Farmer 1114,Ogun,8
FRM01115,Farmer 1115,Bauchi,35
FRM01116,Farmer 1116,Plateau,12
FRM01117,Farmer 1117,Kano,39
FRM01118,Farmer 1118,Oyo,13
FRM01119,Farmer 1119,Benue,27
FRM01120,Farmer 1120,Nasarawa,10
FRM01121,Farmer 1121,Niger,7
FRM01122,Farmer 1122,Plateau,31
FRM01123,Farmer 1123,Benue,23
FRM01124,Farmer 1124,Bauchi,38
FRM01125,Farmer 1125,Bauchi,37
FRM01126,Farmer 1126,Plateau,27
FRM01127,Farmer 1127,Nasarawa,5
FRM01128,Farmer 1128,Kaduna,30
FRM01129,Farmer 1129,Kano,33
FRM01130,Farmer 1130,Niger,34
FRM01131,Farmer 1131,Kano,34
FRM01132,Farmer 1132,Niger,4
FRM01133,Farmer 1133,Kano,40
FRM01134,Farmer 1134,Nasarawa,10
FRM01135,Farmer 1135,Plateau,14
FRM01136,Farmer 1136,Kano,33
FRM01137,Farmer 1137,Kano,33
FRM01138,Farmer 1138,Ogun,17
FRM01139,Farmer 1139,Oyo,40
FRM01140,Farmer 1140,Nasarawa,27
FRM01141,Farmer 1141,Niger,21
FRM01142,Farmer 1142,Nasarawa,15
FRM01143,Farmer 1143,Nasarawa,24
FRM01144,Farmer 1144,Oyo,1
FRM01145,Farmer 1145,Plateau,9
FRM01146,Farmer 1146,Oyo,17
FRM01147,Farmer 1147,Kaduna,4
FRM01148,Farmer 1148,Kaduna,21
FRM01149,Farmer 1149,Oyo,36
FRM01150,Farmer 1150,Niger,8
FRM01151,Farmer 1151,Bauchi,8
FRM01152,Farmer 1152,Kaduna,28
FRM01153,Farmer 1153,Oyo,8
FRM01154,Farmer 1154,Niger,8
FRM01155,Farmer 1155,Niger,1
FRM01156,Farmer 1156,Benue,40
FRM01157,Farmer 1157,Oyo,8
FRM01158,Farmer 1158,Kano,11
FRM01159,Farmer 1159,Kano,4
FRM01160,Farmer 1160,Oyo,7
FRM01161,Farmer 1161,Kano,9
FRM01162,Farmer 1162,Oyo,19
FRM01163,Farmer 1163,Bauchi,7
FRM01164,Farmer 1164,Enugu,32
FRM01165,Farmer 1165,Nasarawa,16
FRM01166,Farmer 1166,Kaduna,27
FRM01167,Farmer 1167,Kaduna,18
FRM01168,Farmer 1168,Kaduna,20
FRM01169,Farmer 1169,Kaduna,22
FRM01170,Farmer 1170,Kano,1
FRM01171,Farmer 1171,Niger,2
FRM01172,Farmer 1172,Benue,32
FRM01173,Farmer 1173,Kaduna,24
FRM01174,Farmer 1174,Nasarawa,12
FRM01175,Farmer 1175,Nasarawa,33
FRM01176,Farmer 1176,Benue,10
FRM01177,Farmer 1177,Niger,39
FRM01178,Farmer 1178,Kano,3
FRM01179,Farmer 1179,Oyo,9
FRM01180,Farmer 1180,Kano,4
FRM01181,Farmer 1181,Kano,40
FRM01182,Farmer 1182,Plateau,32
FRM01183,Farmer 1183,Nasarawa,19
FRM01184,Farmer 1184,Ogun,12
FRM01185,Farmer 1185,Bauchi,31
FRM01186,Farmer 1186,Ogun,38
FRM01187,Farmer 1187,Plateau,19
FRM01188,Farmer 1188,Kano,14
FRM01189,Farmer 1189,Plateau,14
FRM01190,Farmer 1190,Ogun,26
FRM01191,Farmer 1191,Kaduna,22
FRM01192,Farmer 1192,Kano,27
FRM01193,Farmer 1193,Benue,18
FRM01194,Farmer 1194,Nasarawa,5
FRM01195,Farmer 1195,Niger,38
FRM01196,Farmer 1196,Ogun,16
FRM01197,Farmer 1197,Benue,3
FRM01198,Farmer 1198,Oyo,10
FRM01199,Farmer 1199,Niger,13
FRM01200,Farmer 1200,Oyo,31
FRM01201,Farmer 1201,Nasarawa,18
FRM01202,Farmer 1202,Ogun,11
FRM01203,Farmer 1203,Kaduna,12
FRM01204,Farmer 1204,Ogun,20
FRM01205,Farmer 1205,Kano,17
FRM01206,Farmer 1206,Enugu,37
FRM01207,Farmer 1207,Ogun,18
FRM01208,Farmer 1208,Bauchi,27
FRM01209,Farmer 1209,Benue,12
FRM01210,Farmer 1210,Kaduna,10
FRM01211,Farmer 1211,Niger,26
FRM01212,Farmer 1212,Enugu,39
FRM01213,Farmer 1213,Oyo,23
FRM01214,Farmer 1214,Kaduna,14
FRM01215,Farmer 1215,Kano,2
FRM01216,Farmer 1216,Benue,9
FRM01217,Farmer 1217,Kano,26
FRM01218,Farmer 1218,Oyo,21
FRM01219,Farmer 1219,Niger,34
FRM01220,Farmer 1220,Kaduna,32
FRM01221,Farmer 1221,Kaduna,37
FRM01222,Farmer 1222,Kano,13
FRM01223,Farmer 1223,Niger,5
FRM01224,Farmer 1224,Bauchi,10
FRM01225,Farmer 1225,Ogun,38
FRM01226,Farmer 1226,Ogun,40
FRM01227,Farmer 1227,Oyo,14
FRM01228,Farmer 1228,Oyo,9
FRM01229,Farmer 1229,Ogun,4
FRM01230,Farmer 1230,Nasarawa,4
FRM01231,Farmer 1231,Ogun,24
FRM01232,Farmer 1232,Plateau,18
FRM01233,Farmer 1233,Nasarawa,35
FRM01234,Farmer 1234,Benue,2
FRM01235,Farmer 1235,Enugu,14
FRM01236,Farmer 1236,Plateau,19
FRM01237,Farmer 1237,Enugu,18
FRM01238,Farmer 1238,Bauchi,27
FRM01239,Farmer 1239,Kaduna,16
FRM01240,Farmer 1240,Niger,14
FRM01241,Farmer 1241,Ogun,11
FRM01242,Farmer 1242,Enugu,31
FRM01243,Farmer 1243,Niger,13
FRM01244,Farmer 1244,Ogun,39
FRM01245,Farmer 1245,Oyo,12
FRM01246,Farmer 1246,Kano,15
FRM01247,Farmer 1247,Niger,40
FRM01248,Farmer 1248,Niger,15
FRM01249,Farmer 1249,Enugu,29
FRM01250,Farmer 1250,Benue,30
FRM01251,Farmer 1251,Enugu,34
FRM01252,Farmer 1252,Benue,32
FRM01253,Farmer 1253,Enugu,36
FRM01254,Farmer 1254,Bauchi,19
FRM01255,Farmer 1255,Nasarawa,40
FRM01256,Farmer 1256,Kaduna,25
FRM01257,Farmer 1257,Bauchi,20
FRM01258,Farmer 1258,Benue,8
FRM01259,Farmer 1259,Kano,18
FRM01260,Farmer 1260,Bauchi,1
FRM01261,Farmer 1261,Kaduna,30
FRM01262,Farmer 1262,Enugu,38
FRM01263,Farmer 1263,Niger,3
FRM01264,Farmer 1264,Kaduna,18
FRM01265,Farmer 1265,Kaduna,15
FRM01266,Farmer 1266,Oyo,4
FRM01267,Farmer 1267,Oyo,35
FRM01268,Farmer 1268,Niger,28
FRM01269,Farmer 1269,Kaduna,15
FRM01270,Farmer 1270,Kaduna,29
FRM01271,Farmer 1271,Nasarawa,32
FRM01272,Farmer 1272,Nasarawa,4
FRM01273,Farmer 1273,Oyo,1
FRM01274,Farmer 1274,Nasarawa,17
FRM01275,Farmer 1275,Nasarawa,39
FRM01276,Farmer 1276,Kaduna,40
FRM01277,Farmer 1277,Nasarawa,11
FRM01278,Farmer 1278,Enugu,39
FRM01279,Farmer 1279,Ogun,17
FRM01280,Farmer 1280,Niger,24
FRM01281,Farmer 1281,Kaduna,18
FRM01282,Farmer 1282,Benue,37
FRM01283,Farmer 1283,Plateau,37
FRM01284,Farmer 1284,Niger,25
FRM01285,Farmer 1285,Oyo,10
FRM01286,Farmer 1286,Enugu,39
FRM01287,Farmer 1287,Benue,5
FRM01288,Farmer 1288,Nasarawa,21
FRM01289,Farmer 1289,Ogun,5
FRM01290,Farmer 1290,Oyo,13
FRM01291,Farmer 1291,Bauchi,25
FRM01292,Farmer 1292,Kaduna,28
FRM01293,Farmer 1293,Plateau,16
FRM01294,Farmer 1294,Oyo,35
FRM01295,Farmer 1295,Oyo,7
FRM01296,Farmer 1296,Plateau,18
FRM01297,Farmer 1297,Oyo,28
FRM01298,Farmer 1298,Enugu,18
FRM01299,Farmer 1299,Kano,7
FRM01300,Farmer 1300,Oyo,13
FRM01301,Farmer 1301,Oyo,26
FRM01302,Farmer 1302,Bauchi,30
FRM01303,Farmer 1303,Benue,39
FRM01304,Farmer 1304,Kano,3
FRM01305,Farmer 1305,Niger,2
FRM01306,Farmer 1306,Niger,40
FRM01307,Farmer 1307,Benue,37
FRM01308,Farmer 1308,Benue,10
FRM01309,Farmer 1309,Niger,16
FRM01310,Farmer 1310,Plateau,23
FRM01311,Farmer 1311,Bauchi,2
FRM01312,Farmer 1312,Kano,15
FRM01313,Farmer 1313,Benue,16
FRM01314,Farmer 1314,Benue,3
FRM01315,Farmer 1315,Kaduna,10
FRM01316,Farmer 1316,Niger,8
FRM01317,Farmer 1317,Bauchi,8
FRM01318,Farmer 1318,Kano,24
FRM01319,Farmer 1319,Kaduna,11
FRM01320,Farmer 1320,Benue,32
FRM01321,Farmer 1321,Plateau,14
FRM01322,Farmer 1322,Plateau,3
FRM01323,Farmer 1323,Ogun,13
FRM01324,Farmer 1324,Oyo,29
FRM01325,Farmer 1325,Ogun,19
FRM01326,Farmer 1326,Oyo,31
FRM01327,Farmer 1327,Ogun,24
FRM01328,Farmer 1328,Kaduna,40
FRM01329,Farmer 1329,Kano,3
FRM01330,Farmer 1330,Kaduna,27
FRM01331,Farmer 1331,Plateau,31
FRM01332,Farmer 1332,Nasarawa,8
FRM01333,Farmer 1333,Kano,27
FRM01334,Farmer 1334,Kaduna,22
FRM01335,Farmer 1335,Plateau,30
FRM01336,Farmer 1336,Benue,31
FRM01337,Farmer 1337,Kaduna,26
FRM01338,Farmer 1338,Plateau,7
FRM01339,Farmer 1339,Enugu,11
FRM01340,Farmer 1340,Ogun,34
FRM01341,Farmer 1341,Nasarawa,29
FRM01342,Farmer 1342,Oyo,19
FRM01343,Farmer 1343,Ogun,19
FRM01344,Farmer 1344,Kaduna,16
FRM01345,Farmer 1345,Bauchi,34
FRM01346,Farmer 1346,Ogun,3
FRM01347,Farmer 1347,Kaduna,36
FRM01348,Farmer 1348,Enugu,25
FRM01349,Farmer 1349,Oyo,36
FRM01350,Farmer 1350,Oyo,34
FRM01351,Farmer 1351,Enugu,2
FRM01352,Farmer 1352,Oyo,30
FRM01353,Farmer 1353,Plateau,36
FRM01354,Farmer 1354,Nasarawa,11
FRM01355,Farmer 1355,Ogun,39
FRM01356,Farmer 1356,Niger,10
FRM01357,Farmer 1357,Ogun,4
FRM01358,Farmer 1358,Niger,7
FRM01359,Farmer 1359,Oyo,9
FRM01360,Farmer 1360,Kano,29
FRM01361,Farmer 1361,Benue,40
FRM01362,Farmer 1362,Ogun,22
FRM01363,Farmer 1363,Bauchi,15
FRM01364,Farmer 1364,Bauchi,2
FRM01365,Farmer 1365,Bauchi,37
FRM01366,Farmer 1366,Bauchi,14
FRM01367,Farmer 1367,Nasarawa,22
FRM01368,Farmer 1368,Kano,30
FRM01369,Farmer 1369,Niger,33
FRM01370,Farmer 1370,Ogun,39
FRM01371,Farmer 1371,Benue,7
FRM01372,Farmer 1372,Kaduna,21
