region,station,rainfall_mm,temperature_c,humidity_pct
Kaduna,WX009,213,18.9,66
Ogun,WX018,225,21.0,41
Kaduna,WX033,213,24.4,57
Ogun,WX001,122,37.6,62
Kaduna,WX017,93,27.2,84
Ogun,WX016,206,38.5,67
Niger,WX004,62,36.3,62
Kano,WX018,150,29.2,59
Enugu,WX033,238,30.1,45
Ogun,WX038,169,38.2,79
Nasarawa,WX036,157,37.7,60
Oyo,WX035,151,33.9,41
Enugu,WX024,246,35.5,30
Nasarawa,WX015,126,34.0,94
Oyo,WX030,211,36.8,60
Benue,WX036,80,38.3,57
Benue,WX010,60,20.7,49
Enugu,WX035,137,31.8,64
Enugu,WX021,72,32.1,31
Oyo,WX038,136,21.8,66
Niger,WX019,111,23.4,57
Benue,WX031,206,32.0,51
Niger,WX002,251,31.0,71
Ogun,WX034,98,37.3,44
Ogun,WX001,141,33.8,35
Plateau,WX022,237,38.4,51
Kaduna,WX004,132,29.5,43
Plateau,WX023,162,38.1,38
Oyo,WX033,178,37.0,32
Oyo,WX009,78,29.9,52
Plateau,WX004,59,26.2,85
Benue,WX015,147,37.7,87
Plateau,WX003,259,32.0,35
Nasarawa,WX012,163,23.4,50
Benue,WX023,86,37.2,75
Kano,WX037,73,25.6,36
Kaduna,WX031,64,30.1,39
Benue,WX011,158,25.0,76
Benue,WX015,191,26.9,48
Kaduna,WX005,93,26.1,70
Kano,WX018,253,28.7,41
Enugu,WX009,163,31.0,63
Bauchi,WX020,80,30.1,69
Kano,WX029,254,34.5,71
Kaduna,WX002,95,36.8,37
Kaduna,WX038,159,33.7,37
Benue,WX004,51,37.3,82
Kaduna,WX004,103,29.3,83
Bauchi,WX028,74,21.3,44
Kano,WX007,82,36.9,95
Plateau,WX039,80,20.8,92
Plateau,WX032,41,24.8,88
Benue,WX032,54,18.5,64
Bauchi,WX009,94,36.5,60
Bauchi,WX034,258,35.8,80
Kano,WX014,211,22.2,53
Benue,WX033,163,18.2,30
Benue,WX033,190,28.8,41
Oyo,WX033,56,37.8,77
Niger,WX015,124,22.0,69
Ogun,WX029,95,19.0,52
Kano,WX007,117,32.7,59
Ogun,WX002,213,21.9,36
Kaduna,WX010,184,36.9,94
Nasarawa,WX019,100,20.2,47
Niger,WX031,204,32.6,42
Niger,WX003,231,21.9,91
Kaduna,WX007,235,25.4,40
Bauchi,WX025,101,25.9,81
Kano,WX019,118,21.6,81
Oyo,WX008,251,38.4,54
Nasarawa,WX038,121,30.3,48
Bauchi,WX036,244,21.4,95
Niger,WX038,111,35.8,37
Niger,WX014,182,38.4,85
Kano,WX008,200,21.3,83
Kano,WX025,187,27.8,64
Oyo,WX007,232,31.9,33
Benue,WX036,114,32.5,78
Benue,WX034,84,20.8,62
Plateau,WX028,183,32.2,66
Kaduna,WX036,160,19.4,54
Nasarawa,WX015,233,36.9,41
Ogun,WX030,168,24.9,37
Ogun,WX022,193,20.8,83
Kano,WX025,201,31.4,65
Plateau,WX034,106,38.0,89
Kaduna,WX012,175,33.7,53
Plateau,WX035,134,23.8,50
Ogun,WX037,231,34.6,36
Kaduna,WX023,85,20.4,43
Bauchi,WX013,63,36.0,76
Niger,WX001,47,34.3,77
Niger,WX002,229,25.5,89
Oyo,WX029,59,30.9,42
Bauchi,WX033,145,32.1,77
Kaduna,WX034,183,32.4,89
Oyo,WX039,95,32.7,67
Bauchi,WX014,173,37.2,65
Ogun,WX015,173,19.7,48
Oyo,WX017,197,33.0,61
Ogun,WX002,202,19.5,43
Benue,WX008,53,27.7,56
Kaduna,WX008,78,27.7,36
Bauchi,WX034,97,33.5,75
Bauchi,WX009,117,36.7,30
Kaduna,WX037,111,30.9,79
Plateau,WX023,43,34.8,51
Oyo,WX007,221,20.9,69
Ogun,WX014,189,31.1,78
Plateau,WX001,236,30.1,67
Niger,WX038,168,23.4,39
Nasarawa,WX023,141,37.9,82
Kano,WX017,203,21.6,86
Bauchi,WX020,54,29.1,44
Ogun,WX015,180,28.4,95
Benue,WX031,114,21.3,78
Niger,WX016,142,34.5,80
Enugu,WX008,228,31.6,93
Kano,WX026,116,37.2,59
Benue,WX007,161,34.2,81
Benue,WX030,121,33.3,92
Plateau,WX008,156,35.7,89
Ogun,WX018,82,37.6,56
Plateau,WX027,241,30.3,63
Niger,WX025,58,34.3,93
Enugu,WX034,124,23.0,58
Nasarawa,WX015,69,30.9,74
Niger,WX006,74,34.8,56
Ogun,WX008,94,27.1,61
Kaduna,WX032,83,23.1,78
Niger,WX021,107,22.3,37
Oyo,WX003,157,38.3,40
Enugu,WX035,109,32.3,56
Kano,WX009,163,30.6,82
Oyo,WX038,243,30.2,93
Niger,WX035,158,31.0,37
Plateau,WX037,114,32.9,50
Enugu,WX006,227,28.6,34
Kano,WX031,176,31.8,57
Kano,WX034,159,37.5,79
Bauchi,WX026,124,28.3,68
Nasarawa,WX011,165,37.8,40
Enugu,WX010,171,35.4,39
Niger,WX026,44,31.8,53
Plateau,WX029,165,31.4,34
Ogun,WX032,129,27.8,35
Kano,WX009,227,33.5,71
Bauchi,WX035,249,29.3,38
Kano,WX037,149,36.3,35
Oyo,WX029,97,30.6,89
Kano,WX040,151,33.5,54
Kaduna,WX022,65,34.2,33
Kano,WX006,190,31.7,81
Niger,WX036,160,33.1,86
Enugu,WX034,204,29.9,44
Niger,WX039,117,35.8,75
Enugu,WX014,116,20.5,71
Bauchi,WX026,163,25.9,36
Enugu,WX015,201,29.0,73
Ogun,WX011,157,35.0,38
Oyo,WX025,133,29.9,30
Kaduna,WX028,164,38.6,42
Kano,WX013,238,26.3,82
Ogun,WX019,99,22.1,40
Niger,WX022,50,32.1,95
Plateau,WX020,142,35.8,63
Plateau,WX009,50,34.3,45
Kano,WX034,109,34.7,79
Niger,WX029,180,27.5,69
Bauchi,WX018,40,24.4,52
Plateau,WX023,194,23.4,68
Benue,WX026,68,23.9,48
Enugu,WX031,259,27.1,70
Kano,WX024,100,23.1,51
Niger,WX033,124,24.0,32
Plateau,WX011,236,19.8,37
Ogun,WX024,181,34.9,84
Oyo,WX024,173,19.3,84
Enugu,WX006,222,19.1,60
Kaduna,WX012,113,29.6,95
Kano,WX017,119,29.1,46
Enugu,WX012,105,24.6,89
Bauchi,WX013,143,30.4,36
Benue,WX011,207,34.8,30
Benue,WX032,76,28.7,70
Plateau,WX019,160,34.5,50
Nasarawa,WX038,125,25.1,38
Oyo,WX006,140,24.8,41
Benue,WX021,180,21.1,90
Enugu,WX021,93,25.7,75
Oyo,WX036,68,38.2,35
Nasarawa,WX029,112,34.1,80
Ogun,WX001,143,25.6,92
Ogun,WX005,120,21.0,78
Bauchi,WX022,117,24.2,81
Ogun,WX030,235,32.1,41
Plateau,WX028,252,33.9,30
Enugu,WX012,58,25.3,88
Plateau,WX012,161,37.9,56
Ogun,WX038,189,23.6,42
Oyo,WX009,160,35.0,39
Enugu,WX016,183,20.9,64
Bauchi,WX013,65,34.2,48
Bauchi,WX026,201,21.2,38
Ogun,WX027,161,24.9,60
Ogun,WX021,54,32.0,60
Bauchi,WX032,187,28.8,54
Plateau,WX030,153,33.0,66
Nasarawa,WX025,245,30.2,61
Niger,WX019,109,18.8,55
Ogun,WX018,122,34.4,40
Ogun,WX016,107,33.1,36
Benue,WX036,120,38.9,83
Bauchi,WX040,77,18.1,94
Oyo,WX032,188,35.2,55
Nasarawa,WX036,118,21.7,55
Benue,WX015,107,35.2,77
Nasarawa,WX011,170,23.5,66
Bauchi,WX004,92,29.2,71
Benue,WX019,189,35.4,73
Nasarawa,WX010,234,38.5,94
Kaduna,WX032,151,31.9,35
Kano,WX028,123,23.3,52
Benue,WX004,219,25.6,60
Plateau,WX039,222,32.7,73
Ogun,WX008,171,22.1,32
Nasarawa,WX012,208,36.1,33
Kaduna,WX038,237,37.1,37
Kaduna,WX004,193,23.4,78
Oyo,WX009,154,38.7,86
Niger,WX017,216,30.3,88
Bauchi,WX024,113,27.3,48
Plateau,WX014,49,19.7,90
Niger,WX005,225,22.1,39
Kaduna,WX005,70,32.0,60
Oyo,WX016,209,27.7,80
Nasarawa,WX031,247,20.8,44
Kano,WX011,98,24.4,48
Kano,WX010,116,38.9,62
Plateau,WX006,205,18.0,81
Bauchi,WX039,223,19.6,50
Ogun,WX001,225,18.4,78
Kaduna,WX006,254,37.2,89
Bauchi,WX038,126,20.7,73
Ogun,WX005,157,35.6,35
Oyo,WX030,244,37.9,30
Bauchi,WX020,161,30.7,66
Plateau,WX001,164,35.3,61
Kano,WX015,122,32.3,33
Oyo,WX016,66,38.9,47
Kano,WX028,159,21.2,84
Ogun,WX004,206,24.6,89
Kaduna,WX012,173,27.5,56
Kano,WX040,69,35.6,32
Kano,WX013,71,24.3,74
Oyo,WX040,105,25.5,92
Kano,WX034,194,27.4,85
Niger,WX001,192,35.2,52
Kano,WX030,112,36.8,37
Benue,WX029,115,37.3,87
Plateau,WX037,46,19.2,75
Bauchi,WX033,157,36.8,95
Enugu,WX017,100,24.7,76
Niger,WX027,131,20.1,48
Enugu,WX022,220,36.4,35
Ogun,WX039,184,35.6,89
Plateau,WX016,257,26.4,31
Oyo,WX018,191,36.1,43
Ogun,WX015,85,20.2,30
Kano,WX037,153,38.4,80
Kaduna,WX018,42,35.0,38
Benue,WX009,94,37.7,61
Ogun,WX012,73,27.6,67
Niger,WX014,201,27.7,62
Kaduna,WX004,213,23.9,75
Enugu,WX002,135,24.4,63
Benue,WX008,79,28.5,34
Nasarawa,WX030,157,22.8,62
Kaduna,WX007,43,34.8,55
Nasarawa,WX004,212,23.4,85
Enugu,WX030,122,38.5,34
Plateau,WX011,164,22.7,77
Benue,WX018,95,28.5,48
Nasarawa,WX022,92,39.0,71
Kano,WX039,64,19.5,83
Nasarawa,WX019,253,32.4,39
Plateau,WX038,195,35.2,92
Kaduna,WX004,115,20.0,72
Kaduna,WX004,235,38.0,84
Ogun,WX029,43,20.0,56
Benue,WX032,59,19.4,50
Bauchi,WX025,129,18.9,87
Benue,WX039,61,37.4,33
Nasarawa,WX026,57,33.6,54
Enugu,WX034,104,19.4,42
Oyo,WX009,249,37.0,48
Niger,WX011,163,22.0,73
Ogun,WX002,82,28.8,39
Bauchi,WX020,97,22.1,51
Plateau,WX014,230,25.9,43
Kano,WX003,40,34.8,61
Oyo,WX003,114,27.2,77
Benue,WX019,61,34.6,41
Nasarawa,WX023,46,32.4,58
Niger,WX037,202,35.7,42
Plateau,WX004,256,19.4,88
Benue,WX035,109,32.2,88
Bauchi,WX011,105,19.4,43
Bauchi,WX021,78,35.1,95
Plateau,WX026,75,32.8,38
Nasarawa,WX017,175,33.1,45
Kaduna,WX017,218,27.2,77
Kano,WX039,130,36.3,40
Niger,WX035,51,36.9,92
Kano,WX005,114,24.2,35
Niger,WX033,49,33.3,86
Kano,WX022,84,29.4,36
Nasarawa,WX005,108,18.5,74
Plateau,WX022,48,18.1,83
Kano,WX011,233,30.0,53
Kano,WX013,45,30.2,41
Ogun,WX030,44,29.3,51
Oyo,WX031,210,38.4,88
Nasarawa,WX019,134,21.8,33
Niger,WX038,156,23.2,45
Nasarawa,WX032,107,31.1,72
Nasarawa,WX028,194,27.2,68
Oyo,WX012,56,34.1,95
Plateau,WX035,92,32.2,49
Oyo,WX019,157,28.9,83
Kaduna,WX013,70,34.9,85
Kaduna,WX028,222,27.0,76
Oyo,WX003,103,20.2,80
Niger,WX030,241,28.4,70
Bauchi,WX036,122,34.4,54
Kaduna,WX024,55,27.7,61
Oyo,WX005,118,22.2,60
Niger,WX007,193,27.3,84
Niger,WX011,225,31.5,52
Benue,WX004,84,23.7,51
Oyo,WX024,143,29.5,42
Kano,WX029,45,34.7,43
Kano,WX024,105,28.4,39
Oyo,WX008,204,35.4,89
Kano,WX031,98,36.2,93
Oyo,WX031,179,24.4,88
Bauchi,WX031,228,18.9,76
Enugu,WX005,224,24.4,79
Nasarawa,WX004,201,22.4,67
Kaduna,WX003,182,32.7,83
Kaduna,WX013,54,30.2,57
Kaduna,WX006,227,28.7,81
Kaduna,WX029,234,24.3,33
Kano,WX007,255,24.8,89
Niger,WX039,194,31.2,91
Benue,WX011,224,31.5,59
Kaduna,WX014,134,23.4,81
Nasarawa,WX030,68,36.3,94
Nasarawa,WX029,231,28.4,45
Benue,WX022,210,26.1,92
Niger,WX007,232,35.3,86
Kano,WX031,167,32.3,33
Oyo,WX004,146,19.4,85
Kano,WX038,198,26.6,49
Kano,WX037,141,27.7,51
Plateau,WX029,134,29.5,91
Nasarawa,WX012,172,18.2,54
Ogun,WX015,121,28.8,86
Bauchi,WX033,179,32.9,83
Ogun,WX007,193,29.9,46
Plateau,WX027,67,25.0,86
Kano,WX001,172,36.2,79
Plateau,WX005,67,24.6,44
Ogun,WX036,44,18.9,36
Kaduna,WX036,156,37.3,87
Kano,WX019,123,20.6,92
Benue,WX014,249,26.7,74
Nasarawa,WX001,103,29.1,53
Niger,WX003,140,24.4,84
Ogun,WX008,185,37.1,60
Benue,WX031,157,31.7,42
Oyo,WX020,54,19.9,42
Niger,WX013,94,32.9,56
Oyo,WX006,84,20.5,78
Nasarawa,WX022,239,37.9,94
Ogun,WX034,234,38.4,76
Kaduna,WX014,158,33.0,80
Ogun,WX022,231,25.6,40
Kano,WX020,223,26.3,76
Enugu,WX014,55,19.0,30
Ogun,WX015,255,21.0,53
Bauchi,WX015,125,24.8,79
Benue,WX029,176,38.7,78
Kaduna,WX020,133,35.4,44
Niger,WX007,206,35.1,54
Enugu,WX005,207,26.0,33
Oyo,WX005,192,21.0,88
Kaduna,WX002,222,34.3,54
Kano,WX035,186,38.6,37
Benue,WX040,143,34.7,37
Kano,WX039,236,28.1,87
Oyo,WX036,120,26.9,39
Niger,WX019,46,23.2,34
Kaduna,WX019,117,23.8,41
Kaduna,WX012,42,21.2,40
Kano,WX032,76,26.9,47
Niger,WX031,114,23.5,30
Bauchi,WX028,93,33.6,67
Ogun,WX020,189,19.8,42
Ogun,WX019,182,35.2,77
Oyo,WX014,84,30.7,39
Oyo,WX016,130,37.2,80
Ogun,WX037,47,36.5,42
Nasarawa,WX002,222,35.6,50
Ogun,WX002,191,38.0,48
Plateau,WX009,148,34.6,88
Nasarawa,WX036,204,25.9,51
Benue,WX021,75,18.9,73
Enugu,WX029,201,29.5,84
Plateau,WX030,217,31.6,84
Enugu,WX013,187,38.0,36
Bauchi,WX008,230,31.9,39
Kaduna,WX023,61,23.2,84
Niger,WX013,56,33.1,93
Ogun,WX026,51,28.8,49
Enugu,WX018,71,19.9,91
Niger,WX011,222,28.7,32
Ogun,WX025,130,19.4,77
Oyo,WX017,224,26.8,36
Kano,WX010,167,37.9,71
Niger,WX032,117,36.7,32
Niger,WX006,256,26.1,68
Enugu,WX015,197,32.3,90
Benue,WX013,56,28.6,61
Enugu,WX012,234,30.8,95
Benue,WX031,111,33.6,41
Enugu,WX016,89,31.5,41
Bauchi,WX001,152,37.5,59
Nasarawa,WX038,207,30.3,41
Kaduna,WX037,111,30.0,78
Bauchi,WX022,55,36.2,94
Benue,WX025,53,38.6,64
Kano,WX026,93,24.2,79
Bauchi,WX009,238,29.2,83
Kaduna,WX010,203,21.6,91
Enugu,WX002,208,36.7,47
Niger,WX007,227,23.6,36
Kaduna,WX010,226,37.0,40
Kaduna,WX023,60,18.9,54
Oyo,WX027,175,38.1,81
Oyo,WX037,167,26.2,63
Niger,WX010,244,21.4,32
Kaduna,WX037,95,23.0,36
Kaduna,WX002,105,31.5,41
Nasarawa,WX023,98,29.8,48
Nasarawa,WX014,72,30.2,71
Oyo,WX003,243,21.7,58
Nasarawa,WX012,184,24.2,55
Nasarawa,WX040,80,26.6,80
Kaduna,WX029,100,28.3,82
Nasarawa,WX015,188,38.3,63
Enugu,WX001,120,19.9,79
Ogun,WX029,99,36.8,37
Niger,WX038,108,38.8,47
Kaduna,WX022,58,33.5,82
Benue,WX011,229,27.8,47
Plateau,WX015,142,26.4,59
Niger,WX013,189,29.1,81
Oyo,WX034,117,29.3,76
Enugu,WX023,161,30.6,54
Benue,WX035,155,19.1,56
Nasarawa,WX006,185,33.5,81
Ogun,WX009,129,31.3,34
Oyo,WX002,93,37.2,71
Bauchi,WX021,251,23.7,60
Kaduna,WX012,175,27.5,63
Plateau,WX020,43,27.9,80
Oyo,WX023,77,29.0,85
Oyo,WX039,200,21.5,70
Plateau,WX031,98,20.7,94
Oyo,WX032,57,27.1,86
Enugu,WX019,61,28.1,47
Kano,WX014,224,34.4,67
Oyo,WX038,242,37.0,95
Oyo,WX013,250,18.9,31
Bauchi,WX034,256,38.0,54
Benue,WX005,84,38.3,77
Kano,WX032,128,28.9,47
Niger,WX002,161,34.4,70
Niger,WX024,225,24.1,39
Benue,WX015,137,21.6,34
Benue,WX026,157,31.2,95
Niger,WX034,156,33.1,66
Plateau,WX016,129,32.5,49
Bauchi,WX026,153,18.9,44
Kano,WX020,220,27.5,60
Benue,WX029,229,21.7,91
Benue,WX018,139,24.9,53
Kaduna,WX023,231,30.9,95
Niger,WX011,118,36.4,89
Bauchi,WX018,200,22.7,39
Kano,WX021,142,24.9,88
Kaduna,WX012,240,31.5,69
Benue,WX021,66,22.1,35
Plateau,WX040,72,22.0,30
Plateau,WX006,61,25.8,45
Ogun,WX023,214,23.3,59
Oyo,WX039,252,18.8,40
Ogun,WX028,133,29.2,78
Oyo,WX023,81,23.0,83
Ogun,WX008,150,38.9,85
Kaduna,WX002,116,34.3,70
Kano,WX016,156,29.5,80
Kaduna,WX025,249,25.9,72
Plateau,WX011,105,31.8,37
Nasarawa,WX022,97,31.9,38
Kano,WX025,181,34.1,50
Kaduna,WX008,87,19.4,38
Plateau,WX012,101,33.7,48
Benue,WX030,222,24.4,59
Kaduna,WX025,94,25.4,62
Plateau,WX024,94,36.7,84
Enugu,WX021,181,31.5,50
Ogun,WX017,129,22.4,73
Nasarawa,WX039,146,25.8,79
Oyo,WX008,122,20.3,78
Ogun,WX005,167,24.1,52
Kaduna,WX007,256,28.0,60
Bauchi,WX031,210,37.2,87
Ogun,WX009,130,26.6,79
Kaduna,WX021,249,24.8,54
Enugu,WX031,59,36.6,46
Oyo,WX008,256,33.2,87
Oyo,WX002,82,27.1,63
Enugu,WX005,219,34.4,92
Oyo,WX010,217,29.3,68
Plateau,WX007,130,28.3,35
Nasarawa,WX009,41,26.9,52
Ogun,WX011,181,18.1,74
Niger,WX037,137,29.6,71
Ogun,WX009,154,38.6,49
Niger,WX015,226,25.5,35
Oyo,WX025,223,32.5,39
Kano,WX031,251,36.7,76
Benue,WX040,161,36.4,44
Ogun,WX014,177,33.2,82
Bauchi,WX004,149,29.9,45
Bauchi,WX014,184,26.0,79
Bauchi,WX016,253,32.3,51
Bauchi,WX018,41,36.3,61
Nasarawa,WX030,72,28.4,55
Kano,WX032,165,36.5,72
Niger,WX035,100,25.1,66
Ogun,WX019,183,36.5,95
Benue,WX028,122,38.9,40
Kaduna,WX006,86,38.7,37
Enugu,WX031,197,26.3,51
Niger,WX003,189,27.6,90
Kano,WX003,121,29.2,66
Nasarawa,WX002,214,29.7,52
Benue,WX027,236,23.7,78
Bauchi,WX014,79,27.3,85
Niger,WX030,54,29.0,81
Bauchi,WX008,105,38.2,86
Niger,WX002,144,18.8,72
Kaduna,WX017,253,36.2,51
Nasarawa,WX037,76,34.0,65
Kano,WX011,70,20.0,75
Bauchi,WX021,231,28.1,66
Niger,WX034,244,21.1,59
Benue,WX024,144,31.3,58
Enugu,WX025,138,18.4,80
Bauchi,WX033,222,22.6,95
Oyo,WX014,83,23.9,66
Enugu,WX032,93,31.5,44
Bauchi,WX013,81,37.1,34
Bauchi,WX033,240,27.9,77
Kaduna,WX011,181,25.2,32
Nasarawa,WX003,198,38.9,38
Oyo,WX025,119,19.9,38
Niger,WX027,46,38.1,39
Enugu,WX018,50,38.9,81
Nasarawa,WX031,218,28.3,66
Nasarawa,WX027,253,23.1,91
Niger,WX001,178,37.1,34
Nasarawa,WX017,179,37.7,63
Benue,WX011,97,22.1,36
Niger,WX014,150,25.0,75
Oyo,WX002,168,25.9,30
Enugu,WX014,115,25.1,83
Bauchi,WX008,87,37.6,80
Kano,WX019,74,36.4,91
Niger,WX030,102,36.4,41
Nasarawa,WX003,161,37.2,45
Kaduna,WX004,93,24.8,56
Oyo,WX032,157,21.7,87
Benue,WX021,59,27.6,65
Ogun,WX011,122,33.1,50
Enugu,WX011,208,20.9,70
Enugu,WX040,98,18.5,32
Benue,WX033,97,34.3,69
Nasarawa,WX021,178,20.0,35
Bauchi,WX003,232,35.0,77
Nasarawa,WX001,61,30.1,62
Benue,WX027,206,34.3,91
Benue,WX016,167,24.7,47
Ogun,WX002,43,26.9,90
Kaduna,WX033,225,19.9,75
Kano,WX027,250,21.3,58
Plateau,WX032,116,29.6,92
Benue,WX026,216,30.1,52
Enugu,WX022,168,27.0,61
Benue,WX024,209,36.0,76
Enugu,WX026,190,31.1,36
Plateau,WX024,241,24.8,85
Plateau,WX012,240,21.2,42
Kaduna,WX005,254,28.6,46
Plateau,WX019,155,19.8,35
Niger,WX032,99,28.9,64
Ogun,WX015,230,36.2,88
Kaduna,WX013,185,32.1,50
Oyo,WX018,85,23.3,66
Nasarawa,WX013,111,28.8,87
Niger,WX027,105,27.4,45
Bauchi,WX019,254,36.3,46
Niger,WX020,110,36.6,67
Oyo,WX009,59,18.3,42
Niger,WX015,78,27.2,34
Kaduna,WX013,88,32.3,74
Kano,WX014,150,32.3,81
Enugu,WX032,121,31.9,89
Nasarawa,WX005,221,29.4,45
Enugu,WX011,68,29.6,75
Enugu,WX008,129,27.4,71
Benue,WX035,109,28.3,38
Kaduna,WX030,49,34.2,82
Kano,WX031,236,37.1,39
Ogun,WX007,202,20.7,40
Niger,WX009,194,36.4,38
Ogun,WX004,177,37.1,47
Kaduna,WX008,115,23.0,36
Kano,WX009,83,20.8,48
Nasarawa,WX033,167,18.2,37
Plateau,WX011,149,36.7,88
Niger,WX021,89,30.2,70
Oyo,WX013,194,21.1,85
Plateau,WX021,259,22.3,44
Benue,WX009,57,22.6,50
Benue,WX030,163,23.2,43
Nasarawa,WX031,53,36.9,82
Plateau,WX029,233,20.3,92
Kaduna,WX030,119,19.6,71
Oyo,WX038,258,26.6,73
Kaduna,WX016,135,30.7,82
Plateau,WX029,125,23.0,59
Nasarawa,WX023,59,31.5,67
Nasarawa,WX021,251,20.7,67
Plateau,WX026,256,24.0,59
Kaduna,WX039,112,36.3,53
Enugu,WX030,217,22.0,62
Kaduna,WX034,174,18.6,69
Plateau,WX015,250,35.8,72
Benue,WX008,91,32.1,36
Kaduna,WX036,126,19.8,70
Nasarawa,WX025,157,31.2,78
Oyo,WX011,215,25.4,63
Ogun,WX015,138,27.9,84
Oyo,WX010,222,24.4,59
Oyo,WX029,49,27.5,50
Oyo,WX031,66,35.0,52
Benue,WX039,238,36.0,62
Kano,WX024,153,37.2,90
Plateau,WX003,159,22.2,94
Ogun,WX009,256,34.5,55
Enugu,WX006,108,27.6,58
Bauchi,WX007,133,24.3,59
Ogun,WX032,134,21.3,36
Niger,WX027,122,19.4,42
Plateau,WX022,223,29.3,87
Kaduna,WX019,191,24.1,89
Kaduna,WX006,92,34.2,46
Ogun,WX010,122,38.3,45
Kano,WX040,217,21.5,89
Kaduna,WX035,141,26.6,95
Oyo,WX038,124,28.9,36
Ogun,WX025,116,20.7,92
Nasarawa,WX023,102,38.1,61
Enugu,WX035,110,35.5,36
Plateau,WX011,61,32.8,37
Niger,WX001,103,31.4,36
Niger,WX021,124,18.2,82
Bauchi,WX029,166,28.9,50
Oyo,WX030,165,25.1,42
Oyo,WX027,206,21.9,55
Kano,WX018,233,32.4,44
Kaduna,WX003,89,20.1,38
Niger,WX023,257,35.2,56
Oyo,WX037,208,33.6,60
Niger,WX001,171,34.3,95
Niger,WX037,121,25.0,43
Enugu,WX013,224,35.2,34
Oyo,WX035,211,37.3,87
Benue,WX015,174,34.8,71
Benue,WX036,115,32.4,92
Kaduna,WX012,207,38.8,37
Plateau,WX023,64,35.4,95
Plateau,WX039,196,18.3,68
Ogun,WX039,68,30.1,32
Ogun,WX006,63,38.0,55
Bauchi,WX024,188,29.1,66
Niger,WX012,250,31.1,31
Kaduna,WX017,257,22.2,63
Benue,WX020,99,33.5,90
Plateau,WX024,119,26.8,91
Nasarawa,WX032,241,35.9,88
Benue,WX028,64,34.3,73
Benue,WX032,93,20.1,43
Benue,WX002,170,22.0,43
Kaduna,WX031,178,39.0,58
Plateau,WX016,250,37.3,41
Plateau,WX015,250,30.1,90
Niger,WX033,135,26.0,86
Ogun,WX015,235,27.5,38
Nasarawa,WX039,65,18.5,85
Kano,WX008,126,29.9,62
Oyo,WX037,170,36.2,46
Enugu,WX022,217,31.5,37
Kaduna,WX013,206,25.5,81
Kano,WX012,172,33.7,33
Ogun,WX017,63,37.8,70
Enugu,WX006,79,26.5,83
Plateau,WX010,175,33.3,66
Niger,WX009,64,23.8,55
Niger,WX022,121,19.3,54
Kano,WX002,129,25.5,71
Bauchi,WX031,139,22.6,67
Kaduna,WX001,150,28.3,34
Bauchi,WX012,54,36.4,78
Kaduna,WX004,111,33.1,55
Kano,WX017,220,31.1,87
Oyo,WX021,154,33.9,53
Kaduna,WX027,147,29.5,47
Oyo,WX025,139,21.7,43
Oyo,WX026,246,25.0,87
Enugu,WX017,82,33.1,94
Benue,WX008,184,24.4,31
Enugu,WX001,79,28.9,80
Oyo,WX014,238,38.0,44
Nasarawa,WX036,171,24.3,66
Enugu,WX024,78,38.4,70
Oyo,WX033,88,20.6,58
Plateau,WX019,180,33.3,49
Oyo,WX035,99,21.1,81
Kaduna,WX031,109,20.9,91
Niger,WX026,70,35.0,87
Kano,WX030,110,24.1,49
Plateau,WX021,133,28.1,76
Bauchi,WX034,160,26.6,62
Kaduna,WX002,147,23.2,35
Nasarawa,WX015,134,33.3,74
Nasarawa,WX013,174,27.1,39
Niger,WX005,260,21.3,51
Benue,WX016,224,33.1,92
Ogun,WX029,192,20.1,42
Niger,WX024,66,27.3,92
Benue,WX037,188,23.6,89
Nasarawa,WX008,179,34.7,32
Niger,WX024,255,33.5,95
Oyo,WX027,170,36.1,84
Kano,WX019,185,38.3,54
Enugu,WX015,94,28.9,72
Nasarawa,WX036,177,36.7,79
Plateau,WX005,111,35.3,33
Benue,WX034,178,37.0,41
Ogun,WX040,125,26.1,92
Kano,WX016,79,27.7,75
Oyo,WX020,247,19.0,53
Kaduna,WX011,245,30.3,77
Enugu,WX032,134,29.4,53
Bauchi,WX029,61,25.4,62
Kaduna,WX007,230,18.2,68
Bauchi,WX004,152,36.6,81
Benue,WX039,105,23.5,91
Plateau,WX034,99,31.5,30
Kaduna,WX033,103,24.7,54
Kano,WX017,237,31.4,30
Niger,WX025,79,29.1,35
Oyo,WX026,181,38.2,73
Enugu,WX017,41,37.4,46
Ogun,WX035,241,32.3,30
Plateau,WX028,70,19.2,92
Benue,WX028,85,28.9,80
Plateau,WX018,121,25.4,53
Ogun,WX030,146,34.8,30
Enugu,WX012,209,22.9,84
Niger,WX033,168,35.0,43
Enugu,WX040,210,33.0,40
Benue,WX018,99,28.2,71
Plateau,WX021,52,38.4,31
Kaduna,WX014,206,21.4,32
Kano,WX030,217,18.4,45
Bauchi,WX020,244,30.2,55
Kaduna,WX012,190,35.3,45
Kaduna,WX006,191,34.7,60
Benue,WX002,119,28.2,69
Benue,WX010,249,36.1,75
Kaduna,WX009,99,33.7,35
Kaduna,WX016,126,35.3,70
Plateau,WX011,207,25.2,85
Bauchi,WX021,95,20.3,41
Bauchi,WX023,57,24.0,35
Ogun,WX017,92,27.9,30
Niger,WX021,149,34.4,43
Oyo,WX010,94,24.3,69
Plateau,WX030,152,23.1,83
Ogun,WX036,78,34.6,78
Kano,WX015,146,29.3,79
