farm_id,farmer_id,region,crop,soil,farm_size_ha,yield_score
Farm_00422,FRM00422,Oyo,Tomato,Peaty,4.9,72
Farm_00423,FRM00423,Bauchi,Tomato,Chalky,33.33,50
Farm_00424,FRM00424,Oyo,Soybean,Clay,42.63,85
Farm_00425,FRM00425,Nasarawa,Sorghum,Chalky,47.85,45
Farm_00426,FRM00426,Plateau,Sorghum,Peaty,24.73,40
Farm_00427,FRM00427,Benue,Tomato,Silt,25.51,80
Farm_00428,FRM00428,Benue,Cassava,Clay,40.41,68
Farm_00429,FRM00429,Ogun,Cassava,Clay,33.67,77
Farm_00430,FRM00430,Kano,Maize,Loam,35.98,94
Farm_00431,FRM00431,Kaduna,Soybean,Peaty,21.33,95
Farm_00432,FRM00432,Nasarawa,Rice,Chalky,42.07,80
Farm_00433,FRM00433,Nasarawa,Maize,Clay,31.86,98
Farm_00434,FRM00434,Bauchi,Sorghum,Clay,46.17,73
Farm_00435,FRM00435,Enugu,Cassava,Sandy,45.55,42
Farm_00436,FRM00436,Niger,Millet,Silt,36.29,93
Farm_00437,FRM00437,Kano,Cassava,Chalky,41.21,83
Farm_00438,FRM00438,Kano,Millet,Clay,32.75,71
Farm_00439,FRM00439,Nasarawa,Yam,Sandy,34.89,51
Farm_00440,FRM00440,Oyo,Millet,Silt,47.63,51
Farm_00441,FRM00441,Niger,Rice,Chalky,30.69,51
Farm_00442,FRM00442,Bauchi,Cassava,Silt,3.34,98
Farm_00443,FRM00443,Enugu,Yam,Silt,8.74,97
Farm_00444,FRM00444,Benue,Maize,Sandy,23.94,60
Farm_00445,FRM00445,Kaduna,Sorghum,Sandy,7.02,88
Farm_00446,FRM00446,Kano,Yam,Loam,46.33,74
Farm_00447,FRM00447,Benue,Soybean,Clay,2.27,68
Farm_00448,FRM00448,Niger,Soybean,Silt,19.78,79
Farm_00449,FRM00449,Benue,Cassava,Clay,30.12,99
Farm_00450,FRM00450,Ogun,Cassava,Silt,18.44,54
Farm_00451,FRM00451,Enugu,Soybean,Silt,19.14,53
Farm_00452,FRM00452,Kaduna,Yam,Peaty,37.98,58
Farm_00453,FRM00453,Benue,Maize,Chalky,36.8,41
Farm_00454,FRM00454,Plateau,Maize,Sandy,49.1,88
Farm_00455,FRM00455,Niger,Cassava,Loam,46.86,75
Farm_00456,FRM00456,Kaduna,Millet,Sandy,23.24,48
Farm_00457,FRM00457,Benue,Soybean,Sandy,5.47,92
Farm_00458,FRM00458,Oyo,Millet,Clay,19.65,87
Farm_00459,FRM00459,Bauchi,Maize,Peaty,31.87,94
Farm_00460,FRM00460,Benue,Yam,Sandy,40.71,91
Farm_00461,FRM00461,Bauchi,Tomato,Peaty,33.89,73
Farm_00462,FRM00462,Oyo,Rice,Clay,18.5,62
Farm_00463,FRM00463,Enugu,Sorghum,Sandy,16.86,61
Farm_00464,FRM00464,Niger,Cassava,Sandy,39.89,66
Farm_00465,FRM00465,Benue,Cassava,Sandy,10.42,52
Farm_00466,FRM00466,Oyo,Soybean,Peaty,24.23,40
Farm_00467,FRM00467,Oyo,Maize,Chalky,14.61,65
Farm_00468,FRM00468,Nasarawa,Sorghum,Sandy,31.07,46
Farm_00469,FRM00469,Oyo,Maize,Silt,39.76,64
Farm_00470,FRM00470,Nasarawa,Rice,Chalky,2.33,48
Farm_00471,FRM00471,Kaduna,Soybean,Sandy,26.59,85
Farm_00472,FRM00472,Bauchi,Tomato,Peaty,38.68,41
Farm_00473,FRM00473,Bauchi,Tomato,Peaty,22.79,91
Farm_00474,FRM00474,Benue,Rice,Chalky,26.8,80
Farm_00475,FRM00475,Nasarawa,Soybean,Clay,44.99,71
Farm_00476,FRM00476,Bauchi,Soybean,Peaty,12.29,61
Farm_00477,FRM00477,Benue,Cassava,Chalky,27.62,63
Farm_00478,FRM00478,Plateau,Rice,Loam,30.94,81
Farm_00479,FRM00479,Kano,Cassava,Chalky,12.03,98
Farm_00480,FRM00480,Kaduna,Yam,Silt,16.83,95
Farm_00481,FRM00481,Nasarawa,Cassava,Loam,3.38,99
Farm_00482,FRM00482,Nasarawa,Sorghum,Peaty,49.41,51
Farm_00483,FRM00483,Kaduna,Cassava,Chalky,27.35,96
Farm_00484,FRM00484,Bauchi,Millet,Silt,3.2,65
Farm_00485,FRM00485,Niger,Yam,Clay,22.33,56
Farm_00486,FRM00486,Niger,Millet,Silt,41.25,53
Farm_00487,FRM00487,Kaduna,Soybean,Chalky,4.22,43
Farm_00488,FRM00488,Plateau,Yam,Clay,20.36,78
Farm_00489,FRM00489,Nasarawa,Yam,Silt,46.73,77
Farm_00490,FRM00490,Niger,Soybean,Chalky,24.74,45
Farm_00491,FRM00491,Plateau,Maize,Chalky,9.69,79
Farm_00492,FRM00492,Benue,Cassava,Peaty,2.52,63
Farm_00493,FRM00493,Bauchi,Yam,Silt,3.61,69
Farm_00494,FRM00494,Benue,Cassava,Peaty,21.57,46
Farm_00495,FRM00495,Niger,Millet,Peaty,47.41,63
Farm_00496,FRM00496,Oyo,Sorghum,Silt,21.91,69
Farm_00497,FRM00497,Ogun,Tomato,Clay,3.88,93
Farm_00498,FRM00498,Kaduna,Millet,Clay,15.6,84
Farm_00499,FRM00499,Kaduna,Soybean,Silt,49.13,69
Farm_00500,FRM00500,Oyo,Cassava,Loam,0.57,50
Farm_00501,FRM00501,Kaduna,Millet,Chalky,44.77,45
Farm_00502,FRM00502,Kaduna,Soybean,Peaty,14.82,63
Farm_00503,FRM00503,Nasarawa,Soybean,Peaty,23.31,76
Farm_00504,FRM00504,Oyo,Maize,Sandy,32.09,57
Farm_00505,FRM00505,Oyo,Soybean,Chalky,1.37,82
Farm_00506,FRM00506,Enugu,Rice,Clay,37.3,50
Farm_00507,FRM00507,Nasarawa,Soybean,Clay,41.2,78
Farm_00508,FRM00508,Oyo,Cassava,Chalky,34.51,70
Farm_00509,FRM00509,Oyo,Millet,Silt,14.94,53
Farm_00510,FRM00510,Kaduna,Rice,Silt,11.0,90
Farm_00511,FRM00511,Kaduna,Yam,Clay,15.75,91
Farm_00512,FRM00512,Nasarawa,Sorghum,Peaty,38.12,84
Farm_00513,FRM00513,Nasarawa,Soybean,Silt,14.63,95
Farm_00514,FRM00514,Kano,Millet,Clay,23.44,71
Farm_00515,FRM00515,Bauchi,Maize,Clay,0.79,67
Farm_00516,FRM00516,Ogun,Millet,Sandy,33.04,80
Farm_00517,FRM00517,Kaduna,Maize,Loam,14.2,96
Farm_00518,FRM00518,Oyo,Tomato,Clay,47.47,58
Farm_00519,FRM00519,Kaduna,Cassava,Chalky,47.93,58
Farm_00520,FRM00520,Ogun,Yam,Silt,31.19,77
Farm_00521,FRM00521,Kaduna,Sorghum,Clay,27.88,82
Farm_00522,FRM00522,Kaduna,Tomato,Chalky,19.88,97
Farm_00523,FRM00523,Benue,Soybean,Silt,20.6,77
Farm_00524,FRM00524,Niger,Yam,Peaty,4.28,93
Farm_00525,FRM00525,Niger,Soybean,Chalky,7.4,63
Farm_00526,FRM00526,Nasarawa,Soybean,Peaty,13.48,97
Farm_00527,FRM00527,Bauchi,Rice,Chalky,8.09,61
Farm_00528,FRM00528,Kano,Cassava,Silt,31.43,65
Farm_00529,FRM00529,Benue,Maize,Peaty,30.24,52
Farm_00530,FRM00530,Kaduna,Sorghum,Sandy,22.36,66
Farm_00531,FRM00531,Oyo,Millet,Peaty,17.68,65
Farm_00532,FRM00532,Niger,Rice,Sandy,24.64,92
Farm_00533,FRM00533,Enugu,Soybean,Clay,3.39,59
Farm_00534,FRM00534,Nasarawa,Tomato,Chalky,0.9,54
Farm_00535,FRM00535,Nasarawa,Millet,Loam,49.46,46
Farm_00536,FRM00536,Ogun,Sorghum,Loam,11.1,75
Farm_00537,FRM00537,Oyo,Tomato,Sandy,23.06,41
Farm_00538,FRM00538,Ogun,Soybean,Chalky,14.2,96
Farm_00539,FRM00539,Oyo,Yam,Silt,15.89,99
Farm_00540,FRM00540,Plateau,Yam,Clay,6.81,93
Farm_00541,FRM00541,Bauchi,Yam,Silt,41.12,45
Farm_00542,FRM00542,Nasarawa,Soybean,Chalky,24.15,57
Farm_00543,FRM00543,Oyo,Tomato,Sandy,28.32,99
Farm_00544,FRM00544,Kaduna,Millet,Clay,18.56,72
Farm_00545,FRM00545,Nasarawa,Rice,Peaty,8.62,99
Farm_00546,FRM00546,Oyo,Yam,Silt,41.13,57
Farm_00547,FRM00547,Niger,Rice,Loam,42.85,42
Farm_00548,FRM00548,Nasarawa,Tomato,Peaty,25.6,62
Farm_00549,FRM00549,Nasarawa,Millet,Chalky,12.4,89
Farm_00550,FRM00550,Kaduna,Soybean,Silt,27.32,68
Farm_00551,FRM00551,Nasarawa,Soybean,Loam,37.45,42
Farm_00552,FRM00552,Niger,Yam,Peaty,43.82,40
Farm_00553,FRM00553,Bauchi,Cassava,Chalky,8.55,55
Farm_00554,FRM00554,Plateau,Cassava,Clay,16.42,55
Farm_00555,FRM00555,Kaduna,Maize,Loam,23.81,99
Farm_00556,FRM00556,Ogun,Millet,Sandy,46.34,45
Farm_00557,FRM00557,Benue,Soybean,Silt,12.93,88
Farm_00558,FRM00558,Benue,Cassava,Loam,34.47,94
Farm_00559,FRM00559,Niger,Yam,Clay,12.24,92
Farm_00560,FRM00560,Kaduna,Rice,Clay,34.15,88
Farm_00561,FRM00561,Oyo,Sorghum,Chalky,29.59,70
Farm_00562,FRM00562,Niger,Sorghum,Clay,32.08,43
Farm_00563,FRM00563,Enugu,Maize,Chalky,39.59,70
Farm_00564,FRM00564,Oyo,Soybean,Clay,9.1,58
Farm_00565,FRM00565,Niger,Maize,Peaty,19.83,43
Farm_00566,FRM00566,Bauchi,Cassava,Loam,9.23,70
Farm_00567,FRM00567,Nasarawa,Tomato,Chalky,4.24,57
Farm_00568,FRM00568,Niger,Maize,Clay,41.24,72
Farm_00569,FRM00569,Bauchi,Cassava,Loam,19.12,52
Farm_00570,FRM00570,Plateau,Cassava,Chalky,5.18,49
Farm_00571,FRM00571,Niger,Sorghum,Clay,33.72,42
Farm_00572,FRM00572,Plateau,Sorghum,Chalky,34.36,51
Farm_00573,FRM00573,Nasarawa,Maize,Silt,37.09,86
Farm_00574,FRM00574,Enugu,Yam,Peaty,40.58,82
Farm_00575,FRM00575,Enugu,Tomato,Sandy,29.44,56
Farm_00576,FRM00576,Plateau,Soybean,Silt,47.39,63
Farm_00577,FRM00577,Niger,Cassava,Clay,27.54,76
Farm_00578,FRM00578,Kano,Millet,Peaty,13.62,79
Farm_00579,FRM00579,Kaduna,Sorghum,Silt,40.01,53
Farm_00580,FRM00580,Niger,Cassava,Chalky,19.22,92
Farm_00581,FRM00581,Benue,Maize,Loam,32.65,88
Farm_00582,FRM00582,Kaduna,Soybean,Peaty,33.9,66
Farm_00583,FRM00583,Nasarawa,Tomato,Chalky,15.64,46
Farm_00584,FRM00584,Kano,Maize,Loam,39.72,64
Farm_00585,FRM00585,Ogun,Rice,Peaty,49.07,84
Farm_00586,FRM00586,Oyo,Tomato,Chalky,14.42,59
Farm_00587,FRM00587,Kaduna,Sorghum,Clay,15.96,51
Farm_00588,FRM00588,Nasarawa,Maize,Sandy,6.29,92
Farm_00589,FRM00589,Niger,Millet,Loam,6.44,64
Farm_00590,FRM00590,Plateau,Tomato,Silt,35.13,62
Farm_00591,FRM00591,Nasarawa,Soybean,Sandy,14.85,83
Farm_00592,FRM00592,Oyo,Cassava,Chalky,32.38,96
Farm_00593,FRM00593,Benue,Tomato,Clay,32.08,47
Farm_00594,FRM00594,Ogun,Maize,Chalky,45.09,52
Farm_00595,FRM00595,Benue,Cassava,Silt,33.35,55
Farm_00596,FRM00596,Kaduna,Cassava,Clay,13.28,64
Farm_00597,FRM00597,Niger,Cassava,Silt,6.7,97
Farm_00598,FRM00598,Benue,Cassava,Peaty,48.75,70
Farm_00599,FRM00599,Nasarawa,Tomato,Loam,34.78,76
Farm_00600,FRM00600,Nasarawa,Sorghum,Loam,12.59,46
Farm_00601,FRM00601,Kano,Millet,Silt,26.8,66
Farm_00602,FRM00602,Enugu,Rice,Sandy,18.51,56
Farm_00603,FRM00603,Benue,Yam,Silt,1.37,85
Farm_00604,FRM00604,Enugu,Yam,Loam,37.33,49
Farm_00605,FRM00605,Bauchi,Maize,Silt,30.41,45
Farm_00606,FRM00606,Kaduna,Sorghum,Clay,48.54,74
Farm_00607,FRM00607,Kaduna,Sorghum,Loam,21.13,48
Farm_00608,FRM00608,Oyo,Soybean,Sandy,43.7,57
Farm_00609,FRM00609,Bauchi,Maize,Chalky,30.38,78
Farm_00610,FRM00610,Bauchi,Maize,Clay,18.84,85
Farm_00611,FRM00611,Enugu,Soybean,Peaty,38.04,47
Farm_00612,FRM00612,Enugu,Rice,Loam,38.16,49
Farm_00613,FRM00613,Niger,Cassava,Clay,18.51,67
Farm_00614,FRM00614,Benue,Rice,Chalky,17.81,76
Farm_00615,FRM00615,Kaduna,Yam,Clay,8.69,48
Farm_00616,FRM00616,Oyo,Yam,Loam,23.46,97
Farm_00617,FRM00617,Bauchi,Millet,Peaty,48.3,79
Farm_00618,FRM00618,Kaduna,Maize,Loam,13.35,68
Farm_00619,FRM00619,Plateau,Tomato,Sandy,35.35,95
Farm_00620,FRM00620,Ogun,Cassava,Loam,29.42,56
Farm_00621,FRM00621,Kaduna,Tomato,Silt,5.67,94
Farm_00622,FRM00622,Nasarawa,Tomato,Silt,1.13,91
Farm_00623,FRM00623,Nasarawa,Yam,Chalky,5.16,52
Farm_00624,FRM00624,Bauchi,Rice,Loam,15.26,82
Farm_00625,FRM00625,Oyo,Millet,Sandy,47.28,64
Farm_00626,FRM00626,Ogun,Cassava,Peaty,34.06,54
Farm_00627,FRM00627,Benue,Cassava,Silt,9.58,45
Farm_00628,FRM00628,Plateau,Yam,Chalky,26.47,92
Farm_00629,FRM00629,Bauchi,Cassava,Silt,48.91,68
Farm_00630,FRM00630,Ogun,Maize,Chalky,29.69,74
Farm_00631,FRM00631,Oyo,Cassava,Sandy,30.46,91
Farm_00632,FRM00632,Benue,Tomato,Loam,16.02,51
Farm_00633,FRM00633,Plateau,Cassava,Peaty,33.22,56
Farm_00634,FRM00634,Bauchi,Rice,Chalky,11.83,58
Farm_00635,FRM00635,Kaduna,Sorghum,Sandy,40.29,92
Farm_00636,FRM00636,Plateau,Sorghum,Loam,28.08,76
Farm_00637,FRM00637,Ogun,Tomato,Silt,0.81,88
Farm_00638,FRM00638,Kano,Cassava,Loam,11.57,50
Farm_00639,FRM00639,Niger,Sorghum,Silt,44.44,99
Farm_00640,FRM00640,Kano,Yam,Sandy,6.49,70
Farm_00641,FRM00641,Enugu,Yam,Loam,4.25,93
Farm_00642,FRM00642,Ogun,Millet,Chalky,44.49,92
Farm_00643,FRM00643,Niger,Soybean,Clay,7.56,51
Farm_00644,FRM00644,Ogun,Yam,Loam,5.8,67
Farm_00645,FRM00645,Benue,Soybean,Chalky,19.82,83
Farm_00646,FRM00646,Enugu,Millet,Chalky,1.02,98
Farm_00647,FRM00647,Kaduna,Yam,Sandy,0.85,85
Farm_00648,FRM00648,Bauchi,Soybean,Peaty,1.15,97
Farm_00649,FRM00649,Plateau,Tomato,Clay,27.76,82
Farm_00650,FRM00650,Nasarawa,Millet,Chalky,12.07,63
Farm_00651,FRM00651,Kaduna,Millet,Silt,38.32,95
Farm_00652,FRM00652,Benue,Tomato,Sandy,16.35,54
Farm_00653,FRM00653,Kano,Soybean,Loam,42.07,50
Farm_00654,FRM00654,Plateau,Yam,Silt,39.19,59
Farm_00655,FRM00655,Benue,Tomato,Clay,45.49,99
Farm_00656,FRM00656,Kano,Soybean,Sandy,8.74,95
Farm_00657,FRM00657,Oyo,Tomato,Chalky,15.26,48
Farm_00658,FRM00658,Kaduna,Rice,Sandy,46.37,57
Farm_00659,FRM00659,Kano,Rice,Sandy,10.94,62
Farm_00660,FRM00660,Benue,Sorghum,Silt,42.17,79
Farm_00661,FRM00661,Oyo,Millet,Peaty,15.56,90
Farm_00662,FRM00662,Plateau,Millet,Sandy,20.81,62
Farm_00663,FRM00663,Nasarawa,Rice,Loam,35.36,75
Farm_00664,FRM00664,Kaduna,Soybean,Peaty,16.83,92
Farm_00665,FRM00665,Enugu,Tomato,Sandy,12.38,82
Farm_00666,FRM00666,Ogun,Sorghum,Silt,9.37,69
Farm_00667,FRM00667,Niger,Maize,Silt,20.67,75
Farm_00668,FRM00668,Bauchi,Maize,Chalky,48.69,81
Farm_00669,FRM00669,Kano,Cassava,Silt,47.77,97
Farm_00670,FRM00670,Kano,Soybean,Silt,23.05,69
Farm_00671,FRM00671,Plateau,Soybean,Loam,5.97,63
Farm_00672,FRM00672,Oyo,Rice,Chalky,38.68,57
Farm_00673,FRM00673,Enugu,Sorghum,Silt,2.79,74
Farm_00674,FRM00674,Nasarawa,Maize,Sandy,42.54,85
Farm_00675,FRM00675,Enugu,Cassava,Loam,48.76,71
Farm_00676,FRM00676,Bauchi,Rice,Peaty,18.97,44
Farm_00677,FRM00677,Kano,Maize,Sandy,37.09,89
Farm_00678,FRM00678,Ogun,Yam,Silt,37.09,73
Farm_00679,FRM00679,Kano,Tomato,Clay,18.48,46
Farm_00680,FRM00680,Kano,Rice,Peaty,7.71,69
Farm_00681,FRM00681,Benue,Rice,Chalky,29.26,42
Farm_00682,FRM00682,Kano,Rice,Sandy,32.14,85
Farm_00683,FRM00683,Oyo,Tomato,Silt,41.39,41
Farm_00684,FRM00684,Bauchi,Maize,Peaty,9.45,59
Farm_00685,FRM00685,Niger,Cassava,Peaty,26.2,79
Farm_00686,FRM00686,Plateau,Soybean,Chalky,40.16,94
Farm_00687,FRM00687,Ogun,Rice,Silt,4.83,67
Farm_00688,FRM00688,Oyo,Millet,Peaty,9.55,69
Farm_00689,FRM00689,Enugu,Rice,Peaty,9.75,97
Farm_00690,FRM00690,Niger,Rice,Loam,42.34,84
Farm_00691,FRM00691,Kano,Tomato,Silt,15.13,76
Farm_00692,FRM00692,Kano,Millet,Peaty,29.0,93
Farm_00693,FRM00693,Ogun,Rice,Peaty,6.81,73
Farm_00694,FRM00694,Enugu,Soybean,Peaty,13.35,89
Farm_00695,FRM00695,Niger,Soybean,Chalky,27.73,47
Farm_00696,FRM00696,Enugu,Sorghum,Peaty,15.25,74
Farm_00697,FRM00697,Plateau,Rice,Clay,33.2,53
Farm_00698,FRM00698,Ogun,Tomato,Clay,19.51,61
Farm_00699,FRM00699,Kaduna,Sorghum,Loam,19.24,69
Farm_00700,FRM00700,Bauchi,Rice,Chalky,12.14,98
Farm_00701,FRM00701,Nasarawa,Sorghum,Chalky,44.77,79
Farm_00702,FRM00702,Nasarawa,Rice,Silt,49.32,63
Farm_00703,FRM00703,Bauchi,Rice,Peaty,40.97,82
Farm_00704,FRM00704,Ogun,Rice,Chalky,34.35,57
Farm_00705,FRM00705,Kaduna,Soybean,Sandy,43.82,64
Farm_00706,FRM00706,Niger,Millet,Chalky,16.65,62
Farm_00707,FRM00707,Oyo,Maize,Loam,29.82,91
Farm_00708,FRM00708,Kaduna,Maize,Loam,7.84,78
Farm_00709,FRM00709,Ogun,Millet,Clay,42.99,66
Farm_00710,FRM00710,Kano,Cassava,Sandy,27.05,96
Farm_00711,FRM00711,Plateau,Sorghum,Peaty,31.53,87
Farm_00712,FRM00712,Oyo,Maize,Silt,7.54,48
Farm_00713,FRM00713,Kaduna,Tomato,Silt,2.48,83
Farm_00714,FRM00714,Nasarawa,Tomato,Peaty,29.61,91
Farm_00715,FRM00715,Ogun,Cassava,Silt,38.41,95
Farm_00716,FRM00716,Niger,Tomato,Sandy,34.06,40
Farm_00717,FRM00717,Ogun,Yam,Clay,45.88,89
Farm_00718,FRM00718,Benue,Soybean,Chalky,21.27,94
Farm_00719,FRM00719,Oyo,Millet,Chalky,36.54,70
Farm_00720,FRM00720,Nasarawa,Cassava,Loam,27.87,44
Farm_00721,FRM00721,Oyo,Tomato,Peaty,15.2,83
Farm_00722,FRM00722,Niger,Tomato,Clay,30.02,77
Farm_00723,FRM00723,Bauchi,Maize,Peaty,16.44,61
Farm_00724,FRM00724,Kano,Cassava,Peaty,34.89,47
Farm_00725,FRM00725,Bauchi,Yam,Clay,9.23,77
Farm_00726,FRM00726,Oyo,Maize,Sandy,19.05,40
Farm_00727,FRM00727,Ogun,Tomato,Sandy,26.77,96
Farm_00728,FRM00728,Bauchi,Sorghum,Sandy,6.16,59
Farm_00729,FRM00729,Ogun,Rice,Silt,46.94,68
Farm_00730,FRM00730,Kaduna,Sorghum,Peaty,19.29,55
Farm_00731,FRM00731,Nasarawa,Soybean,Sandy,36.56,92
Farm_00732,FRM00732,Kaduna,Tomato,Silt,26.9,84
Farm_00733,FRM00733,Ogun,Cassava,Chalky,18.79,89
Farm_00734,FRM00734,Enugu,Tomato,Clay,22.47,83
Farm_00735,FRM00735,Benue,Maize,Clay,44.23,52
Farm_00736,FRM00736,Kaduna,Soybean,Peaty,49.03,54
Farm_00737,FRM00737,Bauchi,Millet,Loam,25.22,55
Farm_00738,FRM00738,Ogun,Cassava,Chalky,3.55,87
Farm_00739,FRM00739,Ogun,Maize,Chalky,24.12,44
Farm_00740,FRM00740,Ogun,Tomato,Sandy,3.99,69
Farm_00741,FRM00741,Oyo,Rice,Clay,34.2,87
Farm_00742,FRM00742,Enugu,Rice,Sandy,16.12,97
Farm_00743,FRM00743,Niger,Millet,Chalky,39.23,79
Farm_00744,FRM00744,Niger,Yam,Chalky,0.51,64
Farm_00745,FRM00745,Niger,Maize,Chalky,37.54,72
Farm_00746,FRM00746,Kano,Maize,Loam,41.33,92
Farm_00747,FRM00747,Ogun,Millet,Peaty,44.66,42
Farm_00748,FRM00748,Niger,Yam,Sandy,9.23,85
Farm_00749,FRM00749,Benue,Rice,Chalky,7.86,79
Farm_00750,FRM00750,Enugu,Yam,Chalky,7.71,40
Farm_00751,FRM00751,Bauchi,Soybean,Sandy,36.56,63
Farm_00752,FRM00752,Ogun,Sorghum,Sandy,37.2,59
Farm_00753,FRM00753,Oyo,Soybean,Peaty,45.11,98
Farm_00754,FRM00754,Kano,Yam,Loam,34.2,59
Farm_00755,FRM00755,Kano,Sorghum,Clay,39.62,72
Farm_00756,FRM00756,Kaduna,Sorghum,Clay,19.94,53
Farm_00757,FRM00757,Oyo,Rice,Clay,17.77,42
Farm_00758,FRM00758,Benue,Maize,Sandy,17.02,90
Farm_00759,FRM00759,Oyo,Millet,Sandy,38.87,56
Farm_00760,FRM00760,Kaduna,Rice,Silt,6.09,89
Farm_00761,FRM00761,Kano,Soybean,Silt,39.22,74
Farm_00762,FRM00762,Kano,Rice,Silt,22.01,43
Farm_00763,FRM00763,Nasarawa,Tomato,Chalky,22.72,62
Farm_00764,FRM00764,Bauchi,Yam,Loam,35.71,98
Farm_00765,FRM00765,Kano,Cassava,Chalky,2.88,60
Farm_00766,FRM00766,Kaduna,Cassava,Clay,35.23,98
Farm_00767,FRM00767,Kano,Soybean,Peaty,19.57,64
Farm_00768,FRM00768,Kaduna,Soybean,Sandy,9.52,76
Farm_00769,FRM00769,Benue,Maize,Peaty,9.48,40
Farm_00770,FRM00770,Plateau,Tomato,Loam,1.21,75
Farm_00771,FRM00771,Kano,Yam,Peaty,17.39,74
Farm_00772,FRM00772,Plateau,Soybean,Silt,25.35,44
Farm_00773,FRM00773,Oyo,Soybean,Clay,15.61,84
Farm_00774,FRM00774,Ogun,Sorghum,Clay,19.99,73
Farm_00775,FRM00775,Kano,Cassava,Loam,12.52,53
Farm_00776,FRM00776,Plateau,Soybean,Peaty,0.88,48
Farm_00777,FRM00777,Kaduna,Rice,Clay,3.53,59
Farm_00778,FRM00778,Bauchi,Maize,Chalky,5.71,52
Farm_00779,FRM00779,Bauchi,Millet,Loam,49.73,62
Farm_00780,FRM00780,Bauchi,Sorghum,Sandy,28.14,77
Farm_00781,FRM00781,Enugu,Millet,Chalky,8.61,40
Farm_00782,FRM00782,Kaduna,Yam,Sandy,11.29,55
Farm_00783,FRM00783,Kaduna,Sorghum,Sandy,27.65,89
Farm_00784,FRM00784,Ogun,Maize,Loam,31.71,42
Farm_00785,FRM00785,Kaduna,Maize,Clay,27.64,96
Farm_00786,FRM00786,Enugu,Yam,Chalky,21.29,94
Farm_00787,FRM00787,Nasarawa,Rice,Chalky,3.99,99
Farm_00788,FRM00788,Bauchi,Cassava,Chalky,42.32,69
Farm_00789,FRM00789,Nasarawa,Cassava,Clay,29.81,71
Farm_00790,FRM00790,Kaduna,Rice,Sandy,32.08,53
Farm_00791,FRM00791,Oyo,Yam,Chalky,34.91,45
Farm_00792,FRM00792,Bauchi,Yam,Chalky,23.42,49
Farm_00793,FRM00793,Kaduna,Yam,Loam,14.98,97
Farm_00794,FRM00794,Bauchi,Millet,Sandy,0.87,94
Farm_00795,FRM00795,Nasarawa,Cassava,Sandy,26.28,97
Farm_00796,FRM00796,Plateau,Soybean,Silt,0.7,87
Farm_00797,FRM00797,Nasarawa,Yam,Loam,8.78,83
Farm_00798,FRM00798,Enugu,Soybean,Chalky,14.98,87
Farm_00799,FRM00799,Plateau,Maize,Sandy,19.11,75
Farm_00800,FRM00800,Kaduna,Sorghum,Silt,37.23,85
Farm_00801,FRM00801,Bauchi,Millet,Clay,23.09,56
Farm_00802,FRM00802,Bauchi,Cassava,Clay,40.28,66
Farm_00803,FRM00803,Kaduna,Maize,Peaty,28.2,84
Farm_00804,FRM00804,Kano,Sorghum,Peaty,33.9,40
Farm_00805,FRM00805,Nasarawa,Tomato,Peaty,41.59,99
Farm_00806,FRM00806,Kano,Sorghum,Loam,22.86,76
Farm_00807,FRM00807,Oyo,Soybean,Chalky,11.24,50
Farm_00808,FRM00808,Ogun,Rice,Chalky,28.59,45
Farm_00809,FRM00809,Kaduna,Maize,Sandy,35.24,79
Farm_00810,FRM00810,Kano,Tomato,Silt,30.04,69
Farm_00811,FRM00811,Kano,Maize,Clay,7.63,41
Farm_00812,FRM00812,Kaduna,Yam,Clay,22.78,81
Farm_00813,FRM00813,Niger,Cassava,Peaty,8.43,74
Farm_00814,FRM00814,Enugu,Yam,Clay,13.66,70
Farm_00815,FRM00815,Kano,Soybean,Loam,11.21,88
Farm_00816,FRM00816,Kaduna,Tomato,Sandy,21.78,88
Farm_00817,FRM00817,Ogun,Rice,Loam,35.33,57
Farm_00818,FRM00818,Kaduna,Cassava,Loam,8.06,51
Farm_00819,FRM00819,Ogun,Millet,Clay,20.69,95
Farm_00820,FRM00820,Kaduna,Millet,Silt,8.33,55
Farm_00821,FRM00821,Ogun,Maize,Peaty,6.15,90
Farm_00822,FRM00822,Niger,Sorghum,Clay,35.72,47
Farm_00823,FRM00823,Kano,Yam,Silt,47.18,86
Farm_00824,FRM00824,Enugu,Millet,Silt,46.33,93
Farm_00825,FRM00825,Ogun,Tomato,Clay,49.52,42
Farm_00826,FRM00826,Nasarawa,Sorghum,Peaty,42.86,85
Farm_00827,FRM00827,Oyo,Sorghum,Loam,8.37,99
Farm_00828,FRM00828,Enugu,Soybean,Clay,10.45,44
Farm_00829,FRM00829,Nasarawa,Millet,Chalky,6.4,49
Farm_00830,FRM00830,Oyo,Cassava,Clay,37.74,90
Farm_00831,FRM00831,Benue,Millet,Chalky,35.42,41
Farm_00832,FRM00832,Benue,Rice,Clay,26.88,52
Farm_00833,FRM00833,Enugu,Cassava,Sandy,41.41,95
Farm_00834,FRM00834,Enugu,Tomato,Silt,10.38,89
Farm_00835,FRM00835,Oyo,Cassava,Chalky,38.45,92
Farm_00836,FRM00836,Niger,Maize,Clay,39.16,99
Farm_00837,FRM00837,Benue,Sorghum,Peaty,31.56,45
Farm_00838,FRM00838,Niger,Millet,Loam,44.17,60
Farm_00839,FRM00839,Ogun,Cassava,Loam,37.1,76
