farm_id,fertilizer,kg_used
Farm_00932,NPK,167.6
Farm_00933,DAP,366.8
Farm_00934,Urea,111.3
Farm_00935,DAP,74.7
Farm_00936,Urea,136.1
Farm_00937,DAP,88.9
Farm_00938,NPK,323.3
Farm_00939,DAP,213.6
Farm_00940,DAP,342.3
Farm_00941,Urea,265.6
Farm_00942,NPK,328.8
Farm_00943,DAP,260.7
Farm_00944,DAP,315.8
Farm_00945,DAP,274.9
Farm_00946,NPK,381.9
Farm_00947,NPK,267.1
Farm_00948,DAP,343.5
Farm_00949,DAP,150.2
Farm_00950,Urea,261.3
Farm_00951,DAP,343.7
Farm_00952,Urea,247.9
Farm_00953,NPK,337.3
Farm_00954,NPK,291.5
Farm_00955,NPK,54.4
Farm_00956,NPK,262.3
Farm_00957,DAP,92.2
Farm_00958,DAP,225.2
Farm_00959,Urea,337.1
Farm_00960,NPK,145.0
Farm_00961,NPK,97.3
Farm_00962,DAP,112.7
Farm_00963,NPK,117.6
Farm_00964,NPK,58.8
Farm_00965,DAP,156.4
Farm_00966,Urea,278.8
Farm_00967,DAP,105.9
Farm_00968,NPK,249.6
Farm_00969,NPK,332.4
Farm_00970,Urea,27.2
Farm_00971,NPK,156.9
Farm_00972,DAP,382.3
Farm_00973,DAP,375.6
Farm_00974,DAP,126.2
Farm_00975,DAP,27.1
Farm_00976,Urea,87.2
Farm_00977,Urea,84.5
Farm_00978,NPK,21.3
Farm_00979,NPK,301.1
Farm_00980,Urea,391.8
Farm_00981,Urea,56.9
Farm_00982,Urea,346.2
Farm_00983,DAP,77.1
Farm_00984,DAP,105.5
Farm_00985,NPK,282.0
Farm_00986,DAP,239.6
Farm_00987,DAP,383.7
Farm_00988,DAP,299.3
Farm_00989,Urea,20.1
Farm_00990,NPK,351.1
Farm_00991,DAP,168.0
Farm_00992,DAP,266.5
Farm_00993,Urea,388.6
Farm_00994,DAP,202.2
Farm_00995,NPK,377.5
Farm_00996,DAP,88.7
Farm_00997,Urea,384.3
Farm_00998,DAP,347.3
Farm_00999,NPK,199.1
Farm_01000,Urea,289.4
Farm_01001,NPK,337.2
Farm_01002,Urea,214.9
Farm_01003,NPK,90.6
Farm_01004,DAP,49.0
Farm_01005,Urea,231.7
Farm_01006,DAP,288.2
Farm_01007,NPK,392.2
Farm_01008,Urea,385.9
Farm_01009,DAP,341.2
Farm_01010,NPK,210.8
Farm_01011,DAP,49.7
Farm_01012,Urea,159.6
Farm_01013,NPK,361.2
Farm_01014,Urea,38.6
Farm_01015,DAP,396.6
Farm_01016,NPK,373.0
Farm_01017,Urea,352.8
Farm_01018,NPK,368.4
Farm_01019,DAP,389.8
Farm_01020,Urea,80.5
Farm_01021,NPK,128.6
Farm_01022,DAP,119.7
Farm_01023,DAP,163.2
Farm_01024,DAP,260.0
Farm_01025,NPK,96.3
Farm_01026,NPK,337.9
Farm_01027,DAP,80.4
Farm_01028,DAP,110.0
Farm_01029,DAP,235.1
Farm_01030,NPK,276.3
Farm_01031,NPK,196.0
Farm_01032,NPK,286.7
Farm_01033,NPK,135.7
Farm_01034,NPK,29.6
Farm_01035,NPK,110.8
Farm_01036,DAP,105.1
Farm_01037,NPK,23.2
Farm_01038,Urea,147.9
Farm_01039,NPK,225.2
Farm_01040,Urea,214.8
Farm_01041,DAP,327.7
Farm_01042,NPK,98.8
Farm_01043,DAP,71.8
Farm_01044,Urea,387.2
Farm_01045,DAP,67.1
Farm_01046,DAP,360.6
Farm_01047,DAP,85.6
Farm_01048,DAP,369.9
Farm_01049,Urea,64.6
Farm_01050,Urea,237.7
Farm_01051,Urea,102.5
Farm_01052,NPK,47.5
Farm_01053,NPK,330.9
Farm_01054,Urea,183.5
Farm_01055,DAP,145.7
Farm_01056,Urea,294.0
Farm_01057,Urea,41.1
Farm_01058,Urea,102.7
Farm_01059,Urea,181.8
Farm_01060,NPK,182.0
Farm_01061,NPK,256.4
Farm_01062,NPK,281.4
Farm_01063,Urea,381.1
Farm_01064,DAP,234.0
Farm_01065,DAP,257.9
Farm_01066,Urea,127.8
Farm_01067,NPK,55.8
Farm_01068,DAP,209.7
Farm_01069,DAP,59.7
Farm_01070,DAP,110.3
Farm_01071,DAP,293.3
Farm_01072,NPK,326.1
Farm_01073,Urea,137.0
Farm_01074,DAP,77.8
Farm_01075,DAP,128.9
Farm_01076,NPK,188.4
Farm_01077,Urea,130.1
Farm_01078,DAP,31.3
Farm_01079,NPK,229.4
Farm_01080,Urea,127.8
Farm_01081,DAP,174.5
Farm_01082,NPK,190.7
Farm_01083,Urea,176.0
Farm_01084,Urea,194.1
Farm_01085,DAP,159.1
Farm_01086,Urea,192.5
Farm_01087,NPK,51.1
Farm_01088,DAP,397.1
Farm_01089,NPK,331.7
Farm_01090,NPK,95.1
Farm_01091,DAP,53.3
Farm_01092,NPK,294.7
Farm_01093,Urea,372.7
Farm_01094,NPK,92.1
Farm_01095,NPK,239.7
Farm_01096,NPK,69.1
Farm_01097,Urea,339.3
Farm_01098,DAP,369.2
Farm_01099,Urea,122.3
Farm_01100,Urea,221.9
Farm_01101,NPK,338.0
Farm_01102,Urea,262.1
Farm_01103,NPK,128.1
Farm_01104,NPK,75.2
Farm_01105,Urea,99.7
Farm_01106,Urea,101.5
Farm_01107,NPK,175.7
Farm_01108,DAP,33.1
Farm_01109,Urea,388.1
Farm_01110,DAP,51.8
Farm_01111,NPK,134.5
Farm_01112,NPK,258.4
Farm_01113,DAP,90.5
Farm_01114,Urea,160.7
Farm_01115,DAP,66.1
Farm_01116,DAP,247.1
Farm_01117,DAP,305.5
Farm_01118,NPK,399.8
Farm_01119,Urea,150.8
Farm_01120,DAP,286.8
Farm_01121,Urea,198.6
Farm_01122,Urea,399.5
Farm_01123,NPK,240.6
Farm_01124,Urea,276.7
Farm_01125,DAP,397.1
Farm_01126,NPK,352.0
Farm_01127,DAP,310.3
Farm_01128,Urea,269.8
Farm_01129,DAP,90.3
Farm_01130,Urea,54.7
Farm_01131,NPK,191.1
Farm_01132,NPK,199.5
Farm_01133,DAP,173.4
Farm_01134,Urea,302.7
Farm_01135,Urea,345.2
Farm_01136,NPK,52.4
Farm_01137,NPK,76.8
Farm_01138,NPK,223.0
Farm_01139,NPK,372.6
Farm_01140,Urea,155.9
Farm_01141,Urea,316.0
Farm_01142,Urea,166.3
Farm_01143,NPK,111.2
Farm_01144,Urea,255.0
Farm_01145,Urea,333.2
Farm_01146,NPK,247.8
Farm_01147,DAP,122.9
Farm_01148,DAP,74.4
Farm_01149,NPK,165.8
Farm_01150,NPK,237.4
Farm_01151,NPK,361.1
Farm_01152,Urea,348.8
Farm_01153,Urea,347.7
Farm_01154,DAP,197.6
Farm_01155,NPK,228.3
Farm_01156,NPK,327.6
Farm_01157,NPK,271.5
Farm_01158,Urea,24.0
Farm_01159,Urea,105.8
Farm_01160,Urea,254.4
Farm_01161,DAP,316.4
Farm_01162,DAP,344.0
Farm_01163,DAP,125.7
Farm_01164,Urea,263.5
Farm_01165,DAP,90.2
Farm_01166,NPK,219.8
Farm_01167,DAP,128.6
Farm_01168,NPK,79.7
Farm_01169,Urea,139.1
Farm_01170,NPK,221.2
Farm_01171,NPK,256.6
Farm_01172,DAP,180.5
Farm_01173,DAP,80.2
Farm_01174,DAP,21.0
Farm_01175,DAP,373.4
Farm_01176,NPK,148.1
Farm_01177,DAP,29.2
Farm_01178,Urea,328.9
Farm_01179,DAP,52.5
Farm_01180,NPK,314.1
Farm_01181,DAP,380.8
Farm_01182,NPK,180.8
Farm_01183,DAP,148.4
Farm_01184,NPK,230.1
Farm_01185,Urea,103.7
Farm_01186,NPK,121.4
Farm_01187,Urea,334.5
Farm_01188,Urea,330.2
Farm_01189,Urea,178.5
Farm_01190,DAP,358.9
Farm_01191,NPK,234.8
Farm_01192,Urea,73.5
Farm_01193,Urea,250.0
Farm_01194,DAP,225.6
Farm_01195,DAP,216.6
Farm_01196,NPK,105.8
Farm_01197,DAP,310.0
Farm_01198,DAP,233.3
Farm_01199,Urea,29.3
Farm_01200,NPK,124.6
Farm_01201,Urea,357.1
Farm_01202,Urea,139.6
Farm_01203,NPK,278.8
Farm_01204,NPK,279.6
Farm_01205,Urea,231.3
Farm_01206,DAP,243.0
Farm_01207,NPK,20.2
Farm_01208,Urea,375.7
Farm_01209,NPK,132.6
Farm_01210,Urea,202.3
Farm_01211,NPK,298.1
Farm_01212,NPK,330.9
Farm_01213,DAP,354.4
Farm_01214,DAP,352.3
Farm_01215,Urea,363.5
Farm_01216,Urea,257.6
Farm_01217,NPK,170.3
Farm_01218,Urea,116.4
Farm_01219,Urea,247.3
Farm_01220,DAP,67.2
Farm_01221,Urea,318.5
Farm_01222,Urea,175.7
Farm_01223,NPK,135.0
Farm_01224,Urea,36.0
Farm_01225,Urea,22.9
Farm_01226,NPK,22.2
Farm_01227,Urea,156.7
Farm_01228,NPK,381.9
Farm_01229,NPK,314.0
Farm_01230,Urea,244.3
Farm_01231,NPK,312.0
Farm_01232,NPK,398.4
Farm_01233,NPK,139.7
Farm_01234,DAP,94.8
Farm_01235,Urea,62.9
Farm_01236,Urea,72.3
Farm_01237,DAP,162.1
Farm_01238,Urea,262.0
Farm_01239,DAP,65.9
Farm_01240,Urea,88.4
Farm_01241,NPK,326.0
Farm_01242,Urea,156.5
Farm_01243,NPK,239.8
Farm_01244,NPK,151.9
Farm_01245,DAP,231.9
Farm_01246,DAP,59.1
Farm_01247,NPK,145.6
Farm_01248,NPK,154.2
Farm_01249,NPK,250.3
Farm_01250,Urea,218.0
Farm_01251,NPK,133.0
Farm_01252,NPK,135.7
Farm_01253,NPK,166.3
Farm_01254,DAP,168.2
Farm_01255,Urea,110.1
Farm_01256,DAP,340.6
Farm_01257,Urea,143.0
Farm_01258,Urea,324.0
Farm_01259,Urea,395.0
Farm_01260,DAP,67.0
Farm_01261,DAP,343.2
Farm_01262,DAP,58.3
Farm_01263,NPK,198.0
Farm_01264,DAP,336.5
Farm_01265,Urea,160.4
Farm_01266,NPK,242.5
Farm_01267,NPK,295.3
Farm_01268,NPK,276.7
Farm_01269,DAP,362.9
Farm_01270,Urea,311.9
Farm_01271,DAP,270.0
Farm_01272,NPK,133.0
Farm_01273,Urea,193.8
Farm_01274,DAP,392.4
Farm_01275,Urea,298.9
Farm_01276,NPK,242.4
Farm_01277,NPK,398.4
Farm_01278,Urea,139.1
Farm_01279,Urea,108.4
Farm_01280,NPK,70.5
Farm_01281,DAP,261.7
Farm_01282,Urea,244.4
Farm_01283,DAP,333.0
Farm_01284,NPK,70.5
Farm_01285,Urea,311.7
Farm_01286,Urea,149.9
Farm_01287,NPK,145.4
Farm_01288,NPK,256.1
Farm_01289,DAP,112.1
Farm_01290,NPK,155.8
Farm_01291,Urea,256.5
Farm_01292,NPK,247.8
Farm_01293,DAP,93.5
Farm_01294,NPK,392.1
Farm_01295,DAP,254.1
Farm_01296,NPK,192.2
Farm_01297,Urea,41.2
Farm_01298,DAP,247.2
Farm_01299,Urea,42.1
Farm_01300,NPK,70.1
Farm_01301,NPK,368.5
Farm_01302,Urea,147.5
Farm_01303,Urea,55.5
Farm_01304,Urea,393.8
Farm_01305,DAP,67.6
Farm_01306,DAP,141.5
Farm_01307,NPK,361.2
Farm_01308,Urea,208.3
Farm_01309,DAP,213.2
Farm_01310,Urea,218.0
Farm_01311,DAP,94.1
Farm_01312,Urea,195.0
Farm_01313,NPK,96.2
Farm_01314,Urea,39.0
Farm_01315,DAP,265.4
Farm_01316,Urea,161.7
Farm_01317,Urea,211.5
Farm_01318,Urea,111.9
Farm_01319,Urea,178.9
Farm_01320,Urea,73.0
Farm_01321,NPK,77.9
Farm_01322,NPK,233.9
Farm_01323,NPK,74.8
Farm_01324,Urea,236.1
Farm_01325,DAP,318.2
Farm_01326,DAP,378.1
Farm_01327,NPK,355.7
Farm_01328,DAP,282.0
Farm_01329,DAP,29.8
Farm_01330,DAP,189.0
Farm_01331,DAP,342.7
Farm_01332,Urea,283.0
Farm_01333,NPK,68.2
Farm_01334,DAP,74.1
Farm_01335,DAP,273.5
Farm_01336,Urea,230.3
Farm_01337,DAP,64.7
Farm_01338,DAP,146.0
Farm_01339,Urea,170.5
Farm_01340,DAP,36.6
Farm_01341,DAP,300.1
Farm_01342,DAP,33.2
Farm_01343,Urea,85.3
Farm_01344,NPK,347.5
Farm_01345,NPK,162.2
Farm_01346,DAP,36.9
Farm_01347,DAP,344.6
Farm_01348,NPK,151.4
Farm_01349,NPK,181.6
Farm_01350,DAP,317.5
Farm_01351,DAP,399.1
Farm_01352,DAP,237.8
Farm_01353,NPK,222.7
Farm_01354,DAP,134.4
Farm_01355,NPK,400.0
Farm_01356,Urea,94.5
Farm_01357,Urea,294.9
Farm_01358,Urea,135.1
Farm_01359,Urea,63.5
Farm_01360,Urea,320.1
Farm_01361,NPK,159.5
Farm_01362,NPK,364.9
Farm_01363,NPK,303.9
Farm_01364,DAP,61.0
Farm_01365,Urea,226.6
Farm_01366,NPK,83.1
Farm_01367,Urea,88.3
Farm_01368,Urea,111.1
Farm_01369,DAP,101.1
Farm_01370,Urea,339.8
Farm_01371,Urea,230.5
Farm_01372,NPK,279.4
Farm_01373,Urea,269.8
Farm_01374,Urea,341.1
Farm_01375,DAP,249.3
Farm_01376,NPK,255.9
Farm_01377,NPK,381.2
Farm_01378,NPK,327.8
Farm_01379,NPK,204.7
Farm_01380,NPK,337.4
Farm_01381,Urea,211.0
Farm_01382,Urea,250.3
Farm_01383,DAP,376.1
Farm_01384,DAP,299.4
Farm_01385,NPK,377.4
Farm_01386,DAP,114.2
Farm_01387,NPK,154.2
Farm_01388,DAP,326.6
Farm_01389,NPK,90.0
Farm_01390,NPK,254.6
Farm_01391,DAP,108.9
Farm_01392,Urea,366.4
Farm_01393,DAP,286.0
Farm_01394,NPK,65.1
Farm_01395,Urea,287.5
Farm_01396,Urea,82.6
Farm_01397,DAP,240.9
Farm_01398,Urea,85.7
Farm_01399,NPK,374.1
Farm_01400,DAP,162.3
Farm_01401,Urea,25.6
Farm_01402,Urea,52.9
Farm_01403,DAP,291.3
Farm_01404,Urea,321.4
Farm_01405,NPK,64.6
Farm_01406,Urea,353.0
Farm_01407,NPK,176.0
Farm_01408,NPK,218.3
Farm_01409,Urea,88.9
Farm_01410,NPK,347.3
Farm_01411,NPK,165.5
Farm_01412,NPK,113.5
Farm_01413,DAP,24.8
Farm_01414,DAP,128.7
Farm_01415,Urea,150.4
Farm_01416,Urea,135.5
Farm_01417,DAP,134.4
Farm_01418,NPK,287.9
Farm_01419,DAP,330.8
Farm_01420,Urea,345.1
Farm_01421,Urea,222.8
Farm_01422,DAP,22.8
Farm_01423,NPK,331.3
Farm_01424,NPK,166.3
Farm_01425,DAP,30.5
Farm_01426,Urea,135.9
Farm_01427,DAP,106.5
Farm_01428,Urea,101.3
Farm_01429,DAP,79.9
Farm_01430,DAP,71.8
Farm_01431,Urea,335.4
Farm_01432,DAP,276.7
Farm_01433,DAP,58.5
Farm_01434,DAP,72.0
Farm_01435,Urea,280.9
Farm_01436,DAP,234.3
Farm_01437,DAP,112.5
Farm_01438,NPK,368.4
Farm_01439,NPK,192.2
Farm_01440,NPK,183.3
Farm_01441,DAP,166.0
Farm_01442,DAP,366.1
Farm_01443,DAP,307.3
Farm_01444,DAP,152.1
Farm_01445,NPK,88.9
Farm_01446,NPK,213.5
Farm_01447,Urea,296.4
Farm_01448,Urea,393.4
Farm_01449,Urea,158.1
Farm_01450,DAP,339.7
Farm_01451,NPK,184.0
Farm_01452,Urea,83.7
Farm_01453,NPK,325.0
Farm_01454,NPK,114.5
Farm_01455,NPK,141.7
Farm_01456,NPK,28.4
Farm_01457,DAP,367.5
Farm_01458,Urea,397.2
Farm_01459,Urea,32.0
Farm_01460,DAP,71.6
Farm_01461,NPK,184.6
Farm_01462,Urea,104.1
Farm_01463,Urea,276.6
Farm_01464,NPK,325.3
Farm_01465,Urea,103.5
Farm_01466,DAP,281.3
Farm_01467,NPK,195.8
Farm_01468,Urea,22.1
Farm_01469,DAP,264.7
Farm_01470,DAP,360.7
Farm_01471,NPK,347.5
Farm_01472,Urea,374.1
Farm_01473,NPK,229.4
Farm_01474,Urea,372.8
Farm_01475,Urea,76.6
Farm_01476,DAP,395.5
Farm_01477,DAP,37.2
Farm_01478,DAP,340.0
Farm_01479,Urea,315.0
Farm_01480,Urea,92.6
Farm_01481,NPK,210.6
Farm_01482,DAP,185.5
Farm_01483,Urea,67.6
Farm_01484,Urea,250.9
Farm_01485,Urea,37.4
Farm_01486,DAP,346.5
Farm_01487,DAP,380.7
Farm_01488,Urea,131.1
Farm_01489,Urea,303.1
Farm_01490,DAP,352.9
Farm_01491,DAP,191.7
Farm_01492,Urea,54.6
Farm_01493,NPK,254.8
Farm_01494,DAP,167.5
Farm_01495,DAP,382.5
Farm_01496,DAP,45.2
Farm_01497,NPK,280.9
Farm_01498,NPK,67.6
Farm_01499,Urea,26.4
Farm_01500,Urea,228.1
Farm_01501,Urea,384.5
Farm_01502,DAP,372.2
Farm_01503,NPK,261.6
Farm_01504,Urea,298.1
Farm_01505,DAP,103.2
Farm_01506,Urea,286.8
Farm_01507,NPK,79.0
Farm_01508,DAP,63.7
Farm_01509,DAP,318.6
Farm_01510,DAP,315.9
Farm_01511,Urea,325.0
Farm_01512,NPK,308.1
Farm_01513,NPK,50.0
Farm_01514,DAP,301.4
Farm_01515,Urea,333.8
Farm_01516,DAP,60.0
Farm_01517,DAP,224.4
Farm_01518,DAP,166.8
Farm_01519,DAP,91.6
Farm_01520,NPK,332.0
Farm_01521,NPK,106.3
Farm_01522,Urea,166.4
Farm_01523,NPK,288.6
Farm_01524,DAP,307.3
Farm_01525,DAP,352.4
Farm_01526,NPK,81.6
Farm_01527,DAP,360.0
Farm_01528,Urea,331.3
Farm_01529,DAP,180.2
Farm_01530,NPK,179.6
Farm_01531,DAP,385.6
Farm_01532,NPK,262.8
Farm_01533,DAP,238.2
Farm_01534,Urea,197.2
Farm_01535,Urea,303.0
Farm_01536,NPK,26.1
Farm_01537,DAP,245.8
Farm_01538,NPK,134.7
Farm_01539,Urea,265.3
Farm_01540,Urea,175.6
Farm_01541,Urea,313.0
Farm_01542,Urea,353.7
Farm_01543,Urea,194.5
Farm_01544,Urea,69.9
Farm_01545,Urea,207.9
Farm_01546,NPK,374.1
Farm_01547,DAP,342.5
Farm_01548,Urea,279.9
Farm_01549,NPK,183.1
Farm_01550,DAP,289.5
Farm_01551,Urea,298.7
Farm_01552,DAP,233.5
Farm_01553,Urea,277.6
Farm_01554,DAP,257.4
Farm_01555,Urea,44.5
Farm_01556,DAP,71.6
Farm_01557,NPK,304.5
Farm_01558,DAP,334.0
Farm_01559,DAP,51.6
Farm_01560,NPK,228.9
Farm_01561,DAP,75.5
Farm_01562,DAP,147.4
Farm_01563,DAP,332.5
Farm_01564,NPK,341.5
Farm_01565,DAP,79.8
Farm_01566,Urea,288.5
Farm_01567,NPK,301.3
Farm_01568,NPK,131.3
Farm_01569,Urea,394.6
Farm_01570,NPK,187.2
Farm_01571,Urea,237.8
Farm_01572,DAP,242.9
Farm_01573,Urea,84.2
Farm_01574,NPK,284.7
Farm_01575,DAP,395.9
Farm_01576,DAP,286.6
Farm_01577,Urea,101.2
Farm_01578,NPK,327.4
Farm_01579,Urea,222.8
Farm_01580,DAP,83.8
Farm_01581,DAP,229.2
Farm_01582,Urea,195.4
Farm_01583,NPK,23.5
Farm_01584,NPK,318.1
Farm_01585,DAP,365.6
Farm_01586,DAP,110.6
Farm_01587,NPK,73.5
Farm_01588,NPK,168.7
Farm_01589,DAP,354.2
Farm_01590,DAP,198.1
Farm_01591,DAP,264.3
Farm_01592,Urea,170.2
Farm_01593,DAP,219.4
Farm_01594,DAP,394.0
Farm_01595,DAP,173.6
Farm_01596,Urea,360.2
Farm_01597,DAP,67.8
Farm_01598,Urea,223.5
Farm_01599,DAP,169.9
Farm_01600,DAP,391.5
Farm_01601,NPK,349.4
Farm_01602,DAP,20.3
Farm_01603,Urea,257.7
Farm_01604,DAP,180.1
Farm_01605,Urea,143.8
Farm_01606,Urea,360.1
Farm_01607,NPK,287.0
Farm_01608,Urea,97.7
Farm_01609,DAP,98.1
Farm_01610,NPK,281.8
Farm_01611,NPK,107.6
Farm_01612,NPK,390.0
Farm_01613,NPK,208.1
Farm_01614,Urea,174.0
Farm_01615,DAP,319.0
Farm_01616,DAP,29.9
Farm_01617,DAP,154.1
Farm_01618,Urea,300.3
Farm_01619,NPK,166.8
Farm_01620,NPK,204.6
Farm_01621,NPK,280.7
Farm_01622,DAP,283.2
Farm_01623,Urea,253.9
Farm_01624,DAP,23.4
Farm_01625,Urea,48.7
Farm_01626,DAP,162.2
Farm_01627,NPK,303.8
Farm_01628,Urea,43.3
Farm_01629,DAP,129.4
Farm_01630,NPK,298.9
Farm_01631,Urea,388.1
Farm_01632,Urea,244.9
Farm_01633,Urea,28.3
Farm_01634,NPK,70.1
Farm_01635,NPK,104.6
Farm_01636,DAP,366.1
Farm_01637,NPK,283.0
Farm_01638,NPK,108.9
Farm_01639,NPK,40.3
Farm_01640,NPK,111.8
Farm_01641,Urea,260.4
Farm_01642,Urea,189.1
Farm_01643,DAP,133.2
Farm_01644,NPK,161.1
Farm_01645,Urea,237.4
Farm_01646,NPK,308.2
Farm_01647,DAP,270.2
Farm_01648,Urea,168.5
Farm_01649,Urea,352.9
Farm_01650,NPK,395.5
Farm_01651,Urea,53.0
Farm_01652,NPK,397.7
Farm_01653,Urea,259.1
Farm_01654,DAP,106.2
Farm_01655,DAP,26.2
Farm_01656,NPK,337.1
Farm_01657,NPK,346.9
Farm_01658,Urea,97.8
Farm_01659,DAP,336.5
Farm_01660,NPK,348.3
Farm_01661,Urea,82.2
Farm_01662,DAP,128.3
Farm_01663,DAP,221.5
Farm_01664,Urea,139.3
Farm_01665,NPK,144.2
Farm_01666,Urea,60.2
Farm_01667,DAP,185.5
Farm_01668,NPK,271.5
Farm_01669,DAP,292.4
Farm_01670,NPK,384.8
Farm_01671,Urea,136.6
Farm_01672,Urea,83.5
Farm_01673,Urea,372.8
Farm_01674,Urea,205.6
Farm_01675,NPK,169.1
Farm_01676,NPK,99.7
Farm_01677,DAP,351.9
Farm_01678,NPK,93.2
Farm_01679,NPK,217.3
Farm_01680,Urea,272.6
Farm_01681,DAP,356.8
Farm_01682,Urea,301.4
Farm_01683,NPK,31.2
Farm_01684,NPK,354.8
Farm_01685,DAP,20.3
Farm_01686,NPK,365.2
Farm_01687,Urea,326.8
Farm_01688,NPK,55.2
Farm_01689,Urea,56.2
Farm_01690,DAP,69.7
Farm_01691,NPK,316.6
Farm_01692,Urea,253.6
Farm_01693,NPK,65.3
Farm_01694,Urea,192.2
Farm_01695,Urea,105.2
Farm_01696,NPK,135.8
Farm_01697,NPK,297.2
Farm_01698,DAP,125.1
Farm_01699,DAP,162.2
Farm_01700,DAP,150.6
Farm_01701,NPK,337.1
Farm_01702,Urea,22.8
Farm_01703,NPK,106.0
Farm_01704,Urea,369.7
Farm_01705,Urea,320.5
Farm_01706,NPK,376.7
Farm_01707,NPK,209.4
Farm_01708,DAP,188.2
Farm_01709,Urea,76.8
Farm_01710,NPK,373.4
Farm_01711,NPK,159.6
Farm_01712,Urea,138.7
Farm_01713,Urea,232.5
Farm_01714,Urea,275.0
Farm_01715,Urea,215.6
Farm_01716,Urea,98.8
Farm_01717,Urea,239.2
Farm_01718,NPK,392.7
Farm_01719,Urea,142.3
Farm_01720,DAP,103.5
Farm_01721,NPK,87.7
Farm_01722,DAP,24.7
Farm_01723,NPK,283.5
Farm_01724,Urea,275.9
Farm_01725,NPK,222.7
Farm_01726,NPK,380.6
Farm_01727,Urea,310.6
Farm_01728,Urea,358.8
Farm_01729,Urea,169.4
Farm_01730,NPK,71.3
Farm_01731,Urea,314.5
Farm_01732,Urea,373.7
Farm_01733,DAP,242.3
Farm_01734,DAP,182.6
Farm_01735,NPK,186.7
Farm_01736,Urea,106.2
Farm_01737,DAP,49.3
Farm_01738,Urea,30.0
Farm_01739,DAP,257.3
Farm_01740,Urea,377.7
Farm_01741,NPK,208.7
Farm_01742,DAP,373.7
Farm_01743,NPK,75.7
Farm_01744,Urea,242.8
Farm_01745,DAP,67.9
Farm_01746,Urea,129.8
Farm_01747,DAP,373.8
Farm_01748,Urea,299.6
Farm_01749,Urea,380.9
Farm_01750,NPK,351.2
Farm_01751,DAP,393.1
Farm_01752,Urea,189.5
Farm_01753,Urea,251.4
Farm_01754,DAP,47.2
Farm_01755,Urea,210.8
Farm_01756,Urea,340.7
Farm_01757,Urea,169.3
Farm_01758,Urea,241.4
Farm_01759,DAP,201.8
Farm_01760,Urea,274.1
Farm_01761,Urea,26.0
Farm_01762,NPK,109.1
Farm_01763,NPK,294.5
Farm_01764,NPK,270.6
Farm_01765,DAP,316.7
Farm_01766,NPK,350.1
Farm_01767,NPK,23.6
Farm_01768,Urea,232.0
Farm_01769,NPK,385.6
Farm_01770,DAP,362.6
Farm_01771,DAP,188.2
Farm_01772,NPK,215.2
Farm_01773,DAP,234.1
Farm_01774,Urea,149.3
Farm_01775,DAP,56.2
Farm_01776,DAP,247.4
Farm_01777,Urea,251.2
Farm_01778,NPK,360.0
Farm_01779,DAP,34.2
Farm_01780,DAP,236.3
Farm_01781,DAP,243.2
Farm_01782,DAP,227.2
Farm_01783,Urea,149.1
Farm_01784,NPK,352.4
Farm_01785,Urea,180.4
Farm_01786,Urea,339.1
Farm_01787,DAP,210.1
Farm_01788,DAP,211.6
Farm_01789,NPK,68.0
Farm_01790,Urea,164.8
Farm_01791,NPK,166.1
Farm_01792,Urea,347.3
Farm_01793,Urea,207.8
Farm_01794,NPK,58.6
Farm_01795,DAP,166.5
Farm_01796,NPK,275.2
Farm_01797,DAP,368.3
Farm_01798,Urea,146.0
Farm_01799,NPK,233.1
Farm_01800,NPK,47.5
Farm_01801,NPK,75.2
Farm_01802,DAP,331.9
Farm_01803,Urea,234.4
Farm_01804,NPK,397.2
Farm_01805,DAP,46.1
Farm_01806,Urea,55.7
Farm_01807,Urea,172.3
Farm_01808,NPK,119.8
Farm_01809,NPK,319.2
Farm_01810,DAP,264.2
Farm_01811,Urea,228.1
Farm_01812,Urea,347.8
Farm_01813,DAP,398.2
Farm_01814,NPK,398.8
Farm_01815,DAP,395.3
Farm_01816,DAP,144.7
Farm_01817,Urea,154.5
Farm_01818,NPK,168.2
Farm_01819,Urea,376.4
Farm_01820,DAP,189.1
Farm_01821,DAP,39.8
Farm_01822,Urea,297.7
Farm_01823,Urea,399.6
Farm_01824,NPK,24.4
Farm_01825,Urea,330.5
Farm_01826,DAP,378.4
Farm_01827,DAP,360.4
Farm_01828,DAP,98.3
Farm_01829,DAP,305.9
Farm_01830,Urea,342.1
Farm_01831,NPK,166.5
Farm_01832,NPK,119.8
Farm_01833,DAP,374.6
Farm_01834,DAP,157.2
Farm_01835,Urea,322.9
Farm_01836,NPK,97.8
Farm_01837,DAP,276.3
Farm_01838,DAP,152.0
Farm_01839,Urea,266.8
Farm_01840,DAP,219.4
Farm_01841,DAP,145.6
Farm_01842,Urea,216.4
Farm_01843,NPK,125.5
Farm_01844,Urea,342.0
Farm_01845,NPK,231.1
Farm_01846,Urea,222.3
Farm_01847,Urea,244.2
Farm_01848,DAP,272.9
Farm_01849,Urea,134.6
Farm_01850,Urea,383.2
Farm_01851,DAP,136.7
Farm_01852,Urea,98.8
Farm_01853,DAP,198.2
Farm_01854,DAP,162.3
Farm_01855,Urea,149.6
Farm_01856,NPK,54.2
Farm_01857,NPK,44.8
Farm_01858,NPK,65.5
Farm_01859,Urea,273.7
Farm_01860,DAP,127.0
Farm_01861,DAP,63.5
Farm_01862,DAP,40.4
Farm_01863,Urea,292.7
