farm_id,soil,ph,nitrogen,phosphorus,potassium
Farm_00508,Chalky,6.58,0.344,20.9,191.1
Farm_00509,Silt,5.78,0.108,14.5,150.8
Farm_00510,Silt,5.92,0.313,6.3,91.0
Farm_00511,Clay,6.57,0.06,14.4,162.5
Farm_00512,Peaty,7.7,0.572,36.4,115.8
Farm_00513,Silt,7.69,0.262,48.7,238.7
Farm_00514,Clay,4.88,0.265,51.8,233.9
Farm_00515,Clay,5.82,0.306,52.0,182.7
Farm_00516,Sandy,5.91,0.495,12.0,146.5
Farm_00517,Loam,6.74,0.242,45.5,205.3
Farm_00518,Clay,7.31,0.352,40.5,118.6
Farm_00519,Chalky,5.51,0.565,37.0,203.3
Farm_00520,Silt,7.21,0.216,36.4,124.1
Farm_00521,Clay,7.46,0.089,49.4,88.9
Farm_00522,Chalky,5.79,0.597,20.0,47.7
Farm_00523,Silt,5.06,0.59,26.3,109.5
Farm_00524,Peaty,5.82,0.077,20.9,42.4
Farm_00525,Chalky,6.44,0.436,11.2,175.2
Farm_00526,Peaty,5.92,0.524,21.4,66.4
Farm_00527,Chalky,6.04,0.443,9.3,48.7
Farm_00528,Silt,6.05,0.145,48.5,48.5
Farm_00529,Peaty,6.55,0.54,8.0,126.0
Farm_00530,Sandy,5.01,0.436,16.0,239.0
Farm_00531,Peaty,7.65,0.095,14.8,119.8
Farm_00532,Sandy,7.3,0.303,37.5,179.1
Farm_00533,Clay,7.51,0.381,38.6,149.6
Farm_00534,Chalky,7.18,0.05,16.3,193.4
Farm_00535,Loam,7.74,0.304,28.3,203.1
Farm_00536,Loam,5.76,0.178,8.1,79.4
Farm_00537,Sandy,5.94,0.428,15.3,63.6
Farm_00538,Chalky,6.34,0.39,37.7,166.5
Farm_00539,Silt,7.61,0.582,8.8,223.4
Farm_00540,Clay,7.0,0.077,29.1,231.7
Farm_00541,Silt,6.03,0.054,16.7,247.5
Farm_00542,Chalky,7.57,0.574,43.5,47.5
Farm_00543,Sandy,7.13,0.501,54.9,59.1
Farm_00544,Clay,5.91,0.106,44.7,133.7
Farm_00545,Peaty,6.25,0.467,47.8,176.5
Farm_00546,Silt,6.09,0.21,31.6,206.5
Farm_00547,Loam,5.11,0.35,32.6,190.0
Farm_00548,Peaty,4.85,0.379,42.7,146.5
Farm_00549,Chalky,5.3,0.45,19.5,97.3
Farm_00550,Silt,7.52,0.552,35.1,186.7
Farm_00551,Loam,6.0,0.586,47.8,227.5
Farm_00552,Peaty,5.02,0.466,26.6,68.7
Farm_00553,Chalky,6.63,0.579,31.7,69.2
Farm_00554,Clay,6.13,0.598,32.8,113.4
Farm_00555,Loam,4.98,0.415,5.3,72.9
Farm_00556,Sandy,4.83,0.515,24.2,98.6
Farm_00557,Silt,7.77,0.292,16.3,135.2
Farm_00558,Loam,5.28,0.26,50.8,190.6
Farm_00559,Clay,5.79,0.489,36.5,156.3
Farm_00560,Clay,7.08,0.508,32.3,198.4
Farm_00561,Chalky,5.37,0.347,18.5,79.3
Farm_00562,Clay,5.6,0.09,33.5,72.5
Farm_00563,Chalky,6.05,0.174,8.0,72.3
Farm_00564,Clay,5.54,0.597,46.6,232.3
Farm_00565,Peaty,5.97,0.479,35.9,40.6
Farm_00566,Loam,7.68,0.074,49.6,249.8
Farm_00567,Chalky,6.36,0.18,34.2,203.3
Farm_00568,Clay,6.64,0.204,36.9,147.1
Farm_00569,Loam,6.95,0.382,31.4,120.2
Farm_00570,Chalky,5.67,0.563,10.1,192.8
Farm_00571,Clay,5.48,0.557,54.4,150.2
Farm_00572,Chalky,6.57,0.536,28.7,185.9
Farm_00573,Silt,5.84,0.337,47.4,76.6
Farm_00574,Peaty,6.81,0.593,34.2,248.1
Farm_00575,Sandy,5.13,0.385,14.7,61.3
Farm_00576,Silt,5.87,0.197,37.7,105.2
Farm_00577,Clay,7.4,0.295,39.9,130.7
Farm_00578,Peaty,5.18,0.157,19.9,96.1
Farm_00579,Silt,5.07,0.553,7.7,212.2
Farm_00580,Chalky,7.45,0.379,22.8,133.7
Farm_00581,Loam,7.65,0.194,22.2,163.9
Farm_00582,Peaty,5.12,0.182,51.2,76.8
Farm_00583,Chalky,7.73,0.162,24.8,71.1
Farm_00584,Loam,7.74,0.513,39.3,113.3
Farm_00585,Peaty,5.6,0.354,9.0,246.4
Farm_00586,Chalky,5.13,0.426,11.6,77.8
Farm_00587,Clay,5.39,0.408,33.9,71.7
Farm_00588,Sandy,6.33,0.362,25.8,158.9
Farm_00589,Loam,7.56,0.378,27.1,206.5
Farm_00590,Silt,6.35,0.072,31.8,149.2
Farm_00591,Sandy,5.24,0.495,14.5,75.9
Farm_00592,Chalky,7.67,0.515,17.2,124.5
Farm_00593,Clay,5.46,0.122,43.6,160.5
Farm_00594,Chalky,7.3,0.116,38.9,45.4
Farm_00595,Silt,6.46,0.261,41.6,196.1
Farm_00596,Clay,5.32,0.493,34.5,121.4
Farm_00597,Silt,6.33,0.249,29.2,145.3
Farm_00598,Peaty,4.92,0.553,54.0,169.0
Farm_00599,Loam,7.16,0.276,35.5,118.0
Farm_00600,Loam,6.39,0.395,6.8,76.6
Farm_00601,Silt,6.44,0.331,31.4,63.3
Farm_00602,Sandy,7.31,0.323,52.0,241.9
Farm_00603,Silt,5.39,0.512,32.5,45.4
Farm_00604,Loam,6.15,0.588,10.9,100.3
Farm_00605,Silt,5.47,0.32,49.1,85.5
Farm_00606,Clay,6.19,0.466,33.7,129.6
Farm_00607,Loam,5.76,0.407,47.4,248.9
Farm_00608,Sandy,6.3,0.102,10.2,49.3
Farm_00609,Chalky,5.01,0.455,50.1,85.9
Farm_00610,Clay,6.74,0.397,44.3,214.4
Farm_00611,Peaty,4.9,0.146,14.2,62.5
Farm_00612,Loam,7.1,0.528,29.4,151.6
Farm_00613,Clay,5.45,0.529,7.5,201.3
Farm_00614,Chalky,4.82,0.445,52.9,74.5
Farm_00615,Clay,5.16,0.595,14.2,149.2
Farm_00616,Loam,6.46,0.546,36.9,129.6
Farm_00617,Peaty,6.59,0.169,51.1,173.3
Farm_00618,Loam,7.05,0.423,9.3,137.0
Farm_00619,Sandy,7.43,0.411,11.3,221.9
Farm_00620,Loam,7.78,0.373,18.8,127.7
Farm_00621,Silt,6.97,0.088,42.0,127.8
Farm_00622,Silt,6.47,0.227,54.9,204.4
Farm_00623,Chalky,5.7,0.117,51.9,202.1
Farm_00624,Loam,5.59,0.097,32.4,88.6
Farm_00625,Sandy,5.12,0.222,27.7,177.1
Farm_00626,Peaty,7.06,0.219,53.6,70.9
Farm_00627,Silt,6.18,0.556,32.4,70.4
Farm_00628,Chalky,6.54,0.222,16.8,220.4
Farm_00629,Silt,6.74,0.323,21.1,182.5
Farm_00630,Chalky,4.93,0.415,21.8,139.2
Farm_00631,Sandy,6.17,0.074,32.5,117.4
Farm_00632,Loam,6.49,0.328,41.7,150.4
Farm_00633,Peaty,6.09,0.295,35.3,51.5
Farm_00634,Chalky,4.81,0.088,18.5,147.2
Farm_00635,Sandy,5.37,0.286,8.4,133.3
Farm_00636,Loam,5.79,0.354,15.4,74.7
Farm_00637,Silt,5.17,0.397,21.0,59.7
Farm_00638,Loam,7.29,0.376,41.1,144.7
Farm_00639,Silt,5.41,0.561,6.7,186.6
Farm_00640,Sandy,5.92,0.243,18.2,92.4
Farm_00641,Loam,7.65,0.507,25.9,49.4
Farm_00642,Chalky,5.46,0.386,5.2,136.9
Farm_00643,Clay,4.96,0.074,32.2,130.4
Farm_00644,Loam,6.41,0.556,37.9,72.4
Farm_00645,Chalky,5.74,0.286,10.4,190.0
Farm_00646,Chalky,7.28,0.451,44.4,224.5
Farm_00647,Sandy,5.61,0.427,38.2,173.1
Farm_00648,Peaty,5.84,0.584,8.9,77.1
Farm_00649,Clay,6.26,0.324,27.5,44.6
Farm_00650,Chalky,6.76,0.218,19.2,190.1
Farm_00651,Silt,6.79,0.356,22.3,55.7
Farm_00652,Sandy,7.49,0.359,27.1,51.0
Farm_00653,Loam,5.66,0.2,30.1,125.2
Farm_00654,Silt,7.8,0.275,49.0,78.0
Farm_00655,Clay,6.89,0.546,22.4,102.4
Farm_00656,Sandy,6.62,0.44,17.8,213.7
Farm_00657,Chalky,6.42,0.415,41.5,160.2
Farm_00658,Sandy,6.86,0.334,23.7,49.4
Farm_00659,Sandy,6.81,0.084,48.4,173.5
Farm_00660,Silt,6.66,0.511,49.3,215.2
Farm_00661,Peaty,5.23,0.146,39.8,112.4
Farm_00662,Sandy,6.92,0.555,21.7,57.3
Farm_00663,Loam,5.34,0.319,52.3,80.1
Farm_00664,Peaty,6.13,0.495,29.1,108.1
Farm_00665,Sandy,7.56,0.114,16.4,173.1
Farm_00666,Silt,6.15,0.148,5.1,244.2
Farm_00667,Silt,6.41,0.235,24.5,52.6
Farm_00668,Chalky,6.74,0.205,51.8,189.2
Farm_00669,Silt,4.81,0.348,46.4,78.6
Farm_00670,Silt,6.03,0.402,43.3,116.5
Farm_00671,Loam,7.5,0.383,51.6,99.8
Farm_00672,Chalky,5.29,0.236,46.8,221.5
Farm_00673,Silt,6.89,0.293,35.8,226.2
Farm_00674,Sandy,7.76,0.182,5.1,147.5
Farm_00675,Loam,6.56,0.291,39.0,144.6
Farm_00676,Peaty,6.14,0.381,49.1,44.4
Farm_00677,Sandy,6.34,0.097,18.0,45.7
Farm_00678,Silt,6.51,0.342,22.8,205.6
Farm_00679,Clay,7.79,0.309,35.7,111.1
Farm_00680,Peaty,7.14,0.074,13.3,114.8
Farm_00681,Chalky,5.88,0.407,17.5,174.9
Farm_00682,Sandy,6.52,0.251,21.7,86.5
Farm_00683,Silt,5.14,0.484,6.5,148.4
Farm_00684,Peaty,7.01,0.332,14.5,135.9
Farm_00685,Peaty,5.58,0.143,44.7,57.7
Farm_00686,Chalky,6.75,0.123,19.4,67.4
Farm_00687,Silt,5.43,0.112,35.6,228.8
Farm_00688,Peaty,7.65,0.469,18.0,86.4
Farm_00689,Peaty,5.57,0.223,28.9,75.0
Farm_00690,Loam,5.07,0.146,15.2,91.3
Farm_00691,Silt,6.93,0.216,13.5,201.8
Farm_00692,Peaty,6.43,0.37,34.8,234.1
Farm_00693,Peaty,6.22,0.354,54.5,64.0
Farm_00694,Peaty,5.8,0.125,5.8,179.9
Farm_00695,Chalky,7.59,0.479,8.3,124.1
Farm_00696,Peaty,5.72,0.283,7.4,111.4
Farm_00697,Clay,6.79,0.288,11.4,174.5
Farm_00698,Clay,5.87,0.279,42.8,110.6
Farm_00699,Loam,5.87,0.388,36.8,75.6
Farm_00700,Chalky,7.38,0.425,15.8,118.6
Farm_00701,Chalky,5.39,0.542,32.4,185.2
Farm_00702,Silt,5.24,0.293,20.3,116.7
Farm_00703,Peaty,5.49,0.187,46.1,198.6
Farm_00704,Chalky,5.7,0.394,5.7,175.5
Farm_00705,Sandy,5.79,0.516,19.0,227.6
Farm_00706,Chalky,6.29,0.066,28.0,241.9
Farm_00707,Loam,5.06,0.55,53.4,233.3
Farm_00708,Loam,7.41,0.321,21.2,41.2
Farm_00709,Clay,6.78,0.174,16.6,143.0
Farm_00710,Sandy,7.39,0.396,29.2,67.5
Farm_00711,Peaty,6.0,0.211,23.3,108.4
Farm_00712,Silt,7.47,0.078,22.1,193.0
Farm_00713,Silt,7.25,0.455,41.5,135.0
Farm_00714,Peaty,6.31,0.377,38.6,214.1
Farm_00715,Silt,6.66,0.36,19.2,114.6
Farm_00716,Sandy,7.77,0.409,28.9,180.8
Farm_00717,Clay,7.77,0.085,24.7,240.3
Farm_00718,Chalky,5.19,0.313,45.0,149.6
Farm_00719,Chalky,7.27,0.375,34.9,60.5
Farm_00720,Loam,6.21,0.478,32.7,82.5
Farm_00721,Peaty,5.36,0.459,5.8,216.8
Farm_00722,Clay,5.34,0.22,16.1,105.8
Farm_00723,Peaty,5.52,0.445,22.6,58.4
Farm_00724,Peaty,6.96,0.227,15.5,190.4
Farm_00725,Clay,6.97,0.32,42.4,40.5
Farm_00726,Sandy,5.82,0.389,12.6,120.9
Farm_00727,Sandy,5.11,0.319,32.2,128.7
Farm_00728,Sandy,6.43,0.471,25.9,129.7
Farm_00729,Silt,7.07,0.307,12.9,161.9
Farm_00730,Peaty,7.76,0.385,8.6,149.4
Farm_00731,Sandy,6.44,0.35,36.7,222.9
Farm_00732,Silt,4.82,0.575,44.4,181.7
Farm_00733,Chalky,6.01,0.117,36.2,53.9
Farm_00734,Clay,5.05,0.429,43.8,173.9
Farm_00735,Clay,4.91,0.331,29.5,205.5
Farm_00736,Peaty,6.28,0.135,19.8,78.0
Farm_00737,Loam,6.93,0.304,34.9,152.5
Farm_00738,Chalky,6.04,0.309,47.7,60.9
Farm_00739,Chalky,6.11,0.207,51.1,104.5
Farm_00740,Sandy,5.23,0.454,13.7,114.4
Farm_00741,Clay,5.54,0.334,28.5,134.1
Farm_00742,Sandy,5.44,0.386,28.3,177.5
Farm_00743,Chalky,6.26,0.052,9.6,148.2
Farm_00744,Chalky,5.37,0.1,54.7,218.2
Farm_00745,Chalky,7.69,0.198,51.9,73.7
Farm_00746,Loam,6.88,0.234,39.5,205.4
Farm_00747,Peaty,6.93,0.321,42.7,151.5
Farm_00748,Sandy,7.09,0.129,20.3,158.6
Farm_00749,Chalky,5.92,0.11,13.1,65.5
Farm_00750,Chalky,7.39,0.575,12.5,202.6
Farm_00751,Sandy,6.64,0.099,9.7,206.0
Farm_00752,Sandy,4.9,0.488,52.5,136.9
Farm_00753,Peaty,4.88,0.351,24.9,172.5
Farm_00754,Loam,6.33,0.212,52.4,120.6
Farm_00755,Clay,6.31,0.327,41.5,216.6
Farm_00756,Clay,6.87,0.224,39.1,215.0
Farm_00757,Clay,6.16,0.225,24.2,133.0
Farm_00758,Sandy,7.76,0.538,46.5,114.2
Farm_00759,Sandy,6.78,0.285,53.1,228.4
Farm_00760,Silt,6.52,0.198,24.3,245.7
Farm_00761,Silt,7.27,0.431,14.1,194.5
Farm_00762,Silt,5.59,0.436,34.7,248.1
Farm_00763,Chalky,6.56,0.078,49.8,176.7
Farm_00764,Loam,5.67,0.515,51.0,193.1
Farm_00765,Chalky,7.47,0.075,26.9,220.1
Farm_00766,Clay,5.72,0.098,7.8,174.0
Farm_00767,Peaty,7.76,0.403,32.6,87.9
Farm_00768,Sandy,5.86,0.413,18.7,176.5
Farm_00769,Peaty,5.95,0.594,16.5,169.4
Farm_00770,Loam,5.04,0.115,32.5,46.1
Farm_00771,Peaty,6.46,0.516,43.3,202.5
Farm_00772,Silt,5.35,0.152,19.8,123.9
Farm_00773,Clay,5.57,0.322,23.0,98.6
Farm_00774,Clay,5.87,0.449,38.7,238.4
Farm_00775,Loam,5.75,0.536,50.0,133.5
Farm_00776,Peaty,7.48,0.12,54.1,114.5
Farm_00777,Clay,5.16,0.3,39.9,147.3
Farm_00778,Chalky,6.57,0.53,14.5,139.3
Farm_00779,Loam,7.7,0.571,34.4,177.0
Farm_00780,Sandy,5.73,0.086,23.3,85.4
Farm_00781,Chalky,5.72,0.434,26.2,127.0
Farm_00782,Sandy,5.54,0.281,23.9,83.1
Farm_00783,Sandy,5.15,0.397,12.6,178.4
Farm_00784,Loam,5.38,0.418,51.8,185.4
Farm_00785,Clay,7.64,0.314,18.9,81.4
Farm_00786,Chalky,6.48,0.465,14.6,215.4
Farm_00787,Chalky,7.74,0.257,40.2,162.7
Farm_00788,Chalky,6.84,0.31,28.2,248.8
Farm_00789,Clay,6.38,0.576,41.9,147.6
Farm_00790,Sandy,5.83,0.168,37.4,59.3
Farm_00791,Chalky,4.97,0.103,54.3,189.5
Farm_00792,Chalky,6.14,0.056,26.0,87.6
Farm_00793,Loam,5.62,0.484,30.6,141.7
Farm_00794,Sandy,5.55,0.42,49.6,129.3
Farm_00795,Sandy,7.45,0.116,46.4,230.7
Farm_00796,Silt,7.69,0.568,22.9,210.6
Farm_00797,Loam,5.33,0.157,49.4,218.6
Farm_00798,Chalky,6.79,0.339,9.8,42.7
Farm_00799,Sandy,6.5,0.533,16.7,91.6
Farm_00800,Silt,7.53,0.225,43.9,210.8
Farm_00801,Clay,6.48,0.366,30.6,173.3
Farm_00802,Clay,5.1,0.22,35.0,165.2
Farm_00803,Peaty,6.35,0.227,13.7,102.2
Farm_00804,Peaty,5.64,0.281,13.0,201.2
Farm_00805,Peaty,5.55,0.124,36.8,177.8
Farm_00806,Loam,4.9,0.059,50.4,59.3
Farm_00807,Chalky,7.18,0.596,28.1,122.3
Farm_00808,Chalky,5.04,0.257,51.7,188.8
Farm_00809,Sandy,6.71,0.409,20.2,173.3
Farm_00810,Silt,6.86,0.242,31.5,157.4
Farm_00811,Clay,6.66,0.103,39.9,95.1
Farm_00812,Clay,7.4,0.459,38.1,86.2
Farm_00813,Peaty,5.32,0.333,49.4,243.2
Farm_00814,Clay,7.05,0.473,20.1,50.0
Farm_00815,Loam,6.95,0.304,31.7,62.3
Farm_00816,Sandy,6.56,0.118,5.3,184.8
Farm_00817,Loam,5.94,0.189,50.9,100.6
Farm_00818,Loam,6.52,0.536,11.1,154.8
Farm_00819,Clay,7.68,0.29,7.0,183.4
Farm_00820,Silt,5.01,0.342,18.9,110.4
Farm_00821,Peaty,5.83,0.336,44.0,59.6
Farm_00822,Clay,7.33,0.348,51.6,231.7
Farm_00823,Silt,6.09,0.25,47.7,249.7
Farm_00824,Silt,6.29,0.16,15.7,163.5
Farm_00825,Clay,6.09,0.554,34.4,172.6
Farm_00826,Peaty,5.04,0.228,5.1,108.4
Farm_00827,Loam,7.68,0.315,11.1,73.7
Farm_00828,Clay,5.57,0.075,15.2,154.9
Farm_00829,Chalky,5.6,0.448,32.1,166.2
Farm_00830,Clay,5.94,0.47,16.4,50.4
Farm_00831,Chalky,7.11,0.36,31.3,70.8
Farm_00832,Clay,5.02,0.356,8.6,215.9
Farm_00833,Sandy,6.89,0.571,24.9,248.6
Farm_00834,Silt,6.74,0.262,53.3,247.2
Farm_00835,Chalky,7.0,0.297,27.7,167.5
Farm_00836,Clay,7.33,0.438,32.9,49.1
Farm_00837,Peaty,7.52,0.498,35.9,209.7
Farm_00838,Loam,5.16,0.274,34.5,125.0
Farm_00839,Loam,6.4,0.164,29.0,95.4
Farm_00840,Peaty,5.3,0.107,22.7,239.9
Farm_00841,Silt,6.85,0.084,22.6,98.2
Farm_00842,Chalky,5.34,0.405,49.8,154.9
Farm_00843,Peaty,6.4,0.52,49.6,236.5
Farm_00844,Peaty,5.4,0.069,34.9,54.2
Farm_00845,Clay,5.98,0.212,46.9,43.5
Farm_00846,Chalky,7.8,0.065,15.6,96.2
Farm_00847,Peaty,5.54,0.388,36.9,53.1
Farm_00848,Peaty,5.02,0.115,5.3,167.3
Farm_00849,Chalky,5.59,0.211,40.2,229.6
Farm_00850,Clay,5.8,0.369,35.3,181.9
Farm_00851,Loam,6.86,0.577,46.1,109.4
Farm_00852,Loam,6.76,0.25,28.7,200.5
Farm_00853,Chalky,4.86,0.141,50.0,181.1
Farm_00854,Peaty,5.52,0.407,25.9,172.4
Farm_00855,Peaty,7.53,0.509,34.3,143.5
Farm_00856,Chalky,6.29,0.506,28.3,60.6
Farm_00857,Peaty,7.35,0.052,31.3,83.2
Farm_00858,Chalky,5.89,0.595,26.0,92.2
Farm_00859,Loam,7.4,0.291,47.2,90.4
Farm_00860,Clay,4.83,0.281,19.1,135.6
Farm_00861,Loam,5.01,0.224,34.7,214.3
Farm_00862,Chalky,7.56,0.312,20.2,176.4
Farm_00863,Chalky,6.87,0.187,44.7,244.1
Farm_00864,Clay,6.58,0.136,30.7,121.2
Farm_00865,Chalky,4.94,0.374,49.6,144.0
Farm_00866,Loam,7.65,0.068,44.3,78.4
Farm_00867,Silt,6.32,0.504,8.4,243.7
Farm_00868,Clay,5.34,0.082,6.5,247.3
Farm_00869,Sandy,6.12,0.326,22.9,240.6
Farm_00870,Sandy,5.81,0.096,21.9,133.7
Farm_00871,Clay,7.5,0.591,36.3,108.7
Farm_00872,Silt,7.68,0.069,13.0,203.7
Farm_00873,Peaty,5.74,0.556,49.7,231.2
Farm_00874,Chalky,6.26,0.222,35.3,208.1
Farm_00875,Clay,4.85,0.502,13.2,204.6
Farm_00876,Clay,5.21,0.37,16.9,174.1
Farm_00877,Chalky,5.67,0.161,38.7,125.0
Farm_00878,Clay,6.23,0.505,33.8,229.4
Farm_00879,Peaty,5.37,0.198,17.5,143.3
Farm_00880,Clay,7.45,0.461,21.4,192.6
Farm_00881,Chalky,7.57,0.541,47.0,70.8
Farm_00882,Sandy,6.12,0.375,44.1,139.6
Farm_00883,Clay,5.75,0.274,42.4,86.2
Farm_00884,Peaty,7.01,0.293,45.5,164.5
Farm_00885,Loam,6.01,0.234,48.9,177.7
Farm_00886,Loam,6.89,0.55,44.8,147.3
Farm_00887,Chalky,5.85,0.208,18.9,202.9
Farm_00888,Chalky,6.1,0.25,28.1,192.3
Farm_00889,Chalky,6.41,0.519,15.3,110.4
Farm_00890,Sandy,6.9,0.231,33.2,43.7
Farm_00891,Silt,6.9,0.082,31.9,236.7
Farm_00892,Loam,5.78,0.087,38.2,111.7
Farm_00893,Silt,6.44,0.403,26.9,114.0
Farm_00894,Clay,5.6,0.531,42.0,83.0
Farm_00895,Loam,7.53,0.503,8.4,137.0
Farm_00896,Peaty,7.19,0.227,5.7,233.7
Farm_00897,Clay,6.0,0.41,17.1,237.9
Farm_00898,Clay,6.65,0.155,46.0,201.0
Farm_00899,Clay,5.12,0.276,16.5,41.0
Farm_00900,Clay,5.41,0.31,28.4,60.8
Farm_00901,Sandy,4.83,0.181,51.7,68.0
Farm_00902,Silt,6.66,0.497,10.6,202.1
Farm_00903,Chalky,7.46,0.568,28.3,79.1
Farm_00904,Peaty,7.42,0.356,44.8,156.5
Farm_00905,Sandy,7.43,0.567,8.8,113.5
Farm_00906,Chalky,5.83,0.499,35.9,102.8
Farm_00907,Sandy,6.73,0.069,50.8,167.3
Farm_00908,Peaty,4.94,0.464,6.1,190.4
Farm_00909,Loam,6.73,0.521,21.6,113.8
Farm_00910,Chalky,6.51,0.369,47.7,110.1
Farm_00911,Chalky,7.42,0.065,41.1,162.0
Farm_00912,Loam,6.97,0.056,22.4,132.0
Farm_00913,Sandy,4.91,0.253,45.0,188.4
Farm_00914,Chalky,6.9,0.167,36.0,184.6
Farm_00915,Silt,5.64,0.446,22.2,45.1
Farm_00916,Silt,5.81,0.383,44.9,248.3
Farm_00917,Peaty,6.97,0.1,44.4,184.2
Farm_00918,Loam,7.51,0.219,33.4,114.5
Farm_00919,Loam,7.01,0.069,34.1,183.5
Farm_00920,Peaty,6.04,0.249,12.8,59.7
Farm_00921,Sandy,6.61,0.156,11.6,45.2
Farm_00922,Peaty,7.04,0.425,18.9,89.5
Farm_00923,Clay,7.29,0.171,7.9,166.0
Farm_00924,Clay,5.36,0.558,31.0,55.1
Farm_00925,Loam,5.64,0.52,29.3,246.5
Farm_00926,Sandy,6.57,0.548,49.7,213.8
Farm_00927,Sandy,6.59,0.505,7.7,222.2
Farm_00928,Silt,6.52,0.279,26.9,158.4
Farm_00929,Chalky,5.48,0.403,34.4,41.8
Farm_00930,Sandy,5.85,0.186,34.1,172.9
Farm_00931,Clay,4.9,0.577,37.8,200.3
Farm_00932,Peaty,5.4,0.519,22.9,129.4
Farm_00933,Peaty,6.3,0.576,48.6,109.8
Farm_00934,Chalky,6.19,0.062,40.9,102.1
Farm_00935,Sandy,6.81,0.198,11.4,66.9
Farm_00936,Peaty,5.68,0.435,37.7,66.2
Farm_00937,Clay,7.22,0.388,17.1,166.6
Farm_00938,Chalky,5.29,0.292,28.9,56.7
Farm_00939,Chalky,4.99,0.16,31.3,55.8
Farm_00940,Loam,6.68,0.254,19.9,213.2
Farm_00941,Peaty,6.86,0.314,43.4,101.0
Farm_00942,Peaty,6.3,0.379,33.8,73.8
Farm_00943,Silt,7.06,0.415,52.6,198.9
Farm_00944,Peaty,6.1,0.208,52.7,177.9
Farm_00945,Sandy,6.15,0.081,17.8,51.8
Farm_00946,Peaty,6.32,0.157,22.0,197.4
Farm_00947,Loam,5.45,0.364,47.8,41.0
Farm_00948,Chalky,7.09,0.388,7.8,145.8
Farm_00949,Clay,7.39,0.431,46.6,235.3
Farm_00950,Sandy,6.93,0.21,52.9,86.8
Farm_00951,Peaty,7.2,0.277,29.3,102.3
Farm_00952,Clay,5.26,0.268,46.4,179.1
Farm_00953,Peaty,5.18,0.196,7.3,132.7
Farm_00954,Chalky,7.17,0.317,22.7,194.8
Farm_00955,Chalky,7.36,0.435,38.4,123.5
Farm_00956,Silt,6.39,0.345,48.6,188.8
Farm_00957,Chalky,7.14,0.307,26.6,123.4
Farm_00958,Loam,7.09,0.529,54.5,80.2
Farm_00959,Peaty,6.05,0.544,44.2,85.9
Farm_00960,Chalky,5.42,0.079,10.4,168.4
Farm_00961,Peaty,7.22,0.119,15.9,189.3
Farm_00962,Silt,6.01,0.424,36.3,120.5
Farm_00963,Loam,6.65,0.088,39.8,51.9
Farm_00964,Silt,7.32,0.298,8.2,128.5
Farm_00965,Clay,6.28,0.295,42.9,76.5
Farm_00966,Silt,4.87,0.284,14.1,62.5
Farm_00967,Clay,7.48,0.43,30.8,249.5
Farm_00968,Clay,5.78,0.291,15.5,249.5
Farm_00969,Sandy,7.74,0.198,21.3,74.2
Farm_00970,Silt,7.23,0.147,15.5,56.6
Farm_00971,Sandy,5.73,0.109,47.3,119.0
Farm_00972,Silt,6.38,0.221,6.7,160.1
Farm_00973,Clay,6.27,0.423,16.1,57.6
Farm_00974,Peaty,5.2,0.431,53.6,53.5
Farm_00975,Chalky,5.23,0.487,43.9,185.7
Farm_00976,Sandy,5.73,0.493,23.3,196.2
Farm_00977,Clay,5.4,0.375,27.1,42.9
Farm_00978,Peaty,7.55,0.567,28.5,143.4
Farm_00979,Chalky,5.47,0.41,43.7,148.3
Farm_00980,Sandy,7.22,0.386,38.6,155.0
Farm_00981,Clay,6.29,0.155,40.3,179.1
Farm_00982,Silt,7.61,0.498,17.0,182.1
Farm_00983,Sandy,5.99,0.558,49.6,158.0
Farm_00984,Silt,5.04,0.561,15.2,90.3
Farm_00985,Silt,7.78,0.46,35.1,224.7
Farm_00986,Clay,5.07,0.475,7.8,163.3
Farm_00987,Silt,7.0,0.31,37.4,62.0
Farm_00988,Clay,5.28,0.154,30.2,248.8
Farm_00989,Clay,5.57,0.268,11.1,160.8
Farm_00990,Loam,6.26,0.369,15.2,120.4
Farm_00991,Silt,5.18,0.12,47.2,120.5
Farm_00992,Chalky,5.34,0.433,33.5,187.1
Farm_00993,Clay,6.46,0.136,16.6,117.8
Farm_00994,Loam,5.73,0.33,34.4,57.4
Farm_00995,Silt,7.24,0.33,23.5,186.2
Farm_00996,Clay,5.86,0.147,26.7,181.5
Farm_00997,Peaty,5.31,0.182,17.4,225.7
Farm_00998,Silt,5.32,0.359,32.1,148.9
Farm_00999,Peaty,6.62,0.066,13.3,87.4
Farm_01000,Sandy,6.48,0.398,37.5,79.2
Farm_01001,Loam,5.61,0.472,24.1,124.3
Farm_01002,Sandy,4.91,0.433,31.9,217.2
Farm_01003,Silt,5.63,0.412,54.8,81.5
Farm_01004,Clay,5.18,0.189,16.8,154.4
Farm_01005,Sandy,5.02,0.554,38.3,192.8
Farm_01006,Loam,4.93,0.206,10.4,213.1
Farm_01007,Loam,6.34,0.41,28.7,116.4
Farm_01008,Chalky,7.0,0.073,16.6,218.3
Farm_01009,Loam,6.24,0.315,45.2,206.6
Farm_01010,Sandy,5.61,0.232,48.6,199.1
Farm_01011,Silt,6.1,0.341,21.2,149.9
Farm_01012,Sandy,6.73,0.247,54.3,226.8
Farm_01013,Chalky,5.48,0.128,8.3,240.4
Farm_01014,Clay,6.29,0.458,19.2,141.8
